SessionID,ExposureID,TrafficChannel,SessionDuration,Bounced,PagesperSession
X9PPW6SWFE,O7949557,SEO,157,No,3
LI66QN3SLG,P9986578,Paid Search,80,No,2
QA1TCDJCCE,P3544545,Paid Search,165,No,3
GV3NZC071N,O7013689,Referral,102,Yes,3
GI1SK8CSAW,O1422734,Direct,107,No,2
Q3F3Y111K5,P6899860,Display,79,Yes,1
QLEFL1PEHW,O3198673,SEO,109,Yes,3
P8PE91TI8H,P7590336,Display,167,No,2
A1U1PYFWUT,O6281949,Direct,160,No,1
S90TIKAO5P,O4317420,SEO,128,No,2
MSJKU42YU8,O2520935,SEO,162,No,3
WXQTU8AUY6,O4925349,Direct,173,No,1
IJRBY5BAK7,O9917299,Direct,139,No,2
YBHTWIDN0O,P7571509,Paid Search,171,Yes,2
3WI2W03SS5,P2349592,Display,131,No,1
INEXVJTA12,O8551081,Direct,158,No,3
W9ECD0G5S7,P1203577,Display,77,No,1
FVNIQJ8KJU,P3545799,Paid Search,509,No,5
TGPLW1EHIE,P5096425,Paid Search,597,No,6
V4P6A844SQ,P2085857,Paid Search,97,No,3
0549RDXH05,P8563866,Paid Search,83,No,1
B2AFE107NN,O7780269,Direct,141,No,2
FFTDZLPSAT,O1215821,Direct,118,No,3
AQZY4AZ9NC,O5786104,SEO,121,Yes,2
14538Z919V,O6203911,SEO,129,Yes,2
GQ0RJICRCF,O8829150,Referral,396,No,5
PT1N4WMJ49,P9018654,Paid Search,155,No,3
P9TC4Q9C0E,O9736150,Referral,136,No,2
T5YNN9YCSS,P4077604,Display,103,Yes,3
Z6X8OZIY9G,O7569007,Direct,170,No,1
M103AI9S26,O7116053,Referral,86,No,3
AMA987OCT7,P1811689,Paid Search,93,Yes,1
JXLO85MURT,O5783179,Direct,145,No,1
MUQRHTHDSH,O8500393,Referral,87,No,1
W5UBOL3NL5,P5506389,Paid Search,539,No,4
748A3G6E6B,P3503400,Paid Search,94,No,2
MOUQ8BUOBC,O2877572,Referral,127,No,1
KEXUSC2SFH,O6002543,Direct,376,No,4
6GVY7KG0FK,O2685273,Direct,122,Yes,3
OQ2S1DDDUQ,O6500546,Direct,116,No,2
PKW8KXDEA5,P2826795,Display,596,No,6
BWRKAZ3SSO,P1189482,Display,77,Yes,2
ZRHMLI4NIO,O7344775,Referral,149,No,1
8F54XPW65J,P1641092,Display,138,No,1
4EAGICX785,P4859967,Paid Search,172,No,1
6CNQQYIRKB,P2354738,Display,173,No,3
Z5R31OLY7G,O1235229,SEO,78,No,1
CO34ZE6YGF,O4212059,Direct,165,Yes,3
9LOW7UYUTG,O8698128,SEO,92,No,2
SO5D139SH5,O6132061,Direct,67,No,2
0FQT88L5AW,P5564384,Display,125,No,1
4CZN2BFOLJ,P5938705,Paid Search,89,Yes,1
2JA7IP2XHL,P5348034,Display,81,Yes,1
BGMD4VUVQ5,O5193063,Direct,147,No,3
YNLNRGSWI4,P6129107,Display,66,No,3
TI3Z96DWOF,P5125557,Display,539,No,6
3G6TLQ1WXX,O9044904,SEO,134,No,1
L3EDUYV71T,O5607417,Referral,62,Yes,1
9T99EZSFMA,O4332531,SEO,118,Yes,2
QRUEROHZXB,O1111909,Referral,159,No,1
5I7SQ8OA3Q,O4236480,Referral,135,Yes,3
8O5X9NL48V,P3914391,Display,139,No,1
6RKQCKPJX5,O7068965,Referral,140,No,2
TURNP16YJJ,P9327781,Display,338,No,4
MVMRQIONAJ,O7209159,SEO,151,Yes,1
WCWGWR20IX,O3178286,Referral,512,No,5
YKPA08VPJS,O6332593,Direct,75,No,1
MSHL6LGJLW,P8923130,Display,67,Yes,1
Z8R6D6OUHT,O6023918,SEO,175,No,2
XOZ3HHFIBA,O8800308,Direct,112,Yes,3
HJUJHQ9ERB,O1461270,Referral,133,Yes,2
KR0KAZMWIX,O8880542,Referral,176,No,1
OE2EY0OTDI,P5725904,Display,321,No,5
YFNMN9MACW,P8589055,Paid Search,104,No,1
CHJ2C6QSV2,P1562390,Paid Search,357,No,4
94LEPX7D61,P7500835,Paid Search,117,No,3
IZZT01PUE7,P9321120,Display,111,No,3
FJ5P08KAT8,P7703044,Paid Search,161,No,1
EBAXTXQVPX,O6735934,SEO,156,Yes,3
W4EF5NSCX3,O8280301,SEO,338,No,6
46VWY0WIVO,O9220323,Direct,77,No,1
R3DWG8ZW5I,O9619983,Direct,103,No,2
HU2ICUFDNN,P2869165,Display,134,No,1
UPKJT9VJFG,P4046039,Display,67,Yes,2
DMCLXOVSPR,P7775369,Display,169,No,2
SQ591E5LEJ,P2899407,Paid Search,163,No,3
FZ85KP1VNA,O7000670,Direct,111,No,3
NNFRHZ9YEZ,O4013376,SEO,440,No,5
VLP1UMHYBT,P7748032,Display,472,No,4
8VG0DOLZ0R,P1613697,Display,133,Yes,1
JGDEQNXZ9U,P8673294,Paid Search,113,Yes,1
TUX41WO17Z,O9910117,SEO,120,Yes,3
IJQKGAX2XG,P9618890,Display,97,No,2
6NXP12GFSX,O3089328,SEO,75,Yes,1
9DJX1IJQY3,O5903550,SEO,73,No,3
B1WNAOINBP,O8596120,Referral,122,No,1
WHAYH3E0FX,P7957943,Paid Search,586,No,6
A9MENZ9VPZ,P9604249,Display,178,No,3
YMJZEF15LQ,P1115883,Display,154,No,3
SJ5TFRZ9YP,P1858818,Paid Search,112,Yes,2
67V5RRPQJI,P6514025,Paid Search,138,No,1
7HRDE73TS0,P4196468,Paid Search,60,No,2
RH4W2E2SVY,O7014108,Direct,83,No,3
3DDLZU3KR2,P2430180,Display,112,No,2
BG554LZFG3,P3332185,Display,132,Yes,3
NYTNAKDO20,P1645508,Display,120,Yes,3
HNZM7WG2HU,O2426749,SEO,156,No,1
Y5KPBUG9XV,O9126192,SEO,128,No,2
5LS3NT0LBM,O1418612,SEO,164,No,3
N05JHSTB4C,O4773888,SEO,69,No,1
1RW5D19X72,O7649591,SEO,60,No,2
WUTS2KHJ92,P9936130,Display,161,No,1
S72UQ32NM7,P6173620,Display,73,No,2
BHYM6GNC4J,P8782081,Display,124,Yes,2
VI8R2Q0PY5,O7834709,Referral,383,No,4
EYGZRY4FTB,O5414350,SEO,88,No,1
Y705NZ89G2,P3271657,Paid Search,112,No,1
B3GBBJ6SOV,P5212201,Paid Search,65,No,3
1GR2UE6SCS,P6996227,Display,104,No,3
NU0NYU1HQ5,O5577960,Referral,64,Yes,1
S8PW13AJP5,P9618666,Display,170,Yes,2
GIS4PLU6CC,O4539937,SEO,140,No,2
B7N2YZR9C8,O3598862,Referral,91,No,1
49X7WNAWGO,P2747115,Paid Search,157,No,1
FBZ21VGW70,O2125661,SEO,75,No,2
XPDXC8DB8N,P1148417,Display,155,No,3
6LMAKU456P,O4842394,SEO,126,Yes,3
KVOMJ8FUIR,P4366015,Display,144,No,2
QVXNHUQC3J,P6624346,Paid Search,87,Yes,1
LOCD2TJOF0,O3330545,SEO,580,No,6
JMS7IOJQ2S,P4305417,Display,121,Yes,2
ACJ7CYI6AY,P4787823,Paid Search,172,No,1
AC3FF2BKKC,O6637310,Direct,339,No,4
WZO1PWN2RI,P8475492,Paid Search,162,No,1
1A9B5W2PPR,O6668560,Referral,135,No,3
LBRY13YI0I,P7290008,Display,145,No,3
2EQUNADXOD,P8122251,Paid Search,82,No,1
PQC3OHAPUZ,O6591042,Direct,116,No,2
GUV4BETE5T,P9256593,Paid Search,153,No,2
SAOIOWI85P,P9731711,Display,108,No,3
30HK4H6YNH,P4502269,Display,578,No,4
ZA1W936EDN,O4930358,SEO,160,No,3
RQ8OIL4S6D,O6924125,Direct,119,Yes,2
BPKH20AQ37,P5589447,Display,134,No,2
2HSX25ZJHV,O2172367,Direct,136,No,2
SZK9WY9VWL,O5837644,Referral,488,No,4
GLMPJEJA45,O7869196,Referral,587,No,6
155AEGLWTM,O9975782,Direct,132,No,1
N44QKNIRGP,O5921632,Direct,96,No,1
C4JH2HDQCF,O4126706,Referral,109,Yes,2
0ZIF2PF90O,O2056359,Referral,161,Yes,1
TP8RRW6D0U,P4264806,Paid Search,168,Yes,1
PXSTYRV00C,O3554072,Direct,118,No,1
GT3FO6C22I,P4661810,Display,97,Yes,1
ZPUBWRAE2D,P8858138,Display,67,No,1
WX62QUAYK5,O7488664,Referral,457,No,4
Q56V42QKQI,O3775189,Referral,137,No,3
GLF6KDMTUK,O9427544,Referral,124,No,3
JDHN14OI8O,P4455734,Display,95,No,1
8OFY4JQIGB,O6654083,SEO,77,Yes,2
HUCVULSNXK,O8847457,Direct,300,No,4
32U0BAPE2K,O6652678,Direct,98,Yes,1
XQDJT4U114,P3294676,Paid Search,126,Yes,3
OWJDM0454N,O1551668,SEO,149,No,2
JBOKU9DIUA,P1097206,Display,536,No,5
RBBGIF66XT,P2711394,Paid Search,110,No,3
ZFSBRJ9HJR,O2091258,Referral,164,No,3
KTG4VUDIX2,O9095360,Direct,133,No,3
KBA2AIM96U,P3952885,Display,125,No,1
NAKKWVG04T,O8612196,Direct,104,No,1
U4DR7ZSQ7Z,P2107941,Paid Search,62,Yes,1
AKPHGLL81C,O3194478,Referral,136,No,1
KI6MW1G18V,O8954822,Referral,122,No,2
SE7NR30BKG,O1722731,SEO,125,Yes,1
7G6TYHEOKJ,P9582746,Paid Search,132,Yes,1
9NICL7DTO2,O2539637,Referral,156,No,2
0ZTS49BV9N,P4927046,Display,73,No,1
ZYP202BWPG,P3220200,Display,486,No,6
IFQE8FWUO3,P9993085,Paid Search,119,No,1
RGH3ZN6BBY,P4466757,Display,167,No,2
3PW4AVD92W,P8406929,Display,64,No,2
VCWLLD5YRX,O2362549,Direct,114,No,1
LWKNID6FLR,P5947178,Paid Search,160,No,3
KFGE1QCPBH,P8051016,Paid Search,142,No,3
Z3YJMP51N0,O4830643,SEO,149,No,2
MQV56QJ1M0,P1037214,Paid Search,111,No,1
K7IZ93W6N4,O1741597,SEO,130,Yes,1
7VFJRQ82XQ,P8824636,Display,155,No,1
MD31UE92X4,P9090862,Paid Search,87,No,1
NY41Q3MHM5,P1278665,Display,60,No,1
H4W733UQSQ,P6806418,Display,161,Yes,2
5VVSLN1AN4,O2448443,SEO,100,Yes,2
2P7CMW2RW4,P8581282,Paid Search,124,No,3
IDRQQ2OQ3D,O8181707,Direct,98,Yes,1
X78EJKOLL7,O3600232,SEO,79,No,1
LJI8MZTH6O,P5759159,Display,163,No,1
VNYSQ4609F,O3017488,SEO,93,No,1
G5F235OFRD,P2303165,Display,174,No,1
8A66FRLHD0,O9894779,Referral,111,Yes,3
UJV879L7MR,O9302535,Referral,148,Yes,1
9AEAN4LETR,O9285016,Direct,427,No,4
TKQTGCGQDX,O3080431,Direct,130,No,1
SSG5Q4C548,O1317103,Direct,68,No,1
4I3MB2206U,P6091436,Display,162,No,3
WJWFFNG82E,O8358720,Direct,178,No,3
04TCBRJR0Q,O9830099,Direct,111,No,1
GU76AB19Q4,P9839252,Paid Search,82,No,1
LPZUL5MG7M,O1983537,Direct,178,No,2
188V542QT7,O1040351,Referral,330,No,5
C5EKPVNILV,O2887644,Referral,110,No,1
CMYEFPFMDA,P4762933,Paid Search,133,No,1
1KCBUU3L7L,P3196710,Paid Search,106,Yes,1
KX1PR6FX1J,O7444846,Referral,179,No,3
A5N11859I7,O7225327,Direct,110,Yes,3
SSI1TVKM9Y,P5131959,Paid Search,124,Yes,3
VBW27X75E9,O3371586,Direct,171,Yes,3
XY7JXF70HL,P8408747,Display,111,Yes,3
4KUKWEYYN9,P9643504,Display,80,Yes,3
FC8PCA6P9F,P5017363,Display,336,No,6
NMJ3LGRL9M,O1268443,Direct,78,Yes,3
SHJPC6F95U,O5597558,SEO,140,Yes,2
BJ2LYDOXK5,O8320694,Referral,501,No,6
KGXHOT2YTR,O9791178,Referral,70,Yes,2
U60933AXLD,P6650550,Paid Search,119,Yes,2
041E242MMR,P7211895,Display,129,No,2
1OMC9EBMC5,O4279764,Direct,135,Yes,3
YBCSP1RPWQ,P1712553,Paid Search,71,No,3
UKRLMT5I3P,P1340820,Paid Search,130,No,3
GFINF92SXX,O2723161,Referral,171,No,2
O9IHHN18UQ,P9886405,Paid Search,101,No,1
HXG0XFCAYT,P6582217,Paid Search,546,No,6
65YNJSI7VG,O7635196,SEO,140,Yes,3
J4RS5JJ7MX,O6275127,Direct,148,No,1
EE6X4CXFXD,P7720947,Paid Search,121,Yes,3
JDEXV57CRC,O6175686,Referral,179,No,1
BVJSQKGPU3,O1486090,Direct,85,No,3
Y0LFN1FKCI,P3421223,Paid Search,126,No,2
DFM8JFN15U,O4485893,SEO,98,Yes,1
CNIA83RRBA,O6303619,SEO,62,No,3
LHIHUS109P,P8502641,Paid Search,66,No,3
549RY8K44J,O9449816,SEO,164,No,3
X3RFQUFZ2K,O6875784,Direct,165,No,1
FE17MBPY1A,O9087390,SEO,83,Yes,3
4Y7YRRUSYH,P3094745,Display,124,No,3
USAHS9RIXK,O8569889,Direct,122,No,3
51SRTG5CEO,O5405443,Direct,66,Yes,1
SC4Y6CUS4M,O3278275,SEO,169,No,3
6EH043FZMM,P7435087,Paid Search,90,No,3
XEET1EYBEQ,O7370817,Direct,154,No,2
WV8OW211ZT,O4161000,SEO,117,No,1
7UPSSNHT1W,O2119836,Referral,116,Yes,3
XC6PTOZPKE,O3414276,Direct,158,Yes,2
OAGVN4XC44,P6977692,Display,126,Yes,2
A73CVH53X7,P7347056,Paid Search,92,Yes,3
NLVGC7CERM,P3084991,Display,63,No,3
TRWS8MNPG3,P7075280,Display,401,No,6
QIQOZU3S17,O9967439,Direct,140,No,3
9CEW6L10W7,O7902650,Referral,533,No,6
T7KUIHS8HG,O9558111,Referral,160,No,3
NLYIKHSL6S,O9266322,SEO,118,Yes,2
PQBLI2WDXC,P9224265,Display,68,No,2
OTB5S2NZ8J,P1287148,Display,90,Yes,1
MT7RQM7NJ4,P8689137,Paid Search,158,No,2
XZP7IZN38U,P4178542,Paid Search,92,No,1
B866E4ZJVR,O3477567,Referral,141,Yes,3
ABXZI5CHL3,O4620834,Referral,140,No,3
8PDQQZ3W13,O3459240,Referral,168,Yes,1
FNJ5T87EIP,P2438769,Paid Search,144,No,1
8P7ZSZ3CR1,O8822601,Direct,527,No,6
HXRGX1UNKS,O1185891,Referral,110,No,1
1I9WWSQB0K,P8661029,Paid Search,62,No,1
1OEIIOFWR5,P6121758,Paid Search,167,No,3
EXNV1G33C1,P4256579,Paid Search,64,Yes,2
GE2PR3HN8M,P8659833,Display,175,No,3
1U891Q06Z9,P6684701,Display,437,No,4
RX4P33348V,O8946161,Referral,89,No,2
MEHCC068K1,P6027494,Paid Search,87,Yes,1
PN1559KXSU,P7970389,Paid Search,135,Yes,1
CMN642BZB9,O7099171,Referral,156,No,3
1IVHC51VQU,P2495595,Display,121,Yes,3
QB33VXA9W7,P7797022,Paid Search,121,No,3
28K3NO5TLN,O1627216,SEO,460,No,6
WGCIXJLQC8,O5023862,Direct,98,Yes,3
3HYUEA3CL7,P5620260,Paid Search,93,No,3
7DC8FTIMJK,P1861952,Paid Search,93,No,3
QL6CH5US45,P9899713,Display,91,No,1
NH1I0DA1QM,O1221582,Referral,94,Yes,2
UCZP5CSURQ,O7105323,Direct,88,Yes,3
Z98XI9WJ3O,P4749499,Display,103,No,3
43OXM4YMPU,O9728393,Referral,124,No,2
AKZP6GZBEY,O1227130,Direct,546,No,6
PBHHFVTOSR,P5299831,Display,126,No,2
WS4SJNPRXA,P7271149,Display,106,No,3
10YT2IFO5I,O6367162,Direct,459,No,6
AOR8YTGX2A,O5793795,Direct,122,Yes,2
NZZDH9H81Z,P6671309,Display,72,No,2
E79Y7UUPTS,O7450454,SEO,168,No,2
F6KN9YSHR7,P3523708,Display,155,Yes,3
EAPS6KJK3C,O3345584,SEO,96,Yes,3
C03UC0R630,O3822659,Referral,164,No,3
1EOT25N5QL,P8742015,Display,143,No,3
VT6OXA2JWW,P4885909,Display,143,No,3
UNN2E4O04H,P5822752,Paid Search,95,No,1
WJX3JS64M9,O4591159,Referral,588,No,4
NDPACX2JXR,P6686882,Paid Search,118,Yes,3
KSTFJRHEXA,P6103979,Display,509,No,4
JTRJ1X5QXY,O8748185,SEO,76,No,2
2DG7RGS0RI,P7640963,Paid Search,121,No,3
WEGNQH24GI,O4268046,SEO,148,No,1
E5N2FQ6PH2,P7705487,Paid Search,171,Yes,1
8DV6AZ3UJ2,O9382071,Referral,78,No,1
HJAND3ELW6,O3482328,SEO,154,No,1
2CO8YJ3EYJ,P2972657,Paid Search,137,No,1
297IQS6P2A,O8119976,SEO,62,No,2
I7FKDZYGGX,O6485969,Direct,75,No,2
QOEM619I01,O9786132,Referral,125,No,1
88ISGR2B1X,P6625743,Paid Search,524,No,6
5XCHJW7K2P,O9127324,Direct,88,No,1
J0AARB5XJ5,O5525573,SEO,135,No,3
CS4H2LGERJ,O7570542,Direct,150,No,3
661OHZQBGI,O6011168,SEO,303,No,4
SGLHOIXG8R,O1586262,Direct,79,No,3
UR19MEGLI6,P3669520,Display,101,No,2
KYWRICWNRZ,O9582715,SEO,138,Yes,3
XVUBQZLCTE,O4083678,SEO,101,Yes,1
M62PTUVSQT,O4154107,Direct,179,Yes,1
VFH22ZK1QC,P7294867,Display,66,No,2
Q533EEO6B3,P2390692,Display,161,No,2
PZ99LZL7KN,P6639343,Display,522,No,5
CQT16SYTKX,P7248354,Paid Search,137,No,3
ZXWISRJ04G,O5975564,Referral,61,No,1
BJZ94XGE8J,O4106375,SEO,178,Yes,3
CXW1GZF9CU,O6269950,SEO,84,No,3
I8TVCIAHQV,P7931028,Paid Search,409,No,4
ZXXPZK02CS,O4881689,SEO,167,Yes,1
DDS5C8W1O2,P4328837,Paid Search,451,No,6
6QK3ZKVVWJ,P2343464,Paid Search,559,No,4
LJU1VOW51N,O4387626,Referral,96,No,2
FX1VCHTMBM,O9426266,SEO,144,No,2
1B3OCD6NRL,O8688150,Referral,135,No,2
IHFTXIEB0N,P8348277,Paid Search,147,No,2
JNZ8YZFZKO,P5345461,Paid Search,141,No,1
T1DKZAHVKJ,O7855637,SEO,62,Yes,2
VO54B3GVLL,O3932950,SEO,79,Yes,2
21KCN2NOLX,P9395662,Display,66,Yes,1
Q3VF83A6F9,P8371705,Display,168,Yes,2
NIZEJFXIZS,P8163180,Display,134,No,2
0L2FOKU4FO,O4104788,SEO,87,No,1
KGQAYKW8KY,O7227200,SEO,90,No,3
40AKN9QY9H,P4820837,Display,159,Yes,3
FPF4FITUJK,P9067431,Paid Search,141,No,2
9TM3EA57WT,P5572128,Display,167,No,2
OCRHYONIPO,O5292302,Direct,83,No,3
VY0QQIES4X,P1875659,Paid Search,91,No,2
9OQK7A577K,P9097550,Display,178,No,2
OFUHQ20JP6,P6243584,Display,303,No,5
HZNGT3KIND,P7376806,Paid Search,85,No,2
DNT5GYU9O9,O8633752,Direct,159,Yes,1
Y4MJRY7LWE,O1979595,Direct,103,No,1
R41LPXW3UG,O2553910,Direct,133,Yes,2
8AQOVR3PW7,P2493261,Display,580,No,4
UZ1XX58IYC,P7353506,Paid Search,165,No,1
HUOH7G6I5O,O4219132,Referral,94,No,1
8X2J7GM0KT,O2665670,SEO,480,No,6
LIT1S331QS,O4716144,Referral,157,No,2
NELO71LRDN,O2963750,SEO,148,Yes,1
W1G5V5TMMY,P7432865,Display,91,No,2
YNH4OS69B7,O4191086,Referral,129,No,2
TCZP8R6TQP,O4266692,SEO,78,No,2
32VS0P07DX,O9482848,SEO,139,No,2
1ES39DCZVV,P2417390,Display,170,No,3
8RNZ3ANYR1,P8660183,Display,154,No,1
DMX9F05DKQ,P8793010,Paid Search,108,No,2
ILRQ55K2W3,P8733087,Paid Search,585,No,4
WC1DCVMVQM,O8884834,Direct,130,No,2
06M5MYPEK5,P7863122,Paid Search,175,No,2
R3WCMWIHBP,O4547384,Referral,98,No,2
UUI3ZN42KK,O2617501,SEO,125,No,3
TUL8GMIYB8,P3281529,Display,134,No,1
O37CWJJDWF,P6688040,Paid Search,153,No,1
CDUX6PEGWO,P7128522,Display,173,Yes,3
1BPR1PNLRE,O5377642,Referral,115,Yes,3
S2PWY6KLP9,P7637444,Paid Search,431,No,5
QFMN5YK41T,P5363541,Paid Search,114,Yes,3
7ILGTQJA3J,O7118888,Direct,115,No,1
RRLHRJ1R7J,O8509030,SEO,81,No,2
HJ9I7ZLR1Z,O4268025,Referral,135,No,2
K2XD5QU5RM,P4804060,Paid Search,83,No,3
0EDLTTUI2U,O3742642,Referral,146,No,2
CPECLGNARN,P8481271,Display,82,Yes,1
W4SE35Y4IX,P2160644,Display,178,No,3
UIYS62KSAM,P8955154,Paid Search,70,No,3
GLLE45WG8P,O2939206,Referral,64,No,2
6US4WYD1IE,P1172777,Display,114,No,1
FDCJNJFNYQ,P3584043,Display,126,No,1
5N7ND4RESL,P9897825,Display,448,No,5
8FEVV9T8TA,P6688862,Paid Search,173,No,1
RA9FGT1ROE,P9676732,Display,88,No,1
4V9T7G487G,P3939835,Display,167,Yes,1
O6ZEY03JPU,O6661074,Direct,164,No,2
D40VL8BZM1,P8963684,Display,62,No,2
7HPHBBTY22,P1412397,Paid Search,151,Yes,1
6KYJ8FUW07,O3593493,SEO,134,No,1
3TT74YBLHF,O1621061,Referral,84,No,1
G4BBTYW0LW,P3867729,Display,168,Yes,2
CU3HR1356O,O8692888,SEO,96,No,2
9LLQZ5P2S7,P9214505,Paid Search,166,Yes,1
U7ZI6RRZFQ,O8889674,Referral,76,No,3
L1UW1MIQR7,O4799876,SEO,544,No,5
OU8V8QILD3,P8580548,Display,140,No,3
K7VQ4Z28XR,O7787363,Referral,127,No,1
5DMX7OLG61,O9701063,Referral,82,Yes,3
13504D268R,O5019709,Direct,150,No,1
A3XFXQSZQI,P8564676,Display,69,No,1
SBFI0V7NBI,P5363020,Display,65,No,3
4UPOQPJKNV,P1386350,Display,162,Yes,3
GGPG7Y7LUB,O2593076,Direct,174,No,2
KNVF25MX5K,P8708250,Paid Search,148,No,2
IDD742GO30,O5000655,SEO,130,Yes,2
M4HP176NSJ,O4528791,Direct,150,No,1
PKIGUULTLX,O3950498,Referral,68,Yes,3
M5M5YMA9U3,O4556920,SEO,163,No,2
O29YZGDMPX,P4450711,Display,151,No,3
LJIBGJYQO1,O4696368,SEO,81,No,2
QP6TS05HVF,O3588705,Direct,120,No,3
6HFIIURJ1S,P5568174,Display,153,Yes,3
NQR3QQM5FJ,P5122166,Display,155,No,1
6GRZ14DBEJ,O7745123,Direct,474,No,6
82QSK5847Y,O7882125,Direct,367,No,4
E1TIDPG6Z9,O5550708,Referral,177,No,2
V1F86WC662,O8398691,SEO,129,No,1
7TOU1ZPAHY,O1059149,Referral,61,No,3
D85PHZSVTK,O7691125,SEO,65,No,1
3400P6W8D1,O2126940,SEO,152,Yes,3
P7RRTRHP4Q,P8985019,Paid Search,74,No,2
ALEUWWS1EU,P4469328,Paid Search,366,No,6
MCS5QFCXXJ,O4894697,Referral,97,No,3
TOMORFQ53K,O8029085,SEO,384,No,6
PWHOGPPU2R,P6173324,Paid Search,128,No,3
9JC794L2DS,O5655235,SEO,164,No,3
NDCPYLN5RX,P4966639,Display,122,No,3
5JODHJHXI6,P6439968,Paid Search,464,No,5
3IACZCLHDI,P8355623,Display,128,No,2
1YWO6GA20O,P1455437,Display,82,Yes,1
9C3FJISYXY,P7748738,Display,82,Yes,2
7H2AQ1H48W,O4008318,Direct,121,Yes,2
EV2HF5UM5H,O8761892,Direct,106,No,3
CBVX775S41,O3783358,SEO,60,Yes,1
DAVKBK0J3Z,O9765329,Referral,120,No,2
HDM7HSELGD,P5899754,Display,141,No,2
CQ2H0Y54EB,P6316477,Paid Search,72,No,2
BMAPW144FR,P9265562,Display,164,No,2
FBZD5YO4BN,O2658289,Direct,170,No,3
FAH50FIEUK,O8007413,Direct,177,No,3
KL8WJRIN0X,O9933229,SEO,146,No,3
GXXBOG8JVX,O9202925,Referral,157,No,3
9TGC9XRJJR,O2836045,Direct,142,No,2
ACT05698QZ,P1199777,Display,129,No,2
P9RCNLNL3C,O7173792,SEO,61,Yes,2
F4WZ2G1EA7,P4794097,Display,135,Yes,1
XWN57GEX19,P5097686,Paid Search,77,No,2
X0A36JSOS4,P8172255,Display,164,Yes,2
425LN4O25J,P8051582,Paid Search,167,No,1
DL30IFH1YA,P4728935,Paid Search,95,Yes,3
4Y8Q6T17SQ,O4825095,Direct,179,No,2
ESLUWWMK0I,O8668164,Referral,125,No,3
ESDP33YFUS,P6155917,Display,115,Yes,1
6715RO0AC7,P8935906,Paid Search,106,No,3
XSF6PC6AX1,P3395377,Display,61,No,3
LHAQMO9RQJ,P9360288,Paid Search,77,No,3
35TGML7PTW,P3899429,Paid Search,96,No,3
Q681APAWI2,P3288207,Paid Search,148,Yes,2
D3L2SH1L06,P4623145,Display,178,No,3
S7YI5CZU2N,O7486223,SEO,109,No,1
ZGZBR9GN9T,O4615631,SEO,109,Yes,3
U7TI8RQ83L,P9400049,Paid Search,149,No,3
WWJK606XQ1,O7875185,Direct,140,No,3
8O2ASZ74WO,P2433793,Display,61,Yes,1
6VJGX36NTD,P1009540,Display,474,No,6
6XBK19GY0N,P5062025,Display,139,No,2
99HICSNGG3,O2898502,Direct,97,No,1
RD304X1R4J,P4176996,Display,147,No,2
