SessionID,ExposureID,TrafficChannel,SessionDuration,Bounced,PagesperSession
D3AV7UG9V7,O8580669,SEO,300,No,5
9Y7NJMVFVK,P8060305,Display,115,No,1
2EV9CKQTS2,O1840537,Direct,110,No,1
1GZS73BVZD,P2380904,Display,105,Yes,2
J2BLQC5WRT,O9130872,Direct,175,No,3
MVL4PV4CCK,P4317861,Paid Search,464,No,5
M2GR58OVFX,O2314515,Direct,108,No,2
SP9OFML5XS,P2808093,Paid Search,159,Yes,2
RXBSXFQ3XB,P4283400,Display,166,No,2
RVOM6BJ2XP,O7209909,Direct,141,No,1
73X2J7O5FE,P5982692,Paid Search,85,Yes,1
QB2ZG6Y4H4,O1845903,SEO,100,No,2
8CB32CRRNP,P6004880,Paid Search,159,Yes,1
Z7HYK6MQMY,P6581581,Paid Search,67,No,1
7OPCXU0G9T,P9300132,Display,502,No,4
0XL3FJOEAW,O3866037,Referral,169,No,1
1RJWGIARYU,P8079880,Paid Search,177,No,1
2XUIPYHNVJ,P6013134,Display,177,Yes,1
AJDSO8FIJ6,P3837368,Paid Search,79,No,3
6N8M5RZCGS,P8851071,Display,156,Yes,3
XZI98VQ1UH,P2428259,Paid Search,125,No,2
2UKDE2J77O,O8087319,SEO,99,No,3
OF3H4WC414,P7779258,Paid Search,158,No,3
PNX8HBJYJB,P3751264,Display,73,No,2
EGO1E9833Z,P8516748,Paid Search,311,No,6
R1PIPF7A5X,O5776366,Direct,159,No,1
1DGJD2VZP5,P6646332,Paid Search,141,No,2
AP98A8NLSQ,P1986361,Display,68,No,2
KRQST6ECC7,O3344388,SEO,378,No,5
85C6T712II,O9661273,SEO,104,No,2
AZ1VAGL67P,O4781022,SEO,114,No,3
A9NHBTRLQE,P5413575,Display,98,No,1
WX7FBXYBX0,O7047476,Direct,104,No,3
N65MSR9YAU,P1668231,Display,114,No,3
J0ZYOVVOXI,O3439130,Referral,63,Yes,2
1GC5666049,O6692769,SEO,112,No,1
EYBES9LI45,O6982130,Referral,151,No,3
YJR8UTHVZH,O6977137,SEO,416,No,4
X7OJHYR9PP,P2165049,Display,177,No,1
NUE01DY3I8,P9902852,Display,72,Yes,2
DATCC4TXDU,P9168799,Paid Search,152,No,3
AXL69PACNT,O6292799,Direct,146,Yes,2
A9JFXKPGYF,O1293326,SEO,98,No,3
A2VBXG2H20,P4177552,Paid Search,85,No,2
MID4ERPE1A,P1906968,Display,85,No,2
43L48A57QR,P6121939,Display,142,No,3
UKWQ3B5IGX,P2371659,Paid Search,112,No,1
AA6OLLCSTO,P7878082,Paid Search,107,No,1
02A4C83FY8,P6201817,Paid Search,83,No,1
JQ5X4GKLFD,P9789149,Display,437,No,6
SBV5TSQDN3,O9513795,SEO,148,Yes,2
BJ6OR6YG8E,P1175165,Paid Search,73,Yes,3
GQS2WIX3FO,O1920678,SEO,311,No,5
9JY4GNA4PW,O4744908,Referral,143,No,2
NLU2D87232,O7723467,SEO,123,No,1
X8L43N4120,O5444630,Referral,128,No,3
B9T5KVLVCW,P5960367,Paid Search,148,Yes,3
093T07ME6J,P5325538,Display,179,No,3
ECU3TRKDBY,O4798558,Referral,100,No,1
OBGS92768X,P9396126,Paid Search,74,No,2
9Y4YDCA1QI,P9273357,Display,64,No,1
TL5XLV95QS,P1206346,Display,107,No,1
TWTTPDSDLT,O3272565,SEO,108,No,2
FSTFBAQCET,P9323877,Display,569,No,4
A6FGQDI3YD,O8075015,Direct,68,No,2
8GRX4MHR2M,P6609803,Display,125,No,1
P1LMG1F78G,P4056184,Paid Search,502,No,6
QO2WKLFPNU,P2510367,Paid Search,561,No,4
PAG4P2CSQ7,O1970488,SEO,108,No,1
OK4MIGDPZJ,P8494114,Display,128,Yes,1
55XSOQ8QYY,O1323117,Direct,179,Yes,3
83L5OAX7PQ,P6987101,Display,136,No,2
7ZSUEYLLC4,O8313765,Referral,113,No,2
JDQ59GY6PO,P5612000,Display,116,No,2
8DXD3QNDYK,O8851093,Direct,100,No,2
FKYFG7HI3T,P2582349,Paid Search,509,No,4
BSTNE3MIKD,P4510835,Display,85,No,3
SD0B42ORUF,P6607567,Paid Search,154,No,2
JG0FN24G57,O8140783,Referral,100,Yes,1
6Q4EAHNXCO,O7117324,Direct,79,Yes,3
750160G0X4,O4833366,Referral,446,No,6
VRLLBC23JP,O8553143,SEO,427,No,6
V7K0W7I3NH,O8990915,Referral,168,No,1
O34QZCCW00,O3063880,Direct,80,No,1
AOM4F1T57O,P9418656,Display,105,Yes,3
31UR7994SG,P7369056,Paid Search,150,No,2
C7D44KSRG1,O8353207,Referral,392,No,4
57R2LDY55X,P2795363,Paid Search,104,No,2
DHD4EABFML,O9045762,Direct,108,Yes,2
PJ3TX5C3B0,P3298583,Display,74,No,1
L9DNZVYM3T,P5293931,Display,177,No,1
S6YNPEVA2X,P8499015,Display,76,No,1
4QWVG4YU5G,O8716731,Referral,144,Yes,2
BFXC49ZVW3,P4315727,Display,111,Yes,1
W0GBCFOYU5,P6194573,Paid Search,350,No,4
M9YENH910E,O7129095,Referral,331,No,4
JQVK8E68CY,P4546011,Display,159,Yes,3
3HVQOZPSL0,P6499610,Display,100,No,1
CNTCYULH4T,O5737673,SEO,75,Yes,2
HUXZWBEP0Q,P4259501,Paid Search,173,No,2
SW19E8BSM3,O8345800,Referral,114,Yes,3
FS9DHQQC7F,O6703423,Direct,166,No,2
AIBJBTOJ1N,O8820603,Referral,122,No,1
128MSW8UBR,P1253011,Paid Search,125,No,1
P2J8ZMV1LZ,O7246608,SEO,179,No,3
D8MVDB87NV,P7355120,Display,586,No,6
TKCV3N37QW,O4286637,Direct,84,No,2
Q5OSEFY8GT,P2109286,Display,68,No,3
XJBFQLOL92,P4321024,Display,489,No,6
5QL57UL3E5,P6763968,Display,125,No,2
ADH77BMCUX,O1912444,Referral,517,No,5
8MV924BRT8,P9339097,Paid Search,127,No,1
P6V640LJCT,P7705493,Paid Search,98,No,3
EVUAM1RJ42,P9852912,Paid Search,152,No,2
N3M9556AA6,O4536860,Direct,95,Yes,2
6QKOI1M2SI,P5145414,Display,135,Yes,2
L92XIGK397,O3979570,SEO,136,No,3
DUT04RHP2M,P2859106,Display,179,Yes,2
QGM3VQ95WQ,O5691532,Referral,159,Yes,1
IN1WYCDJQD,P2317971,Display,175,No,1
V8CEETZSPG,O8566262,SEO,158,No,1
74T6RE94UO,P3256701,Paid Search,571,No,4
G70ZX23HAU,O5246010,SEO,150,No,1
0W0T1S41PP,P6074618,Display,171,No,2
U8ZGBPFYKH,O4117004,Referral,430,No,5
HSDW7T23XR,P6780306,Paid Search,175,No,2
RK6V7TIMO0,P7858106,Paid Search,162,Yes,1
W52UT4O2FK,O9762623,SEO,80,No,3
56WH1ZCKNS,O7503977,SEO,147,No,2
NTG8JHHJFY,P5765542,Display,153,Yes,2
VKV6J21XD8,O8017187,Direct,153,Yes,3
GJ065PDYAI,O6636406,Direct,105,No,3
WLZE84LW56,P1775967,Display,305,No,6
SSCLMVUUP0,P9172408,Paid Search,84,Yes,1
D46RICQHVE,P4654374,Display,89,Yes,1
QW3U7S8G42,O1376704,Direct,119,No,2
GO6ME5USO8,O7582263,SEO,424,No,4
HPDUOQ3B3O,O1977806,Direct,137,No,2
ONQS15P8Q6,O2147387,Referral,520,No,6
OQ3XBH1XAT,O7018107,Direct,132,No,3
4U5BQ0OVH6,P9454878,Paid Search,131,No,2
5KC05N8ASQ,P6027180,Paid Search,174,No,1
YSIHIV7RLK,O1926804,Direct,143,No,1
MC39KCME6B,O9481745,Direct,132,No,2
OWWPPKWD0H,O8632102,SEO,103,No,3
8JO3PE5S4J,O8893452,Referral,139,Yes,2
HCWKA2PDHZ,O3777863,Direct,141,No,3
P91LCIO1WP,P6810946,Paid Search,168,No,3
79M81AHQKX,P6335441,Display,152,No,1
5KRCIJTSCD,O2127742,SEO,162,No,2
G4KGBVK3VW,O6018311,Referral,130,No,1
0MAV11PW1E,O6661130,Referral,72,Yes,3
NWQ2Y4YZSH,O4680944,SEO,498,No,6
5BGFAL4DBU,P5415799,Display,148,No,2
IUIBHE8A5M,P6388328,Display,77,No,2
VEKUJG2PTG,O3879227,Referral,451,No,4
RO9S0SBK46,P1720264,Paid Search,111,No,2
ZG42NQCHDS,O2422287,Referral,160,Yes,1
FL1FH9YKHB,O8668736,SEO,79,No,1
25AI6I79XX,P6018894,Paid Search,118,Yes,1
EJBVD54J7V,O7763136,Referral,92,No,2
YAR4O0V596,O9785925,Direct,163,No,2
J5QQQJM9GW,P1194845,Paid Search,140,No,2
RONSVUI52D,P8473398,Paid Search,127,No,2
DJ9WF57CKI,P7303690,Paid Search,382,No,4
4JFEZ43LK0,P7444042,Display,121,No,1
RKLUNU4VJ4,O1520935,SEO,142,Yes,3
70NPUBDIMW,O7145554,SEO,375,No,5
6AG6WNO6QU,O9487434,Referral,89,No,2
U7FJP1PQSQ,P1839347,Paid Search,103,No,2
KWT98MMCDO,O8868556,SEO,580,No,4
MSQ39807ZM,O8364381,SEO,120,No,2
IT9UR8JOKL,O4698603,SEO,103,No,1
BB9XF4WJPZ,O9593962,Direct,81,No,3
G6UPSZRK75,P1922678,Paid Search,62,No,3
LON0F9BPMI,O3355925,Direct,552,No,6
5F10JFH7FV,P1120845,Paid Search,307,No,5
9U7KR3PLZD,P8706145,Paid Search,166,No,3
W6VOVQN1JP,P4620517,Display,146,Yes,3
5FIWUBLI1U,O8032345,Referral,342,No,5
UJS483XF9R,P3640591,Display,310,No,4
RTXCKF9FC0,P3243551,Display,130,No,1
1HPTWWTZHN,P2218881,Paid Search,154,No,3
VHSYU138PV,O9263662,Direct,470,No,6
QELV3XFPDC,P9594033,Paid Search,155,No,1
V0ZN6JVHF9,P8628761,Display,169,Yes,1
QXN65GA41S,P8583094,Display,153,Yes,2
HA74KWHR9E,P7808347,Paid Search,86,No,2
87C4CU4X4E,O3732176,Referral,157,No,1
4GK4ZKK1TE,P5957763,Display,163,No,1
EMM8YQ4GFI,P1902348,Paid Search,139,No,2
LJGUI850ST,O9536421,Referral,538,No,5
IGBXBUQ5RB,P7134978,Display,125,No,2
2IN5K0NES3,O6653694,Referral,173,No,3
CJUJP7LJAU,P3257005,Display,145,No,2
V1FFCHQW9T,O3972647,Direct,61,No,2
320ADG3H2U,O4257618,Direct,166,No,1
4Y9OVQ5S8A,O4251440,SEO,515,No,6
ZBO11CFOX7,O4787156,SEO,142,No,1
PFXZABBDHJ,O8689181,Direct,92,No,2
CDYSJ064TZ,P3452749,Paid Search,130,No,3
4D548NUWXA,O4983713,SEO,164,No,1
IOZSLNNETQ,P5237983,Display,153,Yes,3
N5VXBY7GO9,O6070037,Direct,86,Yes,2
EKFSYT6KT2,O5276040,Direct,62,Yes,1
TMUFUVYQQC,P9963312,Display,110,Yes,3
GC3RUP4KM3,P1313832,Display,148,No,1
97RZK4NMWQ,P6095706,Paid Search,553,No,4
DVXNJHDUNT,O7325696,SEO,102,No,1
5K4U806TX9,O9453596,Referral,112,No,3
2HF2K9G5CS,O8591463,Referral,154,Yes,3
ARJPLON46G,P5661759,Display,420,No,5
OK3POE5N7W,O2081995,SEO,67,Yes,3
PCL0KFNMJD,O2630853,SEO,105,No,2
HJTV3D4HGA,P2467369,Display,94,No,1
WXD4BAI6GO,P2206822,Paid Search,141,No,2
MM2EYKWBSX,O8745272,SEO,146,Yes,2
DWXMXGJ33V,P7907127,Display,89,No,1
L7F3WMGNU6,O8122249,Direct,97,No,1
F3AM89PE9E,O9518652,SEO,79,No,2
VK2E8HKPM7,O6782486,Direct,116,No,1
UJ0P12BM6L,O3229587,Direct,175,No,3
NOI4PWVAP0,P8145958,Display,357,No,5
H1IZB3LF5U,O4328297,Referral,67,Yes,1
B6M8GO5QFI,P3771113,Paid Search,162,Yes,3
24CAY6ME7Q,P1884982,Display,158,Yes,1
10DZN6QU9Q,O7848674,Referral,163,Yes,1
WJQZ84I3ZM,P7953335,Display,128,No,1
7Z4C04H2UP,P1611145,Paid Search,139,Yes,2
A2G43DNKL6,P3321577,Paid Search,579,No,6
ZS6B6QX9AR,O2550795,Direct,118,No,1
K9F0G3O22Y,P8381835,Display,129,No,2
F0MMMMPKU7,O3427681,Referral,171,No,1
L8NBD6I7CQ,O3748530,SEO,164,No,3
LD26S0DON2,O7658257,Referral,494,No,6
T80PEMBAEM,P7844091,Display,126,No,1
W9MP6V1DBO,O1421405,Referral,136,No,2
IPQYWWCFZC,O9435649,Direct,171,No,1
I3H7LULNBV,O1170603,Direct,368,No,4
KC453U0YP8,P3639501,Paid Search,70,No,3
3SGSIKO1HU,P7932099,Paid Search,156,Yes,2
I7KTKWASUW,O9182813,Referral,161,Yes,3
TZZH3P6BYJ,P8848147,Display,158,No,2
1R9504UWTV,P7242342,Paid Search,96,Yes,1
DMB9R4PM16,O5338993,Direct,163,No,3
Y0EWB0TOX2,O7869236,Direct,149,No,1
KPLYPWU2TW,O6634941,SEO,560,No,5
7HD2E8GH25,P1941064,Paid Search,74,No,2
DYV8OR50TW,O4346363,Referral,165,Yes,2
8NNBEMCC3N,O4626943,Referral,83,No,2
I8JIINPK88,P1002403,Paid Search,149,No,2
L531V43I98,O2569065,Referral,141,No,3
KRJGMIP32U,P4655384,Paid Search,487,No,4
VNXR7KAJWC,O8975079,Referral,93,No,2
JY5IA7ZW41,O3429850,Referral,153,No,1
UP13RO5UFS,P7534023,Paid Search,143,No,2
0JZLAX7VEQ,O7231905,Referral,172,No,3
X2IC7R6YPP,O4081070,Referral,107,No,1
