AdDate,CreativeID,ExposureID,AdFormat,Viewable,WasClicked,Conversion,SpendonExposure,RevenueGenerated
Mar-23,C0089,P8528278,Carousel,Yes,Yes,No,774,0
Oct-23,C0030,O8239574,Carousel,No,No,No,0,0
May-23,C0152,P9024669,Video,No,No,No,673,0
Oct-23,C0123,P7280030,Banner,No,No,No,210,0
Aug-23,C0128,O7040128,Video,No,No,No,0,0
Jan-23,C0211,P3992076,Banner,No,No,No,212,0
Dec-23,C0173,P5117966,Carousel,Yes,Yes,Yes,651,815
May-23,C0242,P1858417,Carousel,No,No,No,154,0
Jun-23,C0086,P4409972,Video,No,No,No,158,0
Oct-23,C0110,P4607595,Banner,No,No,No,471,0
Nov-23,C0229,P1314548,Carousel,No,No,No,509,0
Jan-23,C0186,P3293802,Banner,No,No,No,171,0
Jan-23,C0118,O7139284,Carousel,Yes,No,No,0,0
Sep-23,C0088,O9981026,Banner,No,No,No,0,0
Jul-23,C0174,P6795770,Carousel,Yes,Yes,Yes,533,774
May-23,C0234,O4611428,Banner,Yes,No,No,0,0
May-23,C0080,P7473868,Carousel,No,No,No,828,0
Nov-23,C0003,P8104225,Video,No,No,No,318,0
Mar-23,C0221,P6917296,Banner,No,No,No,714,0
Jul-23,C0142,O5535510,Carousel,No,No,No,0,0
Feb-23,C0222,O5938603,Video,No,No,No,0,0
Sep-23,C0047,P9674200,Video,No,No,No,801,0
Oct-23,C0100,P8564774,Carousel,Yes,No,No,454,0
Dec-23,C0170,P5272622,Banner,No,No,No,198,0
Oct-23,C0169,O5404895,Banner,Yes,Yes,No,0,0
May-23,C0089,O1749746,Banner,No,No,No,0,0
Oct-23,C0040,P5078460,Banner,Yes,Yes,Yes,303,330
Sep-23,C0073,O2808709,Video,No,No,No,0,0
Apr-23,C0189,P9511177,Carousel,No,No,No,396,0
Oct-23,C0146,P7667219,Carousel,No,No,No,629,0
Jun-23,C0211,O7396364,Video,No,No,No,0,0
May-23,C0078,O3861373,Banner,Yes,No,No,0,0
Jun-23,C0040,P6803057,Banner,No,No,No,423,0
Feb-23,C0058,P9476623,Banner,No,No,No,591,0
Jan-23,C0072,O4766385,Banner,No,No,No,0,0
Sep-23,C0069,P9891807,Carousel,No,No,No,531,0
Sep-23,C0076,P5815593,Carousel,Yes,No,No,90,0
Dec-23,C0138,P1325940,Video,Yes,No,No,742,0
Mar-23,C0154,P7194003,Banner,No,No,No,510,0
Sep-23,C0089,O1923260,Banner,No,No,No,0,0
Nov-23,C0177,P7692064,Video,Yes,Yes,Yes,116,540
Dec-23,C0243,O9625763,Carousel,Yes,No,No,0,0
Feb-23,C0013,O2053196,Carousel,Yes,Yes,Yes,0,520
Oct-23,C0182,P3841398,Banner,No,No,No,534,0
May-23,C0242,O3929899,Banner,No,No,No,0,0
Jun-23,C0108,P8914479,Video,No,No,No,530,0
Aug-23,C0228,O6328039,Carousel,No,No,No,0,0
May-23,C0106,O4836156,Banner,No,No,No,0,0
May-23,C0203,O2309899,Carousel,No,No,No,0,0
Jun-23,C0191,O7747709,Banner,No,No,No,0,0
Jun-23,C0170,O6062649,Video,No,No,No,0,0
Nov-23,C0140,O6080014,Banner,No,No,No,0,0
Sep-23,C0247,P3927545,Banner,No,No,No,320,0
Nov-23,C0222,O5763832,Video,No,No,No,0,0
Aug-23,C0056,O9926007,Banner,Yes,Yes,No,0,0
Apr-23,C0018,P5414899,Carousel,No,No,No,426,0
Nov-23,C0243,P6231623,Carousel,No,No,No,462,0
Apr-23,C0033,O9181231,Video,No,No,No,0,0
Oct-23,C0032,P9710494,Banner,Yes,No,No,205,0
Dec-23,C0117,O1960406,Carousel,No,No,No,0,0
Sep-23,C0199,O3077838,Video,No,No,No,0,0
Jul-23,C0169,P5634348,Banner,No,No,No,455,0
Apr-23,C0059,P1673234,Video,No,No,No,820,0
Oct-23,C0030,O4434444,Video,Yes,No,No,0,0
Apr-23,C0048,O3311005,Carousel,No,No,No,0,0
Jul-23,C0115,P9316543,Video,No,No,No,330,0
Nov-23,C0234,O4643057,Banner,No,No,No,0,0
Nov-23,C0233,O5542402,Banner,No,No,No,0,0
Sep-23,C0036,P6448727,Carousel,No,No,No,593,0
Nov-23,C0209,O2441199,Video,No,No,No,0,0
Jun-23,C0146,P8839751,Video,No,No,No,253,0
Mar-23,C0046,P7818291,Carousel,No,No,No,807,0
Apr-23,C0219,O1062487,Carousel,Yes,No,No,0,0
Dec-23,C0220,P3762021,Video,No,No,No,385,0
Nov-23,C0090,O5516238,Carousel,No,No,No,0,0
Mar-23,C0100,O5432016,Video,No,No,No,0,0
Aug-23,C0114,P9100662,Carousel,Yes,Yes,Yes,336,143
Nov-23,C0208,O6215037,Banner,Yes,Yes,Yes,0,278
Mar-23,C0248,O6658993,Banner,No,No,No,0,0
Mar-23,C0122,O6697586,Video,Yes,No,No,0,0
May-23,C0025,P2879390,Carousel,Yes,No,No,308,0
Aug-23,C0119,P3881614,Video,No,No,No,882,0
Feb-23,C0188,P5049320,Banner,No,No,No,239,0
Nov-23,C0072,O4614031,Video,No,No,No,0,0
Jun-23,C0065,P2688366,Banner,No,No,No,117,0
Nov-23,C0218,O4248052,Carousel,No,No,No,0,0
Jan-23,C0125,O7232783,Carousel,No,No,No,0,0
Sep-23,C0159,P5769523,Carousel,No,No,No,498,0
Apr-23,C0218,P9459129,Video,No,No,No,353,0
Jul-23,C0137,P7955500,Carousel,No,No,No,569,0
Aug-23,C0041,P3966731,Banner,No,No,No,124,0
Jul-23,C0004,P5326533,Video,No,No,No,641,0
Dec-23,C0203,P7209393,Carousel,Yes,Yes,No,173,0
Jul-23,C0232,O4820250,Banner,No,No,No,0,0
Feb-23,C0025,P9270322,Carousel,No,No,No,891,0
Dec-23,C0056,O6183841,Banner,No,No,No,0,0
Aug-23,C0152,P9250279,Video,No,No,No,583,0
Apr-23,C0249,P8008092,Video,No,No,No,278,0
Jun-23,C0208,O3589062,Banner,No,No,No,0,0
Jan-23,C0216,P6318990,Banner,No,No,No,718,0
Oct-23,C0210,P6402573,Banner,No,No,No,324,0
Dec-23,C0210,O9025033,Video,No,No,No,0,0
Aug-23,C0221,O7342658,Carousel,No,No,No,0,0
Nov-23,C0082,O1243333,Video,No,No,No,0,0
May-23,C0205,P6043878,Video,No,No,No,678,0
Jan-23,C0112,P6474305,Carousel,No,No,No,268,0
Aug-23,C0009,P7313043,Video,No,No,No,820,0
Sep-23,C0210,P6320949,Video,No,No,No,876,0
Jul-23,C0108,O8663126,Video,No,No,No,0,0
Nov-23,C0038,P6020577,Video,Yes,No,No,566,0
Sep-23,C0124,P9383977,Carousel,No,No,No,240,0
Jan-23,C0175,O7653198,Video,No,No,No,0,0
Oct-23,C0148,O1172268,Banner,No,No,No,0,0
Oct-23,C0235,O6192141,Carousel,No,No,No,0,0
Jul-23,C0014,P3679521,Video,Yes,No,No,809,0
Feb-23,C0054,P3576144,Carousel,No,No,No,448,0
Nov-23,C0026,O1803627,Carousel,No,No,No,0,0
Apr-23,C0018,P9731859,Carousel,No,No,No,812,0
Feb-23,C0227,O5830853,Banner,No,No,No,0,0
Jan-23,C0072,O8881176,Video,Yes,No,No,0,0
Aug-23,C0245,O1176390,Banner,No,No,No,0,0
Feb-23,C0024,P3309212,Carousel,No,No,No,249,0
Jul-23,C0090,O3160039,Banner,No,No,No,0,0
Apr-23,C0158,O5239336,Carousel,No,No,No,0,0
Sep-23,C0070,O2645992,Banner,No,No,No,0,0
Oct-23,C0128,P9999681,Banner,No,No,No,575,0
Apr-23,C0091,O6073103,Video,No,No,No,0,0
Aug-23,C0123,O4469991,Banner,No,No,No,0,0
Dec-23,C0024,O9629761,Carousel,Yes,No,No,0,0
Jul-23,C0168,P9565747,Banner,Yes,Yes,No,845,0
Jun-23,C0159,O5804744,Banner,No,No,No,0,0
Feb-23,C0007,O5477390,Video,Yes,No,No,0,0
Jun-23,C0132,P7474707,Video,No,No,No,391,0
Dec-23,C0234,P6630863,Carousel,No,No,No,610,0
Mar-23,C0111,O7540130,Video,No,No,No,0,0
Nov-23,C0105,O6790641,Video,Yes,Yes,Yes,0,157
Feb-23,C0086,O2313958,Banner,No,No,No,0,0
Nov-23,C0098,O1308488,Carousel,Yes,No,No,0,0
Feb-23,C0220,P2559377,Carousel,No,No,No,610,0
Feb-23,C0029,P2313953,Carousel,Yes,Yes,Yes,488,670
Nov-23,C0229,P4315237,Video,Yes,No,No,515,0
Dec-23,C0009,O8791963,Carousel,No,No,No,0,0
May-23,C0124,O9516574,Video,Yes,Yes,No,0,0
Sep-23,C0134,P8298958,Carousel,No,No,No,885,0
Mar-23,C0226,P9384160,Video,No,No,No,846,0
Jun-23,C0240,O9600974,Video,Yes,No,No,0,0
Feb-23,C0146,P2414967,Carousel,No,No,No,490,0
Aug-23,C0177,O9945308,Carousel,No,No,No,0,0
Oct-23,C0175,P1785444,Video,Yes,No,No,825,0
Sep-23,C0130,O6249247,Carousel,No,No,No,0,0
Dec-23,C0021,P9581194,Banner,Yes,Yes,Yes,516,559
Sep-23,C0026,P1316240,Carousel,No,No,No,369,0
Sep-23,C0124,P8620570,Carousel,No,No,No,124,0
Sep-23,C0150,O4914624,Video,No,No,No,0,0
Nov-23,C0047,O4273996,Banner,No,No,No,0,0
Dec-23,C0226,P8438943,Video,No,No,No,336,0
May-23,C0090,O9223234,Video,No,No,No,0,0
Jul-23,C0023,O6078968,Video,No,No,No,0,0
Mar-23,C0171,O3134216,Carousel,No,No,No,0,0
Jun-23,C0009,O9088603,Carousel,No,No,No,0,0
Dec-23,C0175,P4080141,Banner,No,No,No,143,0
Jun-23,C0136,P8512672,Video,Yes,Yes,No,409,0
Jan-23,C0060,P7069396,Carousel,No,No,No,120,0
Aug-23,C0077,P2415533,Carousel,No,No,No,466,0
Aug-23,C0231,P1551864,Carousel,No,No,No,146,0
Jul-23,C0120,P4920076,Banner,No,No,No,438,0
Sep-23,C0211,O1329413,Video,No,No,No,0,0
Aug-23,C0230,P7603828,Carousel,No,No,No,786,0
Aug-23,C0241,P8232474,Banner,Yes,Yes,No,264,0
Apr-23,C0244,P7175159,Banner,Yes,Yes,Yes,468,423
Oct-23,C0177,P7613780,Video,No,No,No,232,0
Sep-23,C0192,P8963864,Carousel,No,No,No,796,0
Jun-23,C0217,P8060008,Carousel,Yes,No,No,554,0
Mar-23,C0039,O3770294,Carousel,No,No,No,0,0
Jun-23,C0175,P3795692,Carousel,Yes,No,No,215,0
Sep-23,C0250,O5743890,Banner,No,No,No,0,0
Aug-23,C0095,P6820898,Video,No,No,No,893,0
Aug-23,C0119,O8964479,Video,No,No,No,0,0
May-23,C0234,P4428063,Video,No,No,No,360,0
Mar-23,C0012,O7282959,Video,No,No,No,0,0
Dec-23,C0118,O3006874,Carousel,Yes,No,No,0,0
Dec-23,C0211,P2538941,Video,No,No,No,566,0
Feb-23,C0202,O1925377,Carousel,No,No,No,0,0
May-23,C0101,O3353179,Banner,No,No,No,0,0
Aug-23,C0159,P7632172,Video,Yes,Yes,Yes,144,624
Apr-23,C0080,O2529385,Video,No,No,No,0,0
May-23,C0187,P8870609,Banner,No,No,No,111,0
Feb-23,C0245,P1872213,Banner,No,No,No,781,0
Mar-23,C0005,O3833267,Carousel,Yes,No,No,0,0
Sep-23,C0166,P4672201,Banner,No,No,No,756,0
Nov-23,C0117,O3606978,Carousel,No,No,No,0,0
Feb-23,C0095,O2389153,Banner,No,No,No,0,0
May-23,C0006,O3419221,Video,No,No,No,0,0
May-23,C0217,O5747964,Banner,No,No,No,0,0
Aug-23,C0219,O8665003,Banner,No,No,No,0,0
Dec-23,C0012,O2958617,Banner,No,No,No,0,0
Dec-23,C0092,O5050046,Video,No,No,No,0,0
Jan-23,C0166,O3019836,Banner,No,No,No,0,0
Feb-23,C0059,O2987030,Banner,No,No,No,0,0
Mar-23,C0142,P5180357,Carousel,No,No,No,323,0
Oct-23,C0185,P9124742,Carousel,Yes,Yes,Yes,808,136
Nov-23,C0225,P5676511,Video,No,No,No,543,0
Feb-23,C0025,P1542631,Carousel,No,No,No,885,0
Nov-23,C0221,O1146207,Carousel,No,No,No,0,0
Sep-23,C0071,O4797068,Carousel,No,No,No,0,0
Mar-23,C0002,P3266427,Video,No,No,No,144,0
Aug-23,C0150,P9464534,Banner,No,No,No,640,0
Mar-23,C0206,O1914196,Carousel,Yes,Yes,Yes,0,317
Mar-23,C0160,O1640906,Carousel,No,No,No,0,0
Aug-23,C0133,P4962979,Carousel,No,No,No,120,0
Sep-23,C0108,O1679383,Banner,No,No,No,0,0
Nov-23,C0231,P3966714,Video,No,No,No,270,0
May-23,C0126,O7632517,Banner,Yes,No,No,0,0
Jun-23,C0247,O7709343,Video,No,No,No,0,0
Apr-23,C0003,P4591893,Carousel,No,No,No,151,0
Jul-23,C0187,P9426818,Banner,No,No,No,325,0
Sep-23,C0065,P1292971,Video,No,No,No,425,0
Sep-23,C0209,O2875665,Carousel,No,No,No,0,0
Jan-23,C0114,P1699090,Video,No,No,No,597,0
Aug-23,C0233,O4704178,Carousel,No,No,No,0,0
Feb-23,C0204,O1118791,Carousel,No,No,No,0,0
May-23,C0026,O4123471,Carousel,No,No,No,0,0
Jul-23,C0126,O6129983,Video,No,No,No,0,0
Oct-23,C0179,O5834979,Banner,Yes,Yes,No,0,0
Jul-23,C0244,P3669313,Video,No,No,No,634,0
Apr-23,C0221,O4081461,Carousel,Yes,Yes,Yes,0,478
Apr-23,C0085,P1815136,Carousel,Yes,Yes,Yes,690,477
Apr-23,C0111,O4166749,Video,No,No,No,0,0
Dec-23,C0158,O5877382,Carousel,No,No,No,0,0
Jul-23,C0172,P3930739,Carousel,No,No,No,435,0
May-23,C0208,P2731180,Carousel,No,No,No,433,0
Jun-23,C0126,P9025263,Video,No,No,No,282,0
Sep-23,C0032,P5625794,Banner,No,No,No,253,0
Mar-23,C0084,O7133816,Video,No,No,No,0,0
Dec-23,C0008,O4292206,Carousel,Yes,No,No,0,0
Dec-23,C0030,P3760845,Banner,Yes,Yes,Yes,227,519
Sep-23,C0187,O3520217,Video,Yes,Yes,Yes,0,894
Jun-23,C0014,P6530277,Carousel,No,No,No,603,0
Sep-23,C0005,O5176512,Carousel,No,No,No,0,0
Nov-23,C0085,O9920541,Video,No,No,No,0,0
Mar-23,C0036,P9101653,Banner,Yes,Yes,No,537,0
Jul-23,C0095,O4128033,Video,No,No,No,0,0
Sep-23,C0030,P7977114,Banner,No,No,No,863,0
May-23,C0126,P6861970,Banner,Yes,No,No,377,0
Jun-23,C0075,P9367897,Carousel,No,No,No,333,0
Jun-23,C0136,P1344649,Banner,No,No,No,699,0
Jul-23,C0104,P5275701,Carousel,Yes,Yes,Yes,505,880
Nov-23,C0053,O4422892,Video,No,No,No,0,0
Jun-23,C0042,O3687048,Carousel,Yes,No,No,0,0
Feb-23,C0196,P7627341,Banner,Yes,Yes,No,422,0
Nov-23,C0032,O4020110,Carousel,No,No,No,0,0
Mar-23,C0096,O9246055,Carousel,Yes,No,No,0,0
Nov-23,C0045,O6099569,Banner,No,No,No,0,0
Aug-23,C0166,P9036727,Carousel,No,No,No,256,0
Oct-23,C0189,O9833715,Video,No,No,No,0,0
Nov-23,C0245,P3299015,Banner,Yes,Yes,No,96,0
Apr-23,C0030,O6494089,Carousel,No,No,No,0,0
Jun-23,C0121,P9779021,Video,No,No,No,602,0
Nov-23,C0047,P7146705,Carousel,No,No,No,459,0
May-23,C0246,O5959677,Carousel,Yes,No,No,0,0
Jun-23,C0118,O4784977,Carousel,Yes,No,No,0,0
Jun-23,C0044,O2288804,Carousel,Yes,No,No,0,0
Nov-23,C0137,P2058815,Carousel,Yes,Yes,No,856,0
Jul-23,C0201,P6019394,Banner,No,No,No,451,0
Feb-23,C0227,O2396805,Carousel,No,No,No,0,0
Jul-23,C0084,P1632618,Video,No,No,No,256,0
Dec-23,C0165,O5906800,Video,No,No,No,0,0
Jan-23,C0145,O2051311,Banner,Yes,Yes,Yes,0,527
Nov-23,C0157,O1089353,Carousel,No,No,No,0,0
Aug-23,C0057,P8813527,Carousel,Yes,Yes,No,778,0
Sep-23,C0009,P3161699,Banner,No,No,No,298,0
Sep-23,C0002,O8815317,Banner,No,No,No,0,0
Jun-23,C0064,O2878643,Banner,Yes,No,No,0,0
Nov-23,C0196,O4625299,Carousel,Yes,No,No,0,0
May-23,C0042,O4363658,Banner,No,No,No,0,0
Dec-23,C0028,P4682763,Video,No,No,No,106,0
Aug-23,C0113,O8574020,Carousel,No,No,No,0,0
Dec-23,C0077,O8578074,Banner,No,No,No,0,0
Oct-23,C0044,P1689367,Banner,No,No,No,419,0
Feb-23,C0019,P9225804,Banner,No,No,No,818,0
Mar-23,C0030,P7453129,Banner,No,No,No,720,0
Jul-23,C0112,P2985278,Banner,No,No,No,417,0
Feb-23,C0032,P9701099,Banner,No,No,No,794,0
Jun-23,C0172,P4811636,Video,No,No,No,538,0
Aug-23,C0197,P9218635,Video,Yes,No,No,775,0
Apr-23,C0049,P5605028,Banner,No,No,No,788,0
Apr-23,C0036,O1935662,Banner,Yes,No,No,0,0
Nov-23,C0022,P1916464,Video,Yes,No,No,610,0
Oct-23,C0171,O8086449,Banner,No,No,No,0,0
Oct-23,C0165,O5843392,Video,Yes,No,No,0,0
Mar-23,C0211,O1202853,Video,Yes,Yes,No,0,0
Sep-23,C0105,P9439886,Carousel,No,No,No,780,0
Aug-23,C0148,P8951689,Carousel,No,No,No,756,0
Mar-23,C0199,O2626965,Carousel,No,No,No,0,0
Dec-23,C0235,P7224175,Banner,No,No,No,378,0
Dec-23,C0015,O1693925,Carousel,No,No,No,0,0
Nov-23,C0013,O5164816,Banner,Yes,No,No,0,0
Jun-23,C0150,O7835640,Carousel,No,No,No,0,0
Aug-23,C0122,P5136286,Carousel,Yes,No,No,360,0
Feb-23,C0125,O9954699,Carousel,No,No,No,0,0
Jun-23,C0152,O6655591,Banner,No,No,No,0,0
Jan-23,C0202,O6987781,Video,Yes,Yes,Yes,0,333
Jan-23,C0192,P8048837,Carousel,No,No,No,740,0
Apr-23,C0011,P8880393,Banner,No,No,No,711,0
Jul-23,C0228,O1393632,Video,No,No,No,0,0
Nov-23,C0066,O6955559,Banner,No,No,No,0,0
Jun-23,C0171,P9801725,Video,No,No,No,739,0
Apr-23,C0086,O7062323,Carousel,Yes,No,No,0,0
Nov-23,C0161,O6911936,Banner,No,No,No,0,0
Apr-23,C0244,O9550301,Banner,No,No,No,0,0
Sep-23,C0223,O6367254,Video,No,No,No,0,0
Oct-23,C0098,O2360572,Video,No,No,No,0,0
Sep-23,C0113,P8824639,Banner,No,No,No,90,0
Mar-23,C0232,O7302337,Carousel,No,No,No,0,0
May-23,C0228,O2806124,Banner,Yes,Yes,Yes,0,480
Jul-23,C0007,O6874057,Banner,No,No,No,0,0
Nov-23,C0093,P6795649,Banner,Yes,Yes,Yes,110,293
Jul-23,C0222,P5549981,Video,No,No,No,793,0
Aug-23,C0073,O5327585,Banner,No,No,No,0,0
Sep-23,C0025,O9653177,Carousel,No,No,No,0,0
Jan-23,C0132,O6144542,Banner,No,No,No,0,0
Apr-23,C0229,O5577473,Banner,No,No,No,0,0
Jun-23,C0046,P2938474,Carousel,No,No,No,509,0
Feb-23,C0052,O6434083,Carousel,Yes,No,No,0,0
Feb-23,C0209,O3521303,Carousel,No,No,No,0,0
Nov-23,C0087,P1760312,Video,Yes,No,No,572,0
Mar-23,C0066,O1282433,Banner,No,No,No,0,0
Aug-23,C0190,P2867233,Video,No,No,No,197,0
Feb-23,C0156,P8875168,Video,No,No,No,596,0
Jul-23,C0178,O6315777,Banner,No,No,No,0,0
May-23,C0133,O5213230,Carousel,No,No,No,0,0
Oct-23,C0128,P4613332,Video,Yes,Yes,Yes,210,219
Jun-23,C0134,O3878308,Video,Yes,Yes,Yes,0,424
Mar-23,C0179,O8744715,Carousel,No,No,No,0,0
Jul-23,C0049,O2788068,Banner,No,No,No,0,0
Feb-23,C0209,O5642479,Carousel,No,No,No,0,0
Apr-23,C0219,P8932732,Video,Yes,Yes,Yes,807,812
Apr-23,C0041,P2772192,Carousel,No,No,No,406,0
Jun-23,C0092,P8322508,Video,No,No,No,511,0
Jan-23,C0071,O6482292,Carousel,No,No,No,0,0
Mar-23,C0101,P5628420,Carousel,No,No,No,812,0
Nov-23,C0225,O6461677,Video,No,No,No,0,0
Aug-23,C0139,P8251665,Carousel,No,No,No,827,0
Jul-23,C0092,O3958279,Video,No,No,No,0,0
Jan-23,C0174,P9927214,Banner,No,No,No,618,0
Jun-23,C0019,O8163983,Video,No,No,No,0,0
Dec-23,C0150,O8898359,Banner,Yes,Yes,No,0,0
Jun-23,C0108,O3984971,Banner,No,No,No,0,0
Sep-23,C0154,P4089946,Video,No,No,No,216,0
Jul-23,C0092,O8970035,Banner,Yes,No,No,0,0
May-23,C0130,O1492595,Banner,No,No,No,0,0
Dec-23,C0050,O7784566,Carousel,No,No,No,0,0
Mar-23,C0063,P4381048,Banner,No,No,No,574,0
Jan-23,C0153,P9352248,Banner,No,No,No,230,0
Oct-23,C0237,P7409395,Carousel,Yes,No,No,751,0
Aug-23,C0182,P4869045,Carousel,No,No,No,408,0
Sep-23,C0248,O8167695,Banner,No,No,No,0,0
Dec-23,C0177,O4267633,Banner,No,No,No,0,0
Mar-23,C0224,P7608399,Banner,No,No,No,780,0
Sep-23,C0159,O6551101,Banner,Yes,No,No,0,0
Mar-23,C0210,O8590636,Carousel,Yes,No,No,0,0
Apr-23,C0101,O1635599,Banner,No,No,No,0,0
Jun-23,C0071,O6931898,Banner,No,No,No,0,0
Jun-23,C0124,P7184745,Carousel,No,No,No,649,0
Aug-23,C0235,O5218477,Banner,Yes,Yes,No,0,0
May-23,C0060,O7493661,Video,No,No,No,0,0
Feb-23,C0114,O5841303,Video,Yes,Yes,Yes,0,305
Mar-23,C0226,O4013794,Video,No,No,No,0,0
Sep-23,C0134,P8795750,Video,No,No,No,663,0
Feb-23,C0095,O9172138,Carousel,Yes,No,No,0,0
Jan-23,C0232,P4640613,Video,No,No,No,183,0
Oct-23,C0125,O4298411,Video,Yes,Yes,No,0,0
Dec-23,C0143,O9386657,Carousel,No,No,No,0,0
Jan-23,C0186,O9978893,Carousel,No,No,No,0,0
Aug-23,C0088,P9929046,Banner,Yes,Yes,Yes,368,228
Oct-23,C0005,P8342343,Carousel,No,No,No,370,0
Nov-23,C0181,P3460774,Carousel,Yes,No,No,421,0
Apr-23,C0010,P4002504,Carousel,No,No,No,621,0
Sep-23,C0146,O8840717,Carousel,No,No,No,0,0
Jul-23,C0003,P2391543,Video,No,No,No,129,0
Jan-23,C0058,P3775932,Carousel,No,No,No,478,0
Jul-23,C0009,O1550326,Banner,No,No,No,0,0
Jul-23,C0063,P4513536,Carousel,No,No,No,254,0
Jul-23,C0015,P7039981,Banner,No,No,No,692,0
Sep-23,C0160,O2852349,Banner,No,No,No,0,0
Feb-23,C0122,O7481929,Video,No,No,No,0,0
Apr-23,C0228,O9424255,Banner,No,No,No,0,0
Sep-23,C0028,P9182402,Video,No,No,No,221,0
Feb-23,C0195,O3704754,Video,No,No,No,0,0
Nov-23,C0053,P2513907,Carousel,No,No,No,737,0
Mar-23,C0173,P1194051,Carousel,Yes,No,No,657,0
Feb-23,C0012,O8710216,Banner,No,No,No,0,0
Nov-23,C0082,P4177974,Video,Yes,Yes,Yes,764,396
Aug-23,C0028,O8612752,Video,No,No,No,0,0
Oct-23,C0138,P3625208,Carousel,No,No,No,818,0
Aug-23,C0191,O3305219,Carousel,No,No,No,0,0
Nov-23,C0088,P9879294,Carousel,No,No,No,880,0
Dec-23,C0047,O2907680,Carousel,No,No,No,0,0
Nov-23,C0056,P5697579,Carousel,No,No,No,799,0
Feb-23,C0148,P4055928,Video,No,No,No,553,0
May-23,C0173,O9076867,Banner,No,No,No,0,0
Jan-23,C0202,P1436819,Carousel,No,No,No,728,0
Jul-23,C0026,O2580131,Video,Yes,No,No,0,0
Sep-23,C0101,O8280122,Video,No,No,No,0,0
Jul-23,C0044,P5376646,Carousel,No,No,No,212,0
Dec-23,C0209,P3785424,Banner,No,No,No,257,0
Dec-23,C0099,P2088325,Carousel,No,No,No,359,0
Jan-23,C0219,O2838007,Video,Yes,No,No,0,0
Jun-23,C0140,O7978332,Video,No,No,No,0,0
Mar-23,C0151,P8445346,Video,No,No,No,625,0
May-23,C0206,P7623573,Video,No,No,No,331,0
Jun-23,C0204,P4253521,Carousel,No,No,No,782,0
Oct-23,C0148,O8392442,Video,No,No,No,0,0
May-23,C0216,O5123979,Video,Yes,No,No,0,0
May-23,C0055,P6798659,Video,No,No,No,547,0
Jul-23,C0209,P9996123,Carousel,No,No,No,284,0
Jun-23,C0153,O9282161,Carousel,No,No,No,0,0
Aug-23,C0134,O2036007,Video,Yes,Yes,No,0,0
Dec-23,C0163,O7635080,Video,No,No,No,0,0
Dec-23,C0036,P8427101,Banner,Yes,Yes,No,696,0
