AdDate,CreativeID,ExposureID,AdFormat,Viewable,WasClicked,Conversion,SpendonExposure,RevenueGenerated
Sep-22,C0100,O9220323,Banner,Yes,No,No,0,0
Mar-22,C0103,O9619983,Carousel,Yes,No,No,0,0
Jan-22,C0115,P2869165,Carousel,Yes,Yes,No,620,0
Jan-22,C0084,P4046039,Banner,Yes,No,No,873,0
Feb-22,C0035,P7775369,Video,No,No,No,351,0
Feb-22,C0095,P2899407,Banner,No,No,No,121,0
Feb-22,C0143,O7000670,Video,No,No,No,0,0
Apr-22,C0227,O4013376,Carousel,Yes,Yes,Yes,0,423
May-22,C0220,P7748032,Video,Yes,Yes,Yes,806,610
Sep-22,C0204,P1613697,Video,Yes,No,No,856,0
Aug-22,C0050,P8673294,Carousel,No,No,No,188,0
Dec-22,C0102,O9910117,Carousel,No,No,No,0,0
Feb-22,C0104,P9618890,Carousel,No,No,No,803,0
Nov-22,C0207,O3089328,Video,No,No,No,0,0
Mar-22,C0117,O5903550,Banner,No,No,No,0,0
Dec-22,C0043,O8596120,Video,Yes,No,No,0,0
Jul-22,C0049,P7957943,Banner,Yes,Yes,Yes,644,334
Jan-22,C0041,P9604249,Banner,Yes,Yes,No,862,0
Feb-22,C0019,P1115883,Carousel,Yes,No,No,865,0
Aug-22,C0008,P1858818,Video,Yes,Yes,No,443,0
Sep-22,C0183,P6514025,Carousel,Yes,No,No,786,0
Jun-22,C0118,P4196468,Carousel,No,No,No,651,0
Apr-22,C0228,O7014108,Banner,Yes,Yes,No,0,0
Apr-22,C0068,P2430180,Video,No,No,No,634,0
Sep-22,C0084,P3332185,Banner,Yes,No,No,319,0
Jan-22,C0100,P1645508,Carousel,No,No,No,145,0
Aug-22,C0119,O2426749,Carousel,No,No,No,0,0
Nov-22,C0004,O9126192,Video,No,No,No,0,0
May-22,C0111,O1418612,Banner,Yes,Yes,No,0,0
Nov-22,C0158,O4773888,Carousel,Yes,No,No,0,0
Feb-22,C0156,O7649591,Banner,No,No,No,0,0
Dec-22,C0218,P9936130,Carousel,No,No,No,849,0
Jan-22,C0142,P6173620,Banner,No,No,No,875,0
Mar-22,C0049,P8782081,Video,Yes,No,No,329,0
Aug-22,C0172,O7834709,Video,Yes,Yes,Yes,0,638
Oct-22,C0088,O5414350,Banner,Yes,No,No,0,0
Nov-22,C0041,P3271657,Carousel,No,No,No,317,0
May-22,C0095,P5212201,Banner,No,No,No,336,0
Dec-22,C0008,P6996227,Video,No,No,No,347,0
Feb-22,C0104,O5577960,Video,No,No,No,0,0
Dec-22,C0220,P9618666,Video,No,No,No,475,0
Jun-22,C0151,O4539937,Banner,Yes,Yes,No,0,0
Dec-22,C0099,O3598862,Video,No,No,No,0,0
Mar-22,C0131,P2747115,Video,Yes,No,No,258,0
Nov-22,C0164,O2125661,Video,No,No,No,0,0
Jan-22,C0097,P1148417,Video,No,No,No,859,0
Nov-22,C0086,O4842394,Banner,No,No,No,0,0
Jun-22,C0049,P4366015,Video,No,No,No,165,0
Feb-22,C0139,P6624346,Carousel,No,No,No,262,0
Sep-22,C0200,O3330545,Banner,Yes,Yes,Yes,0,162
Mar-22,C0079,P4305417,Carousel,Yes,No,No,151,0
Oct-22,C0043,P4787823,Banner,No,No,No,414,0
Dec-22,C0024,O6637310,Banner,Yes,Yes,Yes,0,114
Dec-22,C0141,P8475492,Video,Yes,Yes,No,574,0
May-22,C0160,O6668560,Carousel,Yes,No,No,0,0
Sep-22,C0157,P7290008,Carousel,Yes,No,No,883,0
Jun-22,C0089,P8122251,Carousel,Yes,No,No,484,0
Dec-22,C0231,O6591042,Banner,No,No,No,0,0
Oct-22,C0063,P9256593,Banner,No,No,No,302,0
Aug-22,C0054,P9731711,Banner,No,No,No,890,0
Apr-22,C0186,P4502269,Video,Yes,Yes,Yes,765,239
May-22,C0104,O4930358,Banner,No,No,No,0,0
Dec-22,C0158,O6924125,Video,Yes,No,No,0,0
Jun-22,C0219,P5589447,Video,Yes,Yes,No,371,0
Dec-22,C0073,O2172367,Banner,Yes,Yes,No,0,0
Jun-22,C0087,O5837644,Carousel,Yes,Yes,Yes,0,150
Jan-22,C0123,O7869196,Carousel,Yes,Yes,Yes,0,895
Oct-22,C0233,O9975782,Video,Yes,No,No,0,0
Jul-22,C0155,O5921632,Carousel,No,No,No,0,0
Mar-22,C0087,O4126706,Video,Yes,No,No,0,0
Dec-22,C0181,O2056359,Banner,Yes,No,No,0,0
May-22,C0027,P4264806,Carousel,Yes,No,No,758,0
Jun-22,C0156,O3554072,Video,No,No,No,0,0
Nov-22,C0175,P4661810,Carousel,No,No,No,210,0
Oct-22,C0079,P8858138,Video,No,No,No,327,0
Jun-22,C0073,O7488664,Video,Yes,Yes,Yes,0,372
Nov-22,C0205,O3775189,Carousel,Yes,Yes,No,0,0
Feb-22,C0199,O9427544,Banner,No,No,No,0,0
Nov-22,C0067,P4455734,Video,Yes,No,No,484,0
Nov-22,C0210,O6654083,Banner,Yes,Yes,No,0,0
Jun-22,C0088,O8847457,Banner,Yes,Yes,Yes,0,166
Jun-22,C0133,O6652678,Carousel,No,No,No,0,0
Apr-22,C0004,P3294676,Video,No,No,No,844,0
Feb-22,C0022,O1551668,Video,Yes,No,No,0,0
Jan-22,C0005,P1097206,Carousel,Yes,Yes,Yes,505,656
Jun-22,C0075,P2711394,Carousel,Yes,No,No,514,0
Apr-22,C0123,O2091258,Video,Yes,No,No,0,0
Mar-22,C0212,O9095360,Banner,Yes,No,No,0,0
Sep-22,C0220,P3952885,Video,Yes,No,No,518,0
Feb-22,C0017,O8612196,Carousel,No,No,No,0,0
Nov-22,C0239,P2107941,Banner,No,No,No,575,0
Nov-22,C0008,O3194478,Video,Yes,No,No,0,0
Apr-22,C0027,O8954822,Carousel,No,No,No,0,0
Oct-22,C0010,O1722731,Banner,Yes,No,No,0,0
Feb-22,C0114,P9582746,Banner,No,No,No,726,0
Nov-22,C0046,O2539637,Banner,No,No,No,0,0
Aug-22,C0135,P4927046,Carousel,Yes,No,No,361,0
Apr-22,C0056,P3220200,Video,Yes,Yes,Yes,276,240
Nov-22,C0015,P9993085,Banner,No,No,No,103,0
Feb-22,C0056,P4466757,Carousel,Yes,Yes,No,219,0
Apr-22,C0119,P8406929,Carousel,No,No,No,673,0
Mar-22,C0091,O2362549,Banner,Yes,No,No,0,0
Aug-22,C0060,P5947178,Carousel,No,No,No,457,0
Feb-22,C0111,P8051016,Video,No,No,No,672,0
Apr-22,C0129,O4830643,Carousel,Yes,Yes,No,0,0
Oct-22,C0115,P1037214,Banner,Yes,No,No,636,0
Nov-22,C0088,O1741597,Carousel,No,No,No,0,0
Jun-22,C0041,P8824636,Banner,Yes,No,No,616,0
Feb-22,C0206,P9090862,Carousel,Yes,No,No,179,0
Jul-22,C0038,P1278665,Banner,No,No,No,734,0
Jun-22,C0078,P6806418,Banner,Yes,No,No,832,0
Jul-22,C0220,O2448443,Banner,Yes,No,No,0,0
Dec-22,C0193,P8581282,Carousel,No,No,No,765,0
Dec-22,C0178,O8181707,Carousel,Yes,No,No,0,0
Jul-22,C0200,O3600232,Carousel,Yes,Yes,No,0,0
Oct-22,C0043,P5759159,Video,No,No,No,296,0
Jan-22,C0086,O3017488,Carousel,No,No,No,0,0
Jul-22,C0218,P2303165,Banner,No,No,No,549,0
Sep-22,C0213,O9894779,Video,No,No,No,0,0
Jan-22,C0152,O9302535,Banner,No,No,No,0,0
Aug-22,C0097,O9285016,Video,Yes,Yes,Yes,0,817
Jun-22,C0179,O3080431,Banner,Yes,No,No,0,0
Feb-22,C0111,O1317103,Video,No,No,No,0,0
Jan-22,C0173,P6091436,Carousel,Yes,Yes,No,177,0
Aug-22,C0050,O8358720,Banner,No,No,No,0,0
Sep-22,C0096,O9830099,Carousel,No,No,No,0,0
May-22,C0245,P9839252,Carousel,No,No,No,92,0
Sep-22,C0224,O1983537,Video,No,No,No,0,0
Mar-22,C0060,O1040351,Video,Yes,Yes,Yes,0,257
Sep-22,C0101,O2887644,Video,Yes,No,No,0,0
Sep-22,C0209,P4762933,Video,No,No,No,148,0
Sep-22,C0044,P3196710,Carousel,No,No,No,383,0
May-22,C0174,O7444846,Video,No,No,No,0,0
May-22,C0086,O7225327,Banner,Yes,No,No,0,0
Jul-22,C0181,P5131959,Banner,Yes,No,No,239,0
Jun-22,C0182,O3371586,Carousel,No,No,No,0,0
Sep-22,C0104,P8408747,Banner,Yes,Yes,No,387,0
Apr-22,C0076,P9643504,Banner,No,No,No,676,0
Nov-22,C0203,P5017363,Banner,Yes,Yes,Yes,712,222
Feb-22,C0124,O1268443,Video,Yes,Yes,No,0,0
Aug-22,C0069,O5597558,Video,No,No,No,0,0
Jul-22,C0146,O8320694,Banner,Yes,Yes,Yes,0,297
Dec-22,C0144,O9791178,Video,No,No,No,0,0
Mar-22,C0207,P6650550,Carousel,No,No,No,584,0
Jul-22,C0075,P7211895,Banner,No,No,No,363,0
Jul-22,C0173,O4279764,Banner,Yes,No,No,0,0
Nov-22,C0224,P1712553,Video,Yes,Yes,No,283,0
Oct-22,C0009,P1340820,Carousel,No,No,No,862,0
Jun-22,C0159,O2723161,Carousel,Yes,No,No,0,0
Jun-22,C0003,P9886405,Carousel,No,No,No,216,0
Sep-22,C0127,P6582217,Video,Yes,Yes,Yes,678,407
Mar-22,C0084,O7635196,Banner,Yes,Yes,No,0,0
Nov-22,C0210,O6275127,Banner,No,No,No,0,0
Nov-22,C0086,P7720947,Banner,No,No,No,848,0
Jan-22,C0183,O6175686,Video,Yes,No,No,0,0
Nov-22,C0208,O1486090,Video,No,No,No,0,0
Apr-22,C0214,P3421223,Video,Yes,No,No,799,0
Dec-22,C0044,O4485893,Banner,No,No,No,0,0
Aug-22,C0209,O6303619,Carousel,Yes,No,No,0,0
Aug-22,C0069,P8502641,Carousel,Yes,No,No,362,0
Oct-22,C0211,O9449816,Video,No,No,No,0,0
Dec-22,C0089,O6875784,Video,Yes,No,No,0,0
Jun-22,C0213,O9087390,Banner,Yes,Yes,No,0,0
Jan-22,C0088,P3094745,Video,No,No,No,219,0
Nov-22,C0133,O8569889,Video,No,No,No,0,0
Apr-22,C0181,O5405443,Carousel,No,No,No,0,0
Mar-22,C0073,O3278275,Banner,No,No,No,0,0
Aug-22,C0112,P7435087,Banner,Yes,No,No,156,0
Dec-22,C0183,O7370817,Carousel,No,No,No,0,0
Feb-22,C0093,O4161000,Carousel,Yes,No,No,0,0
Jun-22,C0114,O2119836,Video,No,No,No,0,0
Dec-22,C0059,O3414276,Banner,No,No,No,0,0
Feb-22,C0193,P6977692,Carousel,Yes,Yes,No,184,0
Jun-22,C0159,P7347056,Carousel,No,No,No,98,0
Apr-22,C0091,P3084991,Carousel,Yes,No,No,339,0
Jun-22,C0064,P7075280,Video,Yes,Yes,Yes,478,572
May-22,C0205,O9967439,Video,No,No,No,0,0
Sep-22,C0250,O7902650,Carousel,Yes,Yes,Yes,0,359
Sep-22,C0175,O9558111,Carousel,Yes,No,No,0,0
Jul-22,C0113,O9266322,Carousel,Yes,No,No,0,0
May-22,C0170,P9224265,Video,Yes,Yes,No,503,0
Jan-22,C0240,P1287148,Video,Yes,Yes,No,219,0
Aug-22,C0019,P8689137,Banner,No,No,No,548,0
Dec-22,C0100,P4178542,Video,Yes,No,No,250,0
Jun-22,C0038,O3477567,Banner,Yes,Yes,No,0,0
Mar-22,C0170,O4620834,Carousel,Yes,No,No,0,0
Feb-22,C0194,O3459240,Carousel,No,No,No,0,0
Mar-22,C0036,P2438769,Banner,Yes,No,No,791,0
Jul-22,C0060,O8822601,Video,Yes,Yes,Yes,0,136
Sep-22,C0150,O1185891,Banner,Yes,No,No,0,0
Jul-22,C0125,P8661029,Carousel,No,No,No,149,0
Dec-22,C0071,P6121758,Banner,Yes,No,No,103,0
Dec-22,C0175,P4256579,Carousel,Yes,No,No,358,0
Aug-22,C0049,P8659833,Banner,No,No,No,331,0
Oct-22,C0213,P6684701,Banner,Yes,Yes,Yes,721,772
Oct-22,C0175,O8946161,Banner,Yes,No,No,0,0
Mar-22,C0165,P6027494,Video,No,No,No,713,0
Nov-22,C0065,P7970389,Video,No,No,No,107,0
May-22,C0233,O7099171,Carousel,Yes,No,No,0,0
Nov-22,C0055,P2495595,Banner,No,No,No,634,0
Aug-22,C0054,P7797022,Carousel,No,No,No,610,0
Nov-22,C0025,O1627216,Banner,Yes,Yes,Yes,0,390
Oct-22,C0184,O5023862,Banner,Yes,No,No,0,0
Oct-22,C0022,P5620260,Video,Yes,No,No,737,0
Aug-22,C0204,P1861952,Video,Yes,Yes,No,563,0
Aug-22,C0055,P9899713,Carousel,Yes,No,No,227,0
Apr-22,C0073,O1221582,Banner,Yes,No,No,0,0
Jan-22,C0029,O7105323,Video,No,No,No,0,0
May-22,C0143,P4749499,Banner,No,No,No,421,0
Feb-22,C0046,O9728393,Video,Yes,No,No,0,0
Apr-22,C0036,O1227130,Video,Yes,Yes,Yes,0,820
Aug-22,C0159,P5299831,Banner,No,No,No,226,0
Aug-22,C0015,P7271149,Carousel,No,No,No,190,0
Feb-22,C0086,O6367162,Banner,Yes,Yes,Yes,0,90
Feb-22,C0137,O5793795,Carousel,No,No,No,0,0
Apr-22,C0084,P6671309,Carousel,No,No,No,290,0
Feb-22,C0103,O7450454,Carousel,No,No,No,0,0
Aug-22,C0102,P3523708,Carousel,Yes,Yes,No,575,0
Jul-22,C0100,O3345584,Banner,Yes,No,No,0,0
Feb-22,C0108,O3822659,Banner,No,No,No,0,0
Nov-22,C0201,P8742015,Banner,Yes,No,No,296,0
Aug-22,C0245,P4885909,Video,Yes,No,No,431,0
Jun-22,C0131,P5822752,Video,Yes,No,No,441,0
Nov-22,C0236,O4591159,Video,Yes,Yes,Yes,0,474
Feb-22,C0178,P6686882,Banner,No,No,No,651,0
Jul-22,C0081,P6103979,Carousel,Yes,Yes,Yes,172,152
Dec-22,C0008,O8748185,Carousel,No,No,No,0,0
Apr-22,C0050,P7640963,Video,Yes,No,No,772,0
Sep-22,C0168,O4268046,Video,No,No,No,0,0
Dec-22,C0147,P7705487,Carousel,No,No,No,618,0
Jul-22,C0143,O9382071,Carousel,Yes,Yes,No,0,0
Sep-22,C0092,O3482328,Carousel,Yes,Yes,No,0,0
Jul-22,C0166,P2972657,Carousel,No,No,No,203,0
Jul-22,C0067,O8119976,Carousel,No,No,No,0,0
Sep-22,C0194,O6485969,Banner,No,No,No,0,0
Jan-22,C0083,O9786132,Video,Yes,No,No,0,0
Apr-22,C0051,P6625743,Banner,Yes,Yes,Yes,598,161
Aug-22,C0150,O9127324,Video,Yes,No,No,0,0
Nov-22,C0115,O5525573,Carousel,No,No,No,0,0
Nov-22,C0211,O7570542,Video,No,No,No,0,0
Nov-22,C0012,O6011168,Carousel,Yes,Yes,Yes,0,160
Jan-22,C0109,O1586262,Video,No,No,No,0,0
Jan-22,C0069,P3669520,Banner,No,No,No,501,0
Mar-22,C0147,O9582715,Banner,No,No,No,0,0
Jun-22,C0181,O4083678,Carousel,Yes,No,No,0,0
Feb-22,C0169,O4154107,Video,Yes,No,No,0,0
Feb-22,C0225,P7294867,Carousel,Yes,No,No,92,0
Aug-22,C0084,P2390692,Video,No,No,No,357,0
Mar-22,C0163,P6639343,Video,Yes,Yes,Yes,121,163
Oct-22,C0140,P7248354,Video,Yes,Yes,No,812,0
Sep-22,C0202,O5975564,Carousel,Yes,Yes,No,0,0
Mar-22,C0117,O4106375,Banner,No,No,No,0,0
Sep-22,C0227,O6269950,Video,Yes,No,No,0,0
Jan-22,C0121,P7931028,Carousel,Yes,Yes,Yes,383,216
Dec-22,C0073,O4881689,Video,No,No,No,0,0
Sep-22,C0183,P4328837,Carousel,Yes,Yes,Yes,601,433
Jan-22,C0208,P2343464,Video,Yes,Yes,Yes,558,284
May-22,C0108,O4387626,Video,No,No,No,0,0
Jul-22,C0046,O9426266,Video,Yes,No,No,0,0
Jun-22,C0176,O8688150,Banner,No,No,No,0,0
Apr-22,C0230,P8348277,Banner,No,No,No,566,0
Oct-22,C0010,P5345461,Carousel,Yes,No,No,722,0
Dec-22,C0172,O7855637,Carousel,Yes,No,No,0,0
Apr-22,C0206,O3932950,Banner,No,No,No,0,0
May-22,C0080,P9395662,Video,Yes,No,No,667,0
Jun-22,C0136,P8371705,Carousel,Yes,Yes,No,109,0
Dec-22,C0103,P8163180,Banner,No,No,No,650,0
Mar-22,C0061,O4104788,Banner,Yes,No,No,0,0
Feb-22,C0065,O7227200,Carousel,No,No,No,0,0
Mar-22,C0031,P4820837,Video,No,No,No,544,0
Mar-22,C0125,P9067431,Video,No,No,No,799,0
Jun-22,C0034,P5572128,Video,Yes,No,No,555,0
Oct-22,C0222,O5292302,Banner,Yes,Yes,No,0,0
Feb-22,C0053,P1875659,Video,Yes,No,No,741,0
Feb-22,C0083,P9097550,Carousel,No,No,No,767,0
Feb-22,C0051,P6243584,Banner,Yes,Yes,Yes,863,794
Aug-22,C0067,P7376806,Carousel,Yes,No,No,591,0
Jun-22,C0215,O8633752,Banner,Yes,Yes,No,0,0
Nov-22,C0006,O1979595,Carousel,No,No,No,0,0
Jan-22,C0161,O2553910,Banner,No,No,No,0,0
Feb-22,C0149,P2493261,Video,Yes,Yes,Yes,417,367
Feb-22,C0220,P7353506,Video,No,No,No,433,0
Aug-22,C0039,O4219132,Banner,Yes,Yes,No,0,0
Feb-22,C0123,O2665670,Banner,Yes,Yes,Yes,0,290
Aug-22,C0179,O4716144,Carousel,Yes,Yes,No,0,0
Nov-22,C0106,O2963750,Video,Yes,Yes,No,0,0
Dec-22,C0203,P7432865,Video,Yes,No,No,803,0
Nov-22,C0208,O4191086,Video,Yes,No,No,0,0
Nov-22,C0036,O4266692,Carousel,No,No,No,0,0
Dec-22,C0052,O9482848,Video,Yes,Yes,No,0,0
Jan-22,C0141,P2417390,Carousel,No,No,No,225,0
Feb-22,C0158,P8660183,Banner,No,No,No,528,0
May-22,C0110,P8793010,Banner,Yes,No,No,899,0
Sep-22,C0119,P8733087,Carousel,Yes,Yes,Yes,97,886
Oct-22,C0074,O8884834,Carousel,Yes,No,No,0,0
Apr-22,C0102,P7863122,Video,No,No,No,670,0
Jul-22,C0057,O4547384,Carousel,No,No,No,0,0
Nov-22,C0097,O2617501,Carousel,No,No,No,0,0
Jul-22,C0179,P3281529,Video,No,No,No,97,0
Nov-22,C0094,P6688040,Banner,No,No,No,801,0
Jan-22,C0023,P7128522,Carousel,No,No,No,278,0
May-22,C0245,O5377642,Carousel,Yes,Yes,No,0,0
Sep-22,C0108,P7637444,Banner,Yes,Yes,Yes,152,435
May-22,C0006,P5363541,Video,No,No,No,661,0
Apr-22,C0250,O7118888,Video,Yes,Yes,No,0,0
Apr-22,C0061,O8509030,Banner,No,No,No,0,0
May-22,C0248,O4268025,Video,Yes,Yes,No,0,0
Jun-22,C0034,P4804060,Banner,Yes,No,No,885,0
Sep-22,C0219,O3742642,Carousel,No,No,No,0,0
Jul-22,C0153,P8481271,Carousel,Yes,Yes,No,397,0
Jul-22,C0208,P2160644,Banner,Yes,Yes,No,344,0
Jul-22,C0027,P8955154,Carousel,No,No,No,642,0
May-22,C0082,O2939206,Video,Yes,No,No,0,0
Jul-22,C0215,P1172777,Banner,No,No,No,537,0
Nov-22,C0033,P3584043,Video,No,No,No,96,0
May-22,C0175,P9897825,Banner,Yes,Yes,Yes,823,132
Jan-22,C0023,P6688862,Carousel,No,No,No,360,0
Apr-22,C0120,P9676732,Carousel,No,No,No,124,0
May-22,C0016,P3939835,Carousel,Yes,No,No,97,0
Jan-22,C0203,O6661074,Carousel,Yes,No,No,0,0
Apr-22,C0029,P8963684,Video,Yes,No,No,161,0
Nov-22,C0098,P1412397,Banner,No,No,No,724,0
Apr-22,C0222,O3593493,Video,Yes,Yes,No,0,0
May-22,C0054,O1621061,Video,Yes,No,No,0,0
