UserID,ExposureID,SegmentType,Age,Gender,Income,OperatingSystem,Device,Browser,Location(DMA)
UCTiX,P7280030,3P Audience,24,Male,42682,macOS,Laptop,Microsoft Edge,"Laramie, Wyoming"
UG7nC,O7040128,Custom Audience,53,Female,197261,macOS,Laptop,Microsoft Edge,"Casper, Wyoming"
U58Fa,P3992076,1P Audience,40,Male,104425,Android,Tablet,Microsoft Edge,"Cheyenne, Wyoming"
ULeqy,P5117966,3P Audience,41,Male,106726,Android,Tablet,Microsoft Edge,"Laramie, Wyoming"
Um2Ml,P1858417,Custom Audience,35,Female,69304,iOS,Tablet,Safari,"Casper, Wyoming"
UNLsu,P4409972,1P Audience,46,Male,141406,iOS,Tablet,Safari,"Casper, Wyoming"
UmKtW,P4607595,1P Audience,18,Female,48496,Linux,Laptop,Mozilla Firefox,"Cheyenne, Wyoming"
U9RjW,P1314548,Custom Audience,48,Female,120087,Android,Tablet,Microsoft Edge,"Laramie, Wyoming"
URS0L,P3293802,1P Audience,32,Male,71314,Android,Smartphone,Microsoft Edge,"Casper, Wyoming"
UzKuH,O7139284,1P Audience,30,Female,60942,Android,Tablet,Microsoft Edge,"Casper, Wyoming"
UdkDQ,O9981026,Custom Audience,35,Male,60995,Android,Smartphone,Microsoft Edge,"Casper, Wyoming"
UMPt0,P6795770,1P Audience,42,Female,84054,macOS,Desktop,Microsoft Edge,"Laramie, Wyoming"
UvQZu,O4611428,3P Audience,17,Female,45829,Windows,Laptop,Microsoft Edge,"Cheyenne, Wyoming"
UCZ5Z,P7473868,Custom Audience,43,Male,110317,Android,Smartphone,Microsoft Edge,"Casper, Wyoming"
Ufnxw,P8104225,3P Audience,24,Male,42199,iOS,Tablet,Safari,"Cheyenne, Wyoming"
UQbbX,P6917296,3P Audience,23,Female,45243,Android,Smartphone,Microsoft Edge,"Cheyenne, Wyoming"
UxujH,O5535510,3P Audience,44,Male,92075,iOS,Tablet,Safari,"Cheyenne, Wyoming"
U0POv,O5938603,Custom Audience,53,Male,121217,Android,Tablet,Microsoft Edge,"Cheyenne, Wyoming"
ULXGD,P9674200,3P Audience,51,Female,152396,iOS,Smartphone,Safari,"Cheyenne, Wyoming"
UG7C2,P8564774,1P Audience,42,Female,84763,iOS,Tablet,Safari,"Casper, Wyoming"
U711i,P5272622,1P Audience,37,Male,107135,macOS,Desktop,Microsoft Edge,"Cheyenne, Wyoming"
UYo0N,O5404895,3P Audience,38,Male,87476,macOS,Desktop,Microsoft Edge,"Cheyenne, Wyoming"
UWtWp,O1749746,1P Audience,48,Male,132577,Android,Smartphone,Microsoft Edge,"Laramie, Wyoming"
UR70B,P5078460,1P Audience,21,Male,54854,macOS,Laptop,Microsoft Edge,"Casper, Wyoming"
U2dLR,O2808709,1P Audience,18,Female,51813,iOS,Tablet,Safari,"Casper, Wyoming"
UKEhV,P9511177,Custom Audience,40,Female,111634,iOS,Tablet,Safari,"Cheyenne, Wyoming"
UckVg,P7667219,Custom Audience,53,Male,163263,Android,Tablet,Microsoft Edge,"Casper, Wyoming"
UOm7g,O7396364,1P Audience,24,Male,53574,macOS,Desktop,Microsoft Edge,"Cheyenne, Wyoming"
UnHzb,O3861373,Custom Audience,44,Female,106452,macOS,Desktop,Microsoft Edge,"Casper, Wyoming"
UaZR2,P6803057,3P Audience,25,Female,49072,Linux,Laptop,Mozilla Firefox,"Laramie, Wyoming"
UL9db,P9476623,3P Audience,24,Male,49192,macOS,Desktop,Microsoft Edge,"Casper, Wyoming"
UWx7r,O4766385,Custom Audience,37,Female,105520,macOS,Laptop,Microsoft Edge,"Laramie, Wyoming"
UGXFt,P9891807,Custom Audience,22,Female,46077,macOS,Desktop,Microsoft Edge,"Laramie, Wyoming"
UwCuW,P5815593,3P Audience,27,Male,66577,Android,Smartphone,Microsoft Edge,"Laramie, Wyoming"
UOWzG,P1325940,1P Audience,44,Female,116218,iOS,Tablet,Safari,"Laramie, Wyoming"
UEUzr,P7194003,3P Audience,42,Male,116281,iOS,Smartphone,Safari,"Laramie, Wyoming"
UHiKJ,O1923260,1P Audience,30,Male,64954,iOS,Smartphone,Safari,"Cheyenne, Wyoming"
UPg5E,P7692064,1P Audience,34,Male,60052,macOS,Laptop,Microsoft Edge,"Casper, Wyoming"
UBg35,O9625763,3P Audience,36,Male,81438,Android,Smartphone,Microsoft Edge,"Laramie, Wyoming"
U2TS4,O2053196,Custom Audience,25,Male,49413,macOS,Laptop,Microsoft Edge,"Casper, Wyoming"
ULeqy,P3841398,Custom Audience,41,Male,106726,Linux,Laptop,Mozilla Firefox,"Cheyenne, Wyoming"
UhJ4E,O3929899,3P Audience,20,Female,53369,Android,Tablet,Microsoft Edge,"Cheyenne, Wyoming"
UY06r,P8914479,1P Audience,23,Male,49220,macOS,Desktop,Microsoft Edge,"Laramie, Wyoming"
UWBmc,O6328039,1P Audience,25,Female,40808,Windows,Laptop,Microsoft Edge,"Casper, Wyoming"
UAa8F,O4836156,3P Audience,46,Male,130888,iOS,Tablet,Safari,"Cheyenne, Wyoming"
Udrwy,O2309899,3P Audience,36,Female,92999,iOS,Tablet,Safari,"Casper, Wyoming"
Ueua6,O7747709,1P Audience,38,Male,99435,Android,Tablet,Microsoft Edge,"Laramie, Wyoming"
UEJZu,O6062649,1P Audience,23,Male,49485,Windows,Desktop,Microsoft Edge,"Casper, Wyoming"
USk9P,O6080014,1P Audience,41,Male,93719,macOS,Desktop,Microsoft Edge,"Cheyenne, Wyoming"
UxFzO,P3927545,1P Audience,20,Female,43739,iOS,Smartphone,Safari,"Cheyenne, Wyoming"
Ubi1F,O5763832,3P Audience,29,Male,75621,iOS,Smartphone,Safari,"Casper, Wyoming"
UR70B,O9926007,1P Audience,21,Male,54854,Windows,Laptop,Microsoft Edge,"Green Bay, Wisconsin"
Uqt30,P5414899,1P Audience,51,Male,142003,iOS,Smartphone,Safari,"Milwaukee, Wisconsin"
UI2ck,P6231623,3P Audience,37,Male,95440,Windows,Desktop,Microsoft Edge,"Madison, Wisconsin"
UUsrm,O9181231,Custom Audience,22,Female,51420,Windows,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
UX0Y7,P9710494,Custom Audience,18,Female,51715,Android,Tablet,Microsoft Edge,"Green Bay, Wisconsin"
Uiekv,O1960406,1P Audience,20,Male,51232,iOS,Tablet,Safari,"Madison, Wisconsin"
UEpgl,O3077838,Custom Audience,30,Male,60488,macOS,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
UxVfL,P5634348,Custom Audience,39,Male,110647,Windows,Laptop,Microsoft Edge,"Green Bay, Wisconsin"
UGXFt,P1673234,Custom Audience,22,Female,46077,Windows,Laptop,Microsoft Edge,"Green Bay, Wisconsin"
UNLsu,O4434444,Custom Audience,46,Male,141406,Android,Tablet,Microsoft Edge,"Green Bay, Wisconsin"
UcJXH,O3311005,Custom Audience,29,Female,60675,Android,Tablet,Microsoft Edge,"Milwaukee, Wisconsin"
U3Pyk,P9316543,Custom Audience,23,Female,51836,macOS,Desktop,Microsoft Edge,"Madison, Wisconsin"
UPD5f,O4643057,1P Audience,53,Female,158718,Linux,Laptop,Mozilla Firefox,"Green Bay, Wisconsin"
U2cUh,O5542402,1P Audience,30,Female,70526,macOS,Desktop,Microsoft Edge,"Madison, Wisconsin"
U0riB,P6448727,1P Audience,27,Male,73731,Android,Smartphone,Microsoft Edge,"Milwaukee, Wisconsin"
UCTiX,O2441199,3P Audience,24,Male,42682,Android,Smartphone,Microsoft Edge,"Madison, Wisconsin"
UWwuR,P8839751,3P Audience,55,Male,173102,iOS,Smartphone,Safari,"Green Bay, Wisconsin"
UdkDQ,P7818291,Custom Audience,35,Male,60995,Android,Tablet,Microsoft Edge,"Madison, Wisconsin"
UpBnR,O1062487,3P Audience,39,Male,100830,Android,Tablet,Microsoft Edge,"Madison, Wisconsin"
UK35V,P3762021,3P Audience,16,Male,59787,Windows,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
UjGNQ,O5516238,Custom Audience,35,Female,62380,Android,Tablet,Microsoft Edge,"Milwaukee, Wisconsin"
U35su,O5432016,3P Audience,48,Female,134841,Android,Smartphone,Microsoft Edge,"Milwaukee, Wisconsin"
UqzWt,P9100662,Custom Audience,25,Female,41152,Android,Smartphone,Microsoft Edge,"Madison, Wisconsin"
Uwd1F,O6215037,3P Audience,26,Female,79846,Windows,Desktop,Microsoft Edge,"Green Bay, Wisconsin"
UckVg,O6658993,3P Audience,53,Male,163263,Linux,Laptop,Mozilla Firefox,"Madison, Wisconsin"
UWSf8,O6697586,3P Audience,37,Female,114339,iOS,Smartphone,Safari,"Madison, Wisconsin"
UaZR2,P2879390,Custom Audience,25,Female,49072,macOS,Laptop,Microsoft Edge,"Milwaukee, Wisconsin"
UxR6W,P3881614,1P Audience,53,Female,153434,iOS,Tablet,Safari,"Madison, Wisconsin"
UqGLc,P5049320,Custom Audience,31,Male,71061,macOS,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
UpXFe,O4614031,Custom Audience,19,Female,46228,Linux,Laptop,Mozilla Firefox,"Milwaukee, Wisconsin"
UskgJ,P2688366,Custom Audience,45,Male,119994,macOS,Laptop,Microsoft Edge,"Madison, Wisconsin"
UEJZu,O4248052,3P Audience,23,Male,49485,iOS,Smartphone,Safari,"Green Bay, Wisconsin"
UL8tI,O7232783,3P Audience,37,Female,100750,iOS,Smartphone,Safari,"Green Bay, Wisconsin"
UUsrm,P5769523,1P Audience,22,Female,51420,macOS,Desktop,Microsoft Edge,"Madison, Wisconsin"
U41Ul,P9459129,1P Audience,37,Male,80595,macOS,Desktop,Microsoft Edge,"Green Bay, Wisconsin"
UCMu4,P7955500,3P Audience,52,Female,140610,Windows,Laptop,Microsoft Edge,"Madison, Wisconsin"
UWwuR,P3966731,1P Audience,55,Male,173102,iOS,Smartphone,Safari,"Milwaukee, Wisconsin"
URlBc,P5326533,Custom Audience,52,Female,181496,Android,Tablet,Microsoft Edge,"Milwaukee, Wisconsin"
Uqt30,P7209393,3P Audience,51,Male,142003,macOS,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
Ug6Vb,O4820250,3P Audience,38,Female,102684,macOS,Laptop,Microsoft Edge,"Milwaukee, Wisconsin"
UzPLp,P9270322,Custom Audience,41,Female,109041,iOS,Smartphone,Safari,"Milwaukee, Wisconsin"
Ubi1F,O6183841,3P Audience,29,Male,75621,Windows,Desktop,Microsoft Edge,"Green Bay, Wisconsin"
UXAek,P9250279,Custom Audience,52,Female,184163,iOS,Tablet,Safari,"Madison, Wisconsin"
UYX2T,P8008092,1P Audience,43,Male,118071,Android,Smartphone,Microsoft Edge,"Green Bay, Wisconsin"
UyLO8,O3589062,3P Audience,32,Female,66900,Linux,Laptop,Mozilla Firefox,"Madison, Wisconsin"
Ul9MF,P6318990,3P Audience,47,Male,149159,Linux,Laptop,Mozilla Firefox,"Madison, Wisconsin"
UcJXH,P6402573,1P Audience,29,Female,60675,Windows,Desktop,Microsoft Edge,"Green Bay, Wisconsin"
UOiun,O9025033,Custom Audience,52,Female,175922,Windows,Laptop,Microsoft Edge,"Green Bay, Wisconsin"
U2e9t,O7342658,Custom Audience,18,Female,45628,Linux,Laptop,Mozilla Firefox,"Madison, Wisconsin"
UQS5v,O1243333,Custom Audience,24,Male,42372,iOS,Smartphone,Safari,"Madison, Wisconsin"
UBeqm,P6043878,Custom Audience,37,Female,81028,Windows,Laptop,Microsoft Edge,"Madison, Wisconsin"
UwCuW,P6474305,3P Audience,27,Male,66577,Android,Smartphone,Microsoft Edge,"Green Bay, Wisconsin"
UlGm2,P7313043,3P Audience,23,Female,46215,Windows,Laptop,Microsoft Edge,"Madison, Wisconsin"
UmBfu,P6320949,3P Audience,43,Female,114886,Windows,Desktop,Microsoft Edge,"Madison, Wisconsin"
UHeJ3,O8663126,Custom Audience,51,Male,165699,iOS,Tablet,Safari,"Milwaukee, Wisconsin"
U7i0V,P6020577,3P Audience,37,Male,106124,Android,Tablet,Microsoft Edge,"Milwaukee, Wisconsin"
U4yAI,P9383977,3P Audience,33,Female,66019,iOS,Tablet,Safari,"Milwaukee, Wisconsin"
U9JGv,O7653198,Custom Audience,46,Male,160010,Android,Smartphone,Microsoft Edge,"Madison, Wisconsin"
UynlC,O1172268,3P Audience,26,Female,64594,Android,Tablet,Microsoft Edge,"Madison, Wisconsin"
UpXFe,O6192141,Custom Audience,19,Female,46228,iOS,Tablet,Safari,"Green Bay, Wisconsin"
UAeB0,P3679521,Custom Audience,51,Male,138881,iOS,Smartphone,Safari,"Madison, Wisconsin"
UNLsu,P3576144,3P Audience,46,Male,141406,Linux,Laptop,Mozilla Firefox,"Madison, Wisconsin"
Um2Ml,O1803627,Custom Audience,35,Female,69304,Linux,Laptop,Mozilla Firefox,"Madison, Wisconsin"
UImZG,P9731859,1P Audience,53,Male,129991,Windows,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
UXAek,O5830853,Custom Audience,52,Female,184163,Windows,Laptop,Microsoft Edge,"Milwaukee, Wisconsin"
UN7Ek,O8881176,Custom Audience,44,Male,98607,macOS,Desktop,Microsoft Edge,"Madison, Wisconsin"
UsN5z,O1176390,1P Audience,34,Male,67467,Android,Smartphone,Microsoft Edge,"Milwaukee, Wisconsin"
UKEhV,P3309212,1P Audience,40,Female,111634,Windows,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
UaaSI,O3160039,3P Audience,29,Female,67153,iOS,Smartphone,Safari,"Madison, Wisconsin"
U9FsX,O5239336,Custom Audience,33,Male,76189,macOS,Laptop,Microsoft Edge,"Green Bay, Wisconsin"
U3Pyk,O2645992,3P Audience,23,Female,51836,Linux,Laptop,Mozilla Firefox,"Madison, Wisconsin"
UEu3I,P9999681,3P Audience,23,Female,58603,Windows,Laptop,Microsoft Edge,"Milwaukee, Wisconsin"
UskgJ,O6073103,Custom Audience,45,Male,119994,Linux,Laptop,Mozilla Firefox,"Milwaukee, Wisconsin"
UkSGs,O4469991,Custom Audience,37,Female,96599,Android,Smartphone,Microsoft Edge,"Green Bay, Wisconsin"
UynlC,O9629761,3P Audience,26,Female,64594,iOS,Smartphone,Safari,"Green Bay, Wisconsin"
UT0fN,P9565747,1P Audience,34,Female,63492,Windows,Laptop,Microsoft Edge,"Madison, Wisconsin"
USuwM,O5804744,3P Audience,34,Male,66722,macOS,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
UFwqa,O5477390,1P Audience,20,Male,54319,Android,Tablet,Microsoft Edge,"Green Bay, Wisconsin"
U5LBQ,P7474707,Custom Audience,23,Female,58097,Windows,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
UCMu4,P6630863,1P Audience,52,Female,140610,Android,Smartphone,Microsoft Edge,"Madison, Wisconsin"
UYing,O7540130,3P Audience,20,Male,59094,macOS,Laptop,Microsoft Edge,"Madison, Wisconsin"
UgQbv,O6790641,Custom Audience,39,Female,101250,Android,Smartphone,Microsoft Edge,"Milwaukee, Wisconsin"
UEJZu,O2313958,1P Audience,23,Male,49485,Windows,Desktop,Microsoft Edge,"Green Bay, Wisconsin"
UBbbN,O1308488,3P Audience,24,Female,55903,iOS,Smartphone,Safari,"Milwaukee, Wisconsin"
UnbFE,P2559377,3P Audience,16,Female,49401,Linux,Laptop,Mozilla Firefox,"Madison, Wisconsin"
UWwuR,P2313953,3P Audience,55,Male,173102,Android,Tablet,Microsoft Edge,"Green Bay, Wisconsin"
UqD1K,P4315237,3P Audience,45,Female,105575,Windows,Desktop,Microsoft Edge,"Madison, Wisconsin"
UvlTr,O8791963,Custom Audience,33,Male,70322,macOS,Laptop,Microsoft Edge,"Green Bay, Wisconsin"
URZQA,O9516574,Custom Audience,47,Male,164612,iOS,Smartphone,Safari,"Milwaukee, Wisconsin"
UuCnC,P8298958,Custom Audience,25,Female,59197,Android,Smartphone,Microsoft Edge,"Milwaukee, Wisconsin"
UpXFe,P9384160,Custom Audience,19,Female,46228,Linux,Laptop,Mozilla Firefox,"Green Bay, Wisconsin"
UZ3sd,O9600974,3P Audience,16,Male,51928,macOS,Desktop,Microsoft Edge,"Madison, Wisconsin"
UlU1Q,P2414967,Custom Audience,41,Male,90663,Windows,Desktop,Microsoft Edge,"Madison, Wisconsin"
U5Aj7,O9945308,3P Audience,37,Male,94587,macOS,Laptop,Microsoft Edge,"Madison, Wisconsin"
UlGm2,P1785444,Custom Audience,23,Female,46215,Android,Tablet,Microsoft Edge,"Milwaukee, Wisconsin"
UsJuT,O6249247,3P Audience,48,Female,139458,Windows,Laptop,Microsoft Edge,"Milwaukee, Wisconsin"
UqdkV,P9581194,Custom Audience,28,Female,76242,Windows,Laptop,Microsoft Edge,"Milwaukee, Wisconsin"
Uk4tU,P1316240,1P Audience,20,Male,53217,iOS,Smartphone,Safari,"Milwaukee, Wisconsin"
UvlTr,P8620570,1P Audience,33,Male,70322,Android,Smartphone,Microsoft Edge,"Milwaukee, Wisconsin"
U9aWq,O4914624,Custom Audience,30,Female,79099,Android,Tablet,Microsoft Edge,"Green Bay, Wisconsin"
UG3th,O4273996,3P Audience,41,Female,105515,Windows,Desktop,Microsoft Edge,"Huntington, West Virginia"
UgQbv,P8438943,Custom Audience,39,Female,101250,macOS,Laptop,Microsoft Edge,"Huntington, West Virginia"
U0POv,O9223234,Custom Audience,53,Male,121217,Windows,Desktop,Microsoft Edge,"Huntington, West Virginia"
Ug6Vb,O6078968,1P Audience,38,Female,102684,macOS,Laptop,Microsoft Edge,"Morgantown, West Virginia"
UDESq,O3134216,1P Audience,18,Female,49499,Windows,Laptop,Microsoft Edge,"Morgantown, West Virginia"
UKzuo,O9088603,Custom Audience,18,Male,41479,iOS,Tablet,Safari,"Huntington, West Virginia"
UT71f,P4080141,Custom Audience,23,Female,47618,Linux,Laptop,Mozilla Firefox,"Charleston, West Virginia"
U2e9t,P8512672,Custom Audience,18,Female,45628,Android,Smartphone,Microsoft Edge,"Charleston, West Virginia"
U3Pyk,P7069396,Custom Audience,23,Female,51836,Android,Tablet,Microsoft Edge,"Morgantown, West Virginia"
UNLsu,P2415533,Custom Audience,46,Male,141406,iOS,Tablet,Safari,"Morgantown, West Virginia"
U0POv,P1551864,Custom Audience,53,Male,121217,Android,Tablet,Microsoft Edge,"Huntington, West Virginia"
UAFG7,P4920076,3P Audience,25,Male,56870,Android,Smartphone,Microsoft Edge,"Morgantown, West Virginia"
UG7nC,O1329413,Custom Audience,53,Female,197261,iOS,Tablet,Safari,"Morgantown, West Virginia"
UnbFE,P7603828,Custom Audience,16,Female,49401,iOS,Tablet,Safari,"Huntington, West Virginia"
UxujH,P8232474,3P Audience,44,Male,92075,Windows,Laptop,Microsoft Edge,"Morgantown, West Virginia"
UYO6b,P7175159,Custom Audience,25,Female,50059,macOS,Laptop,Microsoft Edge,"Huntington, West Virginia"
UUsrm,P7613780,1P Audience,22,Female,51420,Windows,Desktop,Microsoft Edge,"Morgantown, West Virginia"
Ufnxw,P8963864,1P Audience,24,Male,42199,iOS,Tablet,Safari,"Huntington, West Virginia"
UxFzO,P8060008,3P Audience,20,Female,43739,Windows,Laptop,Microsoft Edge,"Charleston, West Virginia"
UAFG7,O3770294,1P Audience,25,Male,56870,Android,Smartphone,Microsoft Edge,"Charleston, West Virginia"
UskgJ,P3795692,1P Audience,45,Male,119994,Android,Tablet,Microsoft Edge,"Huntington, West Virginia"
UvBSl,O5743890,3P Audience,46,Female,178489,iOS,Smartphone,Safari,"Charleston, West Virginia"
UHMPv,P6820898,3P Audience,48,Male,190862,Android,Smartphone,Microsoft Edge,"Huntington, West Virginia"
USuwM,O8964479,Custom Audience,34,Male,66722,Windows,Desktop,Microsoft Edge,"Charleston, West Virginia"
UKzuo,P4428063,1P Audience,18,Male,41479,Android,Smartphone,Microsoft Edge,"Huntington, West Virginia"
UsPOi,O7282959,Custom Audience,25,Female,53018,Linux,Laptop,Mozilla Firefox,"Huntington, West Virginia"
UwybE,O3006874,Custom Audience,29,Female,69492,iOS,Tablet,Safari,"Charleston, West Virginia"
UqGLc,P2538941,3P Audience,31,Male,71061,Android,Smartphone,Microsoft Edge,"Huntington, West Virginia"
UYing,O1925377,Custom Audience,20,Male,59094,Linux,Laptop,Mozilla Firefox,"Huntington, West Virginia"
UmKtW,O3353179,Custom Audience,18,Female,48496,Windows,Desktop,Microsoft Edge,"Huntington, West Virginia"
U4yAI,P7632172,1P Audience,33,Female,66019,macOS,Laptop,Microsoft Edge,"Huntington, West Virginia"
U2cUh,O2529385,1P Audience,30,Female,70526,macOS,Desktop,Microsoft Edge,"Huntington, West Virginia"
UuCnC,P8870609,3P Audience,25,Female,59197,Android,Tablet,Microsoft Edge,"Charleston, West Virginia"
U0s3m,P1872213,Custom Audience,29,Male,74130,iOS,Smartphone,Safari,"Morgantown, West Virginia"
UVyxa,O3833267,3P Audience,20,Female,59586,macOS,Desktop,Microsoft Edge,"Huntington, West Virginia"
Ul7aD,P4672201,Custom Audience,35,Female,73330,iOS,Smartphone,Safari,"Morgantown, West Virginia"
U2xNU,O3606978,1P Audience,16,Female,50997,Windows,Desktop,Microsoft Edge,"Huntington, West Virginia"
U11u7,O2389153,3P Audience,40,Female,86550,iOS,Smartphone,Safari,"Huntington, West Virginia"
U4POC,O3419221,3P Audience,51,Male,162012,iOS,Smartphone,Safari,"Huntington, West Virginia"
UUsrm,O5747964,Custom Audience,22,Female,51420,Android,Smartphone,Microsoft Edge,"Morgantown, West Virginia"
UUII2,O8665003,1P Audience,35,Male,66782,iOS,Tablet,Safari,"Huntington, West Virginia"
URZQA,O2958617,3P Audience,47,Male,164612,iOS,Smartphone,Safari,"Huntington, West Virginia"
U1g5a,O5050046,1P Audience,36,Male,86784,iOS,Tablet,Safari,"Huntington, West Virginia"
UKB5C,O3019836,Custom Audience,23,Male,45503,Android,Smartphone,Microsoft Edge,"Morgantown, West Virginia"
U2nS6,O2987030,1P Audience,31,Male,62331,Windows,Desktop,Microsoft Edge,"Charleston, West Virginia"
Um489,P5180357,3P Audience,18,Female,44390,iOS,Tablet,Safari,"Morgantown, West Virginia"
UPv1f,P9124742,1P Audience,26,Male,79737,Android,Tablet,Microsoft Edge,"Morgantown, West Virginia"
UCZ5Z,P5676511,1P Audience,43,Male,110317,macOS,Laptop,Microsoft Edge,"Morgantown, West Virginia"
