AdDate,CreativeID,ExposureID,AdFormat,Viewable,WasClicked,Conversion,SpendonExposure,RevenueGenerated
Sep-21,C0066,P2485754,Video,No,No,No,882,0
Apr-21,C0207,P6000273,Video,Yes,Yes,Yes,445,295
Jun-21,C0035,P3409280,Carousel,Yes,No,No,369,0
Aug-21,C0230,P1186816,Video,Yes,No,No,767,0
Dec-21,C0166,O5719782,Banner,Yes,No,No,0,0
Aug-21,C0066,P3935836,Banner,No,No,No,686,0
Aug-21,C0092,O8284037,Video,Yes,No,No,0,0
Apr-21,C0221,O5921710,Banner,No,No,No,0,0
May-21,C0227,P8491562,Carousel,No,No,No,372,0
Apr-21,C0076,P6230003,Banner,Yes,Yes,Yes,844,724
Jun-21,C0120,O3341045,Carousel,Yes,Yes,No,0,0
Feb-21,C0147,P8870759,Banner,Yes,No,No,589,0
Feb-21,C0022,O8829804,Video,Yes,No,No,0,0
Jun-21,C0248,P6017876,Banner,Yes,No,No,334,0
Apr-21,C0077,O2627331,Video,No,No,No,0,0
Apr-21,C0170,O9713670,Banner,No,No,No,0,0
Nov-21,C0111,P6636770,Banner,Yes,No,No,775,0
Jun-21,C0077,P5132121,Carousel,Yes,No,No,662,0
Feb-21,C0032,P9812179,Banner,Yes,Yes,Yes,815,177
Mar-21,C0229,O6963484,Carousel,Yes,No,No,0,0
Feb-21,C0057,P8385277,Carousel,Yes,Yes,No,463,0
Nov-21,C0037,P9441232,Banner,Yes,No,No,111,0
Jul-21,C0016,O1396918,Banner,No,No,No,0,0
Apr-21,C0235,O2593253,Carousel,No,No,No,0,0
Mar-21,C0225,P3275152,Banner,No,No,No,565,0
Dec-21,C0200,P5248415,Video,Yes,No,No,259,0
Oct-21,C0232,O7900842,Carousel,Yes,Yes,Yes,0,194
Jun-21,C0165,P6251372,Banner,No,No,No,446,0
May-21,C0027,O1876829,Banner,No,No,No,0,0
Dec-21,C0168,O7738543,Video,Yes,No,No,0,0
Jul-21,C0115,O2179371,Carousel,Yes,No,No,0,0
Dec-21,C0240,P6686898,Video,Yes,No,No,763,0
Jun-21,C0144,O7550992,Banner,Yes,No,No,0,0
Oct-21,C0130,O8220296,Banner,Yes,Yes,No,0,0
Dec-21,C0249,O5517411,Banner,No,No,No,0,0
May-21,C0125,P9952638,Video,Yes,Yes,No,825,0
Jun-21,C0146,P2826323,Banner,Yes,No,No,270,0
Sep-21,C0129,O9648793,Carousel,Yes,No,No,0,0
Dec-21,C0128,P6380351,Video,Yes,Yes,No,245,0
Jan-21,C0035,P1195410,Video,Yes,Yes,Yes,504,749
Apr-21,C0051,O6283400,Carousel,No,No,No,0,0
Jul-21,C0160,P3372793,Carousel,Yes,No,No,861,0
Dec-21,C0213,P6908348,Video,Yes,No,No,376,0
Mar-21,C0230,P9634943,Banner,Yes,Yes,Yes,242,451
Jul-21,C0154,O4345455,Carousel,Yes,No,No,0,0
Apr-21,C0198,O3289192,Video,Yes,No,No,0,0
Sep-21,C0164,P7124863,Carousel,Yes,Yes,Yes,305,264
Aug-21,C0105,P4085010,Video,No,No,No,737,0
Jan-21,C0232,O9130192,Banner,No,No,No,0,0
Oct-21,C0222,P8727567,Carousel,No,No,No,762,0
Oct-21,C0064,O7210231,Banner,No,No,No,0,0
Jan-21,C0101,O3881558,Banner,Yes,No,No,0,0
Apr-21,C0117,O3801087,Carousel,Yes,Yes,No,0,0
Mar-21,C0172,O9674809,Video,Yes,No,No,0,0
Apr-21,C0003,O9234580,Carousel,Yes,No,No,0,0
Nov-21,C0111,P8809643,Video,Yes,Yes,Yes,520,196
Mar-21,C0239,P4768673,Carousel,No,No,No,877,0
Mar-21,C0203,O1724881,Carousel,Yes,Yes,Yes,0,869
Oct-21,C0233,P1248270,Video,Yes,Yes,Yes,603,249
May-21,C0150,O5454103,Carousel,Yes,Yes,No,0,0
Feb-21,C0182,P9801372,Carousel,Yes,Yes,Yes,859,373
Aug-21,C0049,P7847598,Carousel,Yes,No,No,193,0
Nov-21,C0208,P8995001,Video,Yes,Yes,No,431,0
Dec-21,C0189,O9238126,Video,Yes,No,No,0,0
Sep-21,C0056,O3964755,Video,Yes,No,No,0,0
May-21,C0034,P6603246,Banner,Yes,No,No,378,0
Mar-21,C0048,O3717691,Banner,Yes,Yes,Yes,0,751
Aug-21,C0006,P2557385,Video,Yes,Yes,Yes,638,260
Apr-21,C0243,P6667635,Video,Yes,No,No,675,0
Feb-21,C0154,P7500638,Banner,No,No,No,776,0
Sep-21,C0025,O7807853,Carousel,No,No,No,0,0
Aug-21,C0044,P3460375,Banner,Yes,Yes,No,389,0
Jul-21,C0114,P3076235,Carousel,Yes,Yes,Yes,478,219
Jul-21,C0163,P6500240,Video,No,No,No,162,0
Aug-21,C0028,P8018387,Carousel,Yes,Yes,No,480,0
Jan-21,C0002,P3115128,Video,Yes,Yes,Yes,390,885
Oct-21,C0229,P6962338,Banner,Yes,Yes,No,295,0
Apr-21,C0096,P7784718,Banner,No,No,No,523,0
Sep-21,C0219,P3436343,Video,No,No,No,129,0
Dec-21,C0167,O8380459,Video,No,No,No,0,0
Apr-21,C0241,O1237079,Video,Yes,No,No,0,0
Apr-21,C0077,P8805637,Carousel,Yes,No,No,858,0
Dec-21,C0226,P2313459,Banner,No,No,No,364,0
Jun-21,C0094,O1822148,Banner,No,No,No,0,0
Sep-21,C0183,P9573334,Banner,Yes,Yes,Yes,586,672
Oct-21,C0247,P2894779,Carousel,Yes,No,No,189,0
Dec-21,C0172,O9818497,Banner,No,No,No,0,0
Jun-21,C0147,O3968173,Banner,Yes,No,No,0,0
Aug-21,C0221,P2026145,Carousel,Yes,Yes,Yes,778,183
Aug-21,C0201,P6032027,Video,Yes,Yes,No,368,0
Dec-21,C0208,O9368547,Carousel,No,No,No,0,0
Apr-21,C0015,O5773144,Video,Yes,No,No,0,0
Mar-21,C0080,P2520204,Video,Yes,Yes,Yes,796,878
Jan-21,C0183,P3771374,Carousel,Yes,Yes,No,573,0
Apr-21,C0042,P8366642,Carousel,Yes,Yes,Yes,556,549
Apr-21,C0110,O8645143,Banner,Yes,No,No,0,0
Sep-21,C0106,P6821166,Video,Yes,No,No,612,0
Feb-21,C0031,P5551102,Carousel,Yes,Yes,Yes,525,298
Apr-21,C0069,O2647768,Banner,Yes,No,No,0,0
Mar-21,C0031,O8336130,Banner,Yes,Yes,No,0,0
Oct-21,C0201,O7136922,Banner,Yes,Yes,Yes,0,529
Jan-21,C0035,O7034515,Carousel,No,No,No,0,0
Oct-21,C0146,O5288920,Video,Yes,Yes,Yes,0,799
Apr-21,C0169,O2581118,Banner,No,No,No,0,0
Dec-21,C0127,O2742210,Banner,No,No,No,0,0
Apr-21,C0193,O3125497,Banner,Yes,No,No,0,0
Oct-21,C0172,P2315077,Carousel,Yes,No,No,468,0
Mar-21,C0157,P3279309,Banner,No,No,No,311,0
Apr-21,C0197,P6567587,Video,Yes,Yes,Yes,718,284
Oct-21,C0060,P3345367,Video,No,No,No,713,0
Sep-21,C0128,O5607406,Banner,Yes,Yes,Yes,0,112
Jul-21,C0030,P7877093,Banner,Yes,Yes,Yes,841,783
Jan-21,C0137,O4620059,Banner,Yes,No,No,0,0
Jul-21,C0197,P1032025,Banner,Yes,Yes,No,789,0
Jan-21,C0016,O4234223,Carousel,Yes,No,No,0,0
Dec-21,C0129,P4949462,Carousel,Yes,Yes,Yes,635,382
Oct-21,C0016,O1715057,Carousel,No,No,No,0,0
Jul-21,C0127,P6155819,Video,No,No,No,244,0
May-21,C0185,P5234385,Banner,No,No,No,344,0
Apr-21,C0102,P3999803,Video,No,No,No,703,0
Nov-21,C0112,P7823015,Banner,No,No,No,343,0
Oct-21,C0160,O5112078,Video,Yes,Yes,Yes,0,116
Dec-21,C0011,O2861943,Carousel,Yes,Yes,No,0,0
May-21,C0137,O1124739,Video,Yes,No,No,0,0
Feb-21,C0191,O9184724,Carousel,No,No,No,0,0
May-21,C0218,O5436161,Banner,Yes,No,No,0,0
Oct-21,C0242,O5300268,Carousel,Yes,No,No,0,0
Dec-21,C0047,O4674310,Video,Yes,No,No,0,0
Jun-21,C0108,O5120146,Banner,Yes,Yes,Yes,0,703
Oct-21,C0070,P1114613,Carousel,Yes,No,No,805,0
Apr-21,C0130,O2722474,Carousel,Yes,Yes,No,0,0
Jul-21,C0240,O4971431,Banner,No,No,No,0,0
Oct-21,C0015,P7021244,Carousel,Yes,Yes,Yes,360,248
Jul-21,C0145,P7908435,Video,Yes,No,No,291,0
Apr-21,C0114,O8336938,Carousel,Yes,Yes,No,0,0
Sep-21,C0156,O4771800,Carousel,No,No,No,0,0
Dec-21,C0208,P6601018,Video,Yes,Yes,No,313,0
Jan-21,C0150,P1550540,Video,No,No,No,675,0
Dec-21,C0131,P2093556,Banner,Yes,No,No,288,0
Aug-21,C0065,O3366346,Banner,Yes,Yes,No,0,0
Dec-21,C0034,O8144438,Video,No,No,No,0,0
Nov-21,C0037,O5378002,Carousel,Yes,No,No,0,0
Dec-21,C0081,O6493534,Video,No,No,No,0,0
Apr-21,C0125,O3773301,Banner,No,No,No,0,0
Oct-21,C0149,O9996566,Video,No,No,No,0,0
Mar-21,C0181,P9049981,Carousel,No,No,No,856,0
Nov-21,C0009,P3949277,Carousel,Yes,Yes,No,138,0
Sep-21,C0218,P4407619,Video,Yes,Yes,Yes,162,422
Apr-21,C0124,P4070801,Banner,Yes,Yes,No,172,0
Feb-21,C0091,P7889172,Carousel,Yes,Yes,No,848,0
Jun-21,C0249,P5947752,Banner,No,No,No,101,0
Dec-21,C0023,O6365656,Video,Yes,Yes,No,0,0
Oct-21,C0062,P9164002,Video,Yes,No,No,247,0
Apr-21,C0059,O3205555,Video,No,No,No,0,0
Jul-21,C0125,P1928748,Video,No,No,No,887,0
Jun-21,C0006,O9445656,Carousel,Yes,No,No,0,0
Jul-21,C0083,O2987487,Banner,Yes,Yes,Yes,0,550
Feb-21,C0077,P4661598,Carousel,No,No,No,217,0
Oct-21,C0081,P8327732,Banner,Yes,No,No,168,0
Oct-21,C0171,P2641433,Video,Yes,Yes,Yes,880,477
Apr-21,C0034,O9666687,Carousel,Yes,Yes,No,0,0
Nov-21,C0249,O5516906,Video,Yes,Yes,Yes,0,780
Apr-21,C0054,O1805310,Video,Yes,No,No,0,0
May-21,C0045,O6029173,Video,No,No,No,0,0
Jan-21,C0203,O3806157,Carousel,Yes,No,No,0,0
Jun-21,C0133,P7403355,Banner,No,No,No,303,0
Aug-21,C0245,P9194164,Carousel,Yes,No,No,578,0
Feb-21,C0050,P1419253,Video,Yes,No,No,325,0
Aug-21,C0222,O3027312,Video,Yes,Yes,No,0,0
Jan-21,C0232,P8041034,Video,Yes,No,No,852,0
Aug-21,C0143,O5776590,Carousel,Yes,Yes,No,0,0
Aug-21,C0154,O2659444,Banner,Yes,Yes,No,0,0
Nov-21,C0147,P7739044,Carousel,Yes,No,No,474,0
Jan-21,C0176,O7055220,Carousel,Yes,No,No,0,0
Apr-21,C0221,P5682407,Video,Yes,Yes,No,565,0
Aug-21,C0074,P7255829,Video,Yes,Yes,Yes,345,95
Oct-21,C0139,O1092279,Banner,Yes,No,No,0,0
Mar-21,C0229,O6253280,Carousel,Yes,Yes,Yes,0,680
Feb-21,C0192,P4552383,Banner,No,No,No,668,0
Sep-21,C0066,O1890873,Video,No,No,No,0,0
Jul-21,C0038,O5268289,Banner,Yes,No,No,0,0
May-21,C0180,P3232918,Banner,No,No,No,381,0
Aug-21,C0213,O4521160,Video,Yes,No,No,0,0
Mar-21,C0107,O2531187,Carousel,No,No,No,0,0
Jan-21,C0177,O7426736,Carousel,Yes,Yes,No,0,0
Mar-21,C0065,P9442671,Video,Yes,No,No,404,0
Apr-21,C0075,P4526035,Carousel,No,No,No,597,0
Sep-21,C0045,O9134108,Banner,No,No,No,0,0
May-21,C0056,P3233941,Carousel,Yes,Yes,Yes,686,853
May-21,C0084,O3753302,Carousel,Yes,Yes,Yes,0,277
Jul-21,C0015,O4904336,Video,No,No,No,0,0
Nov-21,C0155,P3122512,Video,Yes,No,No,317,0
Mar-21,C0066,P2789805,Banner,Yes,No,No,366,0
Mar-21,C0129,P3442230,Banner,No,No,No,851,0
Dec-21,C0178,P6298977,Banner,Yes,Yes,Yes,797,461
Sep-21,C0181,P9658106,Carousel,Yes,Yes,Yes,245,136
Aug-21,C0066,O2830202,Banner,No,No,No,0,0
Feb-21,C0203,P4413376,Carousel,Yes,No,No,230,0
Oct-21,C0015,O2828373,Video,No,No,No,0,0
Mar-21,C0187,O4426635,Video,Yes,No,No,0,0
May-21,C0162,O4835566,Banner,Yes,No,No,0,0
Apr-21,C0066,P9341676,Video,No,No,No,237,0
Sep-21,C0187,O2842710,Video,No,No,No,0,0
Sep-21,C0230,P2224881,Carousel,Yes,Yes,Yes,881,473
Dec-21,C0160,O8580669,Banner,Yes,Yes,Yes,0,661
Dec-21,C0167,P8060305,Video,Yes,No,No,798,0
Oct-21,C0031,O1840537,Banner,No,No,No,0,0
Dec-21,C0156,P2380904,Video,Yes,No,No,778,0
Jun-21,C0092,O9130872,Banner,No,No,No,0,0
Feb-21,C0099,P4317861,Banner,Yes,Yes,Yes,654,817
May-21,C0243,O2314515,Video,No,No,No,0,0
Dec-21,C0019,P2808093,Video,Yes,No,No,584,0
Oct-21,C0057,P4283400,Carousel,Yes,No,No,310,0
Feb-21,C0221,O7209909,Banner,Yes,Yes,No,0,0
Feb-21,C0124,P5982692,Banner,Yes,No,No,100,0
Apr-21,C0212,O1845903,Carousel,Yes,No,No,0,0
Sep-21,C0107,P6004880,Video,No,No,No,610,0
Mar-21,C0195,P6581581,Banner,No,No,No,391,0
Dec-21,C0191,P9300132,Banner,Yes,Yes,Yes,137,858
Apr-21,C0086,O3866037,Banner,No,No,No,0,0
Jan-21,C0202,P8079880,Video,Yes,No,No,818,0
Dec-21,C0221,P6013134,Banner,Yes,Yes,No,510,0
Jan-21,C0101,P3837368,Video,Yes,No,No,674,0
Oct-21,C0198,P8851071,Video,Yes,Yes,No,287,0
Oct-21,C0058,P2428259,Carousel,Yes,Yes,No,712,0
Jan-21,C0164,O8087319,Banner,No,No,No,0,0
Jun-21,C0095,P7779258,Carousel,Yes,No,No,501,0
Jul-21,C0215,P3751264,Video,No,No,No,872,0
Aug-21,C0006,P8516748,Video,Yes,Yes,Yes,470,508
Dec-21,C0125,O5776366,Carousel,Yes,Yes,No,0,0
Jul-21,C0040,P6646332,Video,No,No,No,312,0
Aug-21,C0001,P1986361,Carousel,No,No,No,416,0
Jan-21,C0125,O3344388,Carousel,Yes,Yes,Yes,0,678
Nov-21,C0027,O9661273,Carousel,Yes,Yes,No,0,0
Dec-21,C0038,O4781022,Banner,Yes,Yes,No,0,0
Aug-21,C0122,P5413575,Carousel,Yes,Yes,No,230,0
Jan-21,C0118,O7047476,Banner,Yes,Yes,No,0,0
Jul-21,C0125,P1668231,Banner,No,No,No,813,0
Nov-21,C0120,O3439130,Banner,No,No,No,0,0
Jul-21,C0220,O6692769,Carousel,No,No,No,0,0
Jun-21,C0165,O6982130,Banner,Yes,Yes,No,0,0
Apr-21,C0005,O6977137,Video,Yes,Yes,Yes,0,759
Aug-21,C0080,P2165049,Carousel,Yes,Yes,No,855,0
Oct-21,C0077,P9902852,Banner,Yes,No,No,658,0
Jul-21,C0150,P9168799,Carousel,No,No,No,549,0
Sep-21,C0098,O6292799,Banner,Yes,No,No,0,0
Jul-21,C0176,O1293326,Banner,Yes,Yes,No,0,0
May-21,C0178,P4177552,Video,No,No,No,390,0
Apr-21,C0016,P1906968,Video,No,No,No,191,0
May-21,C0157,P6121939,Carousel,No,No,No,389,0
Apr-21,C0060,P2371659,Carousel,Yes,Yes,No,226,0
Mar-21,C0103,P7878082,Banner,Yes,No,No,368,0
Feb-21,C0034,P6201817,Video,Yes,Yes,No,374,0
Feb-21,C0108,P9789149,Carousel,Yes,Yes,Yes,186,425
Mar-21,C0200,O9513795,Banner,No,No,No,0,0
Apr-21,C0055,P1175165,Carousel,Yes,Yes,No,737,0
Oct-21,C0196,O1920678,Banner,Yes,Yes,Yes,0,500
Apr-21,C0250,O4744908,Banner,No,No,No,0,0
Nov-21,C0170,O7723467,Carousel,No,No,No,0,0
Nov-21,C0048,O5444630,Banner,Yes,No,No,0,0
May-21,C0023,P5960367,Carousel,Yes,Yes,No,447,0
Feb-21,C0168,P5325538,Banner,No,No,No,470,0
Jun-21,C0111,O4798558,Carousel,Yes,No,No,0,0
Sep-21,C0173,P9396126,Video,Yes,No,No,643,0
Dec-21,C0021,P9273357,Banner,Yes,Yes,No,153,0
Aug-21,C0032,P1206346,Video,Yes,No,No,196,0
Dec-21,C0097,O3272565,Carousel,Yes,Yes,No,0,0
Dec-21,C0147,P9323877,Carousel,Yes,Yes,Yes,129,515
Jun-21,C0244,O8075015,Banner,Yes,No,No,0,0
Aug-21,C0013,P6609803,Video,Yes,Yes,No,267,0
Mar-21,C0048,P4056184,Video,Yes,Yes,Yes,299,869
Aug-21,C0044,P2510367,Carousel,Yes,Yes,Yes,226,826
Aug-21,C0214,O1970488,Carousel,Yes,No,No,0,0
Feb-21,C0171,P8494114,Banner,Yes,Yes,No,308,0
Feb-21,C0172,O1323117,Carousel,No,No,No,0,0
Jun-21,C0183,P6987101,Video,Yes,Yes,No,353,0
Jun-21,C0166,O8313765,Video,No,No,No,0,0
Jan-21,C0227,P5612000,Banner,Yes,No,No,871,0
Sep-21,C0072,O8851093,Video,No,No,No,0,0
Aug-21,C0249,P2582349,Carousel,Yes,Yes,Yes,633,177
Mar-21,C0063,P4510835,Video,Yes,No,No,110,0
Aug-21,C0142,P6607567,Carousel,Yes,No,No,629,0
Apr-21,C0235,O8140783,Banner,Yes,Yes,No,0,0
Jul-21,C0108,O7117324,Video,No,No,No,0,0
Dec-21,C0101,O4833366,Carousel,Yes,Yes,Yes,0,773
Oct-21,C0026,O8553143,Banner,Yes,Yes,Yes,0,732
Mar-21,C0195,O8990915,Banner,No,No,No,0,0
Dec-21,C0171,O3063880,Video,Yes,Yes,No,0,0
Nov-21,C0234,P9418656,Video,No,No,No,730,0
Mar-21,C0073,P7369056,Video,Yes,No,No,189,0
Jun-21,C0020,O8353207,Banner,Yes,Yes,Yes,0,860
Jun-21,C0019,P2795363,Banner,No,No,No,746,0
Aug-21,C0015,O9045762,Video,Yes,No,No,0,0
Oct-21,C0101,P3298583,Banner,Yes,No,No,464,0
Aug-21,C0060,P5293931,Video,Yes,Yes,No,111,0
Jul-21,C0212,P8499015,Video,Yes,No,No,663,0
Jan-21,C0070,O8716731,Banner,No,No,No,0,0
Jan-21,C0004,P4315727,Video,Yes,No,No,884,0
Mar-21,C0014,P6194573,Video,Yes,Yes,Yes,304,309
Jul-21,C0220,O7129095,Banner,Yes,Yes,Yes,0,115
Oct-21,C0121,P4546011,Carousel,No,No,No,629,0
Aug-21,C0131,P6499610,Carousel,Yes,No,No,886,0
Oct-21,C0200,O5737673,Banner,Yes,Yes,No,0,0
Sep-21,C0217,P4259501,Video,Yes,No,No,146,0
Aug-21,C0151,O8345800,Banner,No,No,No,0,0
Apr-21,C0006,O6703423,Video,Yes,No,No,0,0
Sep-21,C0216,O8820603,Video,Yes,No,No,0,0
Aug-21,C0098,P1253011,Carousel,Yes,No,No,576,0
Oct-21,C0206,O7246608,Video,No,No,No,0,0
Jul-21,C0218,P7355120,Video,Yes,Yes,Yes,276,449
Oct-21,C0105,O4286637,Video,No,No,No,0,0
Jul-21,C0103,P2109286,Banner,Yes,No,No,375,0
Jan-21,C0109,P4321024,Carousel,Yes,Yes,Yes,301,407
Jul-21,C0209,P6763968,Banner,Yes,No,No,182,0
Oct-21,C0147,O1912444,Banner,Yes,Yes,Yes,0,254
Jun-21,C0229,P9339097,Carousel,Yes,No,No,143,0
Jul-21,C0155,P7705493,Banner,Yes,No,No,286,0
Apr-21,C0207,P9852912,Video,Yes,No,No,370,0
Jan-21,C0031,O4536860,Banner,Yes,Yes,No,0,0
Jan-21,C0247,P5145414,Banner,Yes,No,No,451,0
Feb-21,C0146,O3979570,Banner,Yes,Yes,No,0,0
Nov-21,C0134,P2859106,Banner,Yes,Yes,No,739,0
Jan-21,C0015,O5691532,Video,Yes,Yes,No,0,0
Aug-21,C0212,P2317971,Banner,Yes,No,No,620,0
Feb-21,C0069,O8566262,Carousel,No,No,No,0,0
Jun-21,C0248,P3256701,Banner,Yes,Yes,Yes,409,239
Mar-21,C0237,O5246010,Carousel,Yes,Yes,No,0,0
Sep-21,C0215,P6074618,Carousel,No,No,No,726,0
Apr-21,C0022,O4117004,Video,Yes,Yes,Yes,0,585
Nov-21,C0097,P6780306,Carousel,No,No,No,97,0
Apr-21,C0159,P7858106,Video,No,No,No,415,0
Oct-21,C0085,O9762623,Carousel,Yes,No,No,0,0
Jun-21,C0116,O7503977,Carousel,Yes,No,No,0,0
Aug-21,C0248,P5765542,Video,Yes,Yes,No,642,0
Oct-21,C0245,O8017187,Video,Yes,Yes,No,0,0
Oct-21,C0131,O6636406,Video,Yes,No,No,0,0
Nov-21,C0132,P1775967,Video,Yes,Yes,Yes,677,565
Aug-21,C0007,P9172408,Banner,No,No,No,821,0
Aug-21,C0052,P4654374,Banner,Yes,No,No,522,0
Nov-21,C0057,O1376704,Carousel,No,No,No,0,0
Feb-21,C0169,O7582263,Video,Yes,Yes,Yes,0,711
Apr-21,C0177,O1977806,Video,Yes,No,No,0,0
Oct-21,C0103,O2147387,Carousel,Yes,Yes,Yes,0,451
May-21,C0175,O7018107,Banner,No,No,No,0,0
Feb-21,C0169,P9454878,Video,Yes,No,No,413,0
Nov-21,C0115,P6027180,Video,Yes,No,No,557,0
Jul-21,C0072,O1926804,Carousel,No,No,No,0,0
Mar-21,C0026,O9481745,Banner,Yes,No,No,0,0
Oct-21,C0238,O8632102,Banner,Yes,No,No,0,0
Nov-21,C0072,O8893452,Banner,No,No,No,0,0
Mar-21,C0186,O3777863,Banner,Yes,No,No,0,0
Oct-21,C0135,P6810946,Carousel,No,No,No,130,0
Sep-21,C0180,P6335441,Video,Yes,No,No,662,0
Dec-21,C0117,O2127742,Banner,Yes,Yes,No,0,0
Nov-21,C0065,O6018311,Video,Yes,Yes,No,0,0
Apr-21,C0158,O6661130,Carousel,No,No,No,0,0
Oct-21,C0039,O4680944,Carousel,Yes,Yes,Yes,0,837
Aug-21,C0142,P5415799,Carousel,Yes,Yes,No,172,0
Feb-21,C0065,P6388328,Carousel,No,No,No,462,0
Mar-21,C0122,O3879227,Carousel,Yes,Yes,Yes,0,553
Feb-21,C0074,P1720264,Banner,Yes,Yes,No,517,0
Aug-21,C0156,O2422287,Banner,Yes,No,No,0,0
Aug-21,C0216,O8668736,Banner,Yes,No,No,0,0
May-21,C0130,P6018894,Banner,Yes,No,No,182,0
Sep-21,C0235,O7763136,Carousel,Yes,No,No,0,0
Jan-21,C0249,O9785925,Video,Yes,No,No,0,0
Jan-21,C0095,P1194845,Banner,No,No,No,789,0
Jul-21,C0009,P8473398,Video,Yes,No,No,725,0
Feb-21,C0235,P7303690,Carousel,Yes,Yes,Yes,858,282
Jul-21,C0250,P7444042,Video,Yes,No,No,735,0
Sep-21,C0078,O1520935,Carousel,Yes,Yes,No,0,0
May-21,C0223,O7145554,Carousel,Yes,Yes,Yes,0,872
Oct-21,C0170,O9487434,Video,No,No,No,0,0
