UserID,ExposureID,SegmentType,Age,Gender,Income,OperatingSystem,Device,Browser,Location(DMA)
U1HqS,P3622220,1P Audience,28,Female,72580,Android,Tablet,Microsoft Edge,"Cheyenne, Wyoming"
UT3DO,P5056182,3P Audience,41,Female,98355,iOS,Smartphone,Safari,"Casper, Wyoming"
UUARV,O8203117,Custom Audience,55,Female,192035,iOS,Tablet,Safari,"Laramie, Wyoming"
UfMjc,O1062830,3P Audience,40,Female,97872,macOS,Desktop,Microsoft Edge,"Cheyenne, Wyoming"
U8q7d,O4363696,3P Audience,50,Female,130537,Windows,Desktop,Microsoft Edge,"Casper, Wyoming"
UsVPW,O5607970,3P Audience,32,Male,70274,Android,Smartphone,Microsoft Edge,"Laramie, Wyoming"
UH53N,O1526381,1P Audience,41,Female,105360,Linux,Laptop,Mozilla Firefox,"Laramie, Wyoming"
U0rBU,O9159678,Custom Audience,27,Female,78228,Android,Tablet,Microsoft Edge,"Laramie, Wyoming"
Ub71L,P1612512,3P Audience,32,Male,68899,Android,Tablet,Microsoft Edge,"Casper, Wyoming"
U8q7d,O9300987,3P Audience,50,Female,130537,macOS,Desktop,Microsoft Edge,"Cheyenne, Wyoming"
UHQac,P7125752,1P Audience,25,Female,51031,macOS,Desktop,Microsoft Edge,"Cheyenne, Wyoming"
UkLps,P8595954,3P Audience,55,Female,174393,Linux,Laptop,Mozilla Firefox,"Casper, Wyoming"
ULRrQ,O1421883,Custom Audience,22,Male,59327,Android,Tablet,Microsoft Edge,"Casper, Wyoming"
UiA1b,P1226587,1P Audience,16,Male,46812,Android,Smartphone,Microsoft Edge,"Cheyenne, Wyoming"
U2Exm,O4536690,Custom Audience,44,Female,99832,Android,Smartphone,Microsoft Edge,"Casper, Wyoming"
U0rBU,P9806171,3P Audience,27,Female,78228,Windows,Desktop,Microsoft Edge,"Casper, Wyoming"
USZL5,O2028859,1P Audience,23,Male,49108,iOS,Tablet,Safari,"Cheyenne, Wyoming"
UHfc6,P8464936,Custom Audience,28,Male,63012,Android,Tablet,Microsoft Edge,"Laramie, Wyoming"
UERym,P5727238,3P Audience,41,Female,113095,iOS,Tablet,Safari,"Cheyenne, Wyoming"
U18bK,P6112853,1P Audience,29,Female,61976,macOS,Laptop,Microsoft Edge,"Laramie, Wyoming"
UReEd,P3772439,3P Audience,17,Male,54612,iOS,Smartphone,Safari,"Laramie, Wyoming"
U56SZ,O3503440,3P Audience,48,Male,136537,iOS,Smartphone,Safari,"Casper, Wyoming"
U4qZi,O7851578,3P Audience,47,Female,176058,macOS,Laptop,Microsoft Edge,"Casper, Wyoming"
UgCBH,O2014320,1P Audience,33,Female,60997,iOS,Tablet,Safari,"Casper, Wyoming"
UkBqY,O7949557,Custom Audience,47,Female,140386,iOS,Smartphone,Safari,"Casper, Wyoming"
UYeU1,P9986578,Custom Audience,41,Male,118679,Windows,Laptop,Microsoft Edge,"Laramie, Wyoming"
Uj8pq,P3544545,1P Audience,48,Female,196341,Windows,Desktop,Microsoft Edge,"Laramie, Wyoming"
UGfiU,O7013689,Custom Audience,50,Female,199765,Android,Smartphone,Microsoft Edge,"Casper, Wyoming"
UVmqb,O1422734,3P Audience,35,Male,62714,Android,Smartphone,Microsoft Edge,"Cheyenne, Wyoming"
UKUzt,P6899860,3P Audience,21,Female,40481,macOS,Laptop,Microsoft Edge,"Laramie, Wyoming"
Us5Iu,O3198673,1P Audience,24,Male,57251,Windows,Laptop,Microsoft Edge,"Casper, Wyoming"
UYvRU,P7590336,1P Audience,21,Male,53523,Android,Tablet,Microsoft Edge,"Casper, Wyoming"
Uw88P,O6281949,Custom Audience,54,Female,192012,macOS,Desktop,Microsoft Edge,"Cheyenne, Wyoming"
Uwxtp,O4317420,3P Audience,39,Male,92023,Android,Tablet,Microsoft Edge,"Laramie, Wyoming"
UEFo9,O2520935,1P Audience,30,Female,76365,iOS,Smartphone,Safari,"Casper, Wyoming"
UAAtF,O4925349,3P Audience,30,Female,61553,Android,Tablet,Microsoft Edge,"Casper, Wyoming"
UZ7Se,O9917299,3P Audience,38,Male,94635,Android,Smartphone,Microsoft Edge,"Casper, Wyoming"
U45lf,P7571509,Custom Audience,48,Male,121842,iOS,Smartphone,Safari,"Laramie, Wyoming"
UDDjp,P2349592,Custom Audience,51,Male,142859,iOS,Tablet,Safari,"Cheyenne, Wyoming"
UMHh8,O8551081,1P Audience,28,Male,73228,iOS,Smartphone,Safari,"Casper, Wyoming"
UtEhE,P1203577,Custom Audience,34,Female,69841,Windows,Laptop,Microsoft Edge,"Cheyenne, Wyoming"
Uacgi,P3545799,Custom Audience,17,Male,40543,iOS,Smartphone,Safari,"Cheyenne, Wyoming"
UdVTj,P5096425,1P Audience,45,Male,108379,macOS,Laptop,Microsoft Edge,"Cheyenne, Wyoming"
USV4Q,P2085857,Custom Audience,17,Female,52707,Linux,Laptop,Mozilla Firefox,"Cheyenne, Wyoming"
U28K7,P8563866,Custom Audience,55,Male,167077,iOS,Smartphone,Safari,"Cheyenne, Wyoming"
UNU3g,O7780269,1P Audience,52,Female,141968,iOS,Smartphone,Safari,"Casper, Wyoming"
U2Exm,O1215821,1P Audience,44,Female,99832,Windows,Desktop,Microsoft Edge,"Cheyenne, Wyoming"
UdVTj,O5786104,3P Audience,45,Male,108379,Windows,Desktop,Microsoft Edge,"Cheyenne, Wyoming"
UvSpP,O6203911,3P Audience,17,Male,43198,Linux,Laptop,Mozilla Firefox,"Laramie, Wyoming"
UL7qz,O8829150,Custom Audience,50,Female,192396,iOS,Tablet,Safari,"Casper, Wyoming"
UEFo9,P9018654,1P Audience,30,Female,76365,iOS,Tablet,Safari,"Casper, Wyoming"
UGEkY,O9736150,Custom Audience,31,Female,79949,macOS,Desktop,Microsoft Edge,"Cheyenne, Wyoming"
UCWIv,P4077604,Custom Audience,47,Male,191981,macOS,Desktop,Microsoft Edge,"Casper, Wyoming"
UVx11,O7569007,Custom Audience,21,Male,43361,Android,Smartphone,Microsoft Edge,"Cheyenne, Wyoming"
U80Mt,O7116053,Custom Audience,36,Female,115346,Android,Tablet,Microsoft Edge,"Casper, Wyoming"
UB553,P1811689,Custom Audience,28,Male,77945,Android,Tablet,Microsoft Edge,"Laramie, Wyoming"
UKUzt,O5783179,1P Audience,21,Female,40481,iOS,Smartphone,Safari,"Casper, Wyoming"
UwpK8,O8500393,1P Audience,50,Female,125799,iOS,Smartphone,Safari,"Laramie, Wyoming"
Ujvye,P5506389,1P Audience,29,Male,74561,iOS,Smartphone,Safari,"Laramie, Wyoming"
UYeU1,P3503400,1P Audience,41,Male,118679,Android,Smartphone,Microsoft Edge,"Laramie, Wyoming"
UgrQS,O2877572,3P Audience,30,Male,73262,macOS,Desktop,Microsoft Edge,"Laramie, Wyoming"
Uaxzu,O6002543,1P Audience,38,Female,97373,Linux,Laptop,Mozilla Firefox,"Laramie, Wyoming"
UAN49,O2685273,1P Audience,21,Female,40632,Windows,Laptop,Microsoft Edge,"Cheyenne, Wyoming"
UsWIv,O6500546,Custom Audience,38,Female,83997,iOS,Smartphone,Safari,"Casper, Wyoming"
UjIdt,P2826795,Custom Audience,38,Male,97941,Android,Smartphone,Microsoft Edge,"Laramie, Wyoming"
UOGlb,P1189482,1P Audience,19,Female,49279,iOS,Smartphone,Safari,"Casper, Wyoming"
Uvs4M,O7344775,Custom Audience,52,Male,169511,Windows,Desktop,Microsoft Edge,"Cheyenne, Wyoming"
UL76J,P1641092,3P Audience,40,Male,94603,macOS,Desktop,Microsoft Edge,"Cheyenne, Wyoming"
UJz8b,P4859967,3P Audience,41,Male,111853,Android,Smartphone,Microsoft Edge,"Laramie, Wyoming"
Ub71L,P2354738,Custom Audience,32,Male,68899,iOS,Tablet,Safari,"Casper, Wyoming"
UYSKx,O1235229,1P Audience,52,Female,172737,Windows,Desktop,Microsoft Edge,"Cheyenne, Wyoming"
UUARV,O4212059,3P Audience,55,Female,192035,iOS,Tablet,Safari,"Casper, Wyoming"
UZR8M,O8698128,3P Audience,27,Male,77600,macOS,Laptop,Microsoft Edge,"Laramie, Wyoming"
U56i9,O6132061,3P Audience,21,Male,57508,Windows,Desktop,Microsoft Edge,"Casper, Wyoming"
Ue5YA,P5564384,1P Audience,27,Male,73507,iOS,Tablet,Safari,"Cheyenne, Wyoming"
UgT8k,P5938705,3P Audience,45,Male,95441,iOS,Smartphone,Safari,"Cheyenne, Wyoming"
UafDX,P5348034,Custom Audience,44,Male,110079,macOS,Laptop,Microsoft Edge,"Casper, Wyoming"
UVx11,O5193063,3P Audience,21,Male,43361,Windows,Laptop,Microsoft Edge,"Green Bay, Wisconsin"
UZ7Se,P6129107,Custom Audience,38,Male,94635,Windows,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
UHqeS,P5125557,3P Audience,40,Male,100687,Android,Smartphone,Microsoft Edge,"Madison, Wisconsin"
UGhii,O9044904,3P Audience,18,Male,46912,Windows,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
USV4Q,O5607417,1P Audience,17,Female,52707,iOS,Smartphone,Safari,"Green Bay, Wisconsin"
U8S7M,O4332531,1P Audience,38,Female,94498,iOS,Tablet,Safari,"Madison, Wisconsin"
UkVJ6,O1111909,3P Audience,41,Female,92477,Android,Tablet,Microsoft Edge,"Milwaukee, Wisconsin"
UsOEb,O4236480,3P Audience,23,Male,53663,Linux,Laptop,Mozilla Firefox,"Green Bay, Wisconsin"
UkuxW,P3914391,Custom Audience,28,Female,75384,macOS,Desktop,Microsoft Edge,"Green Bay, Wisconsin"
UuX3J,O7068965,Custom Audience,50,Male,128398,Linux,Laptop,Mozilla Firefox,"Green Bay, Wisconsin"
UotdV,P9327781,Custom Audience,29,Female,67949,macOS,Laptop,Microsoft Edge,"Milwaukee, Wisconsin"
UUARV,O7209159,Custom Audience,55,Female,192035,iOS,Tablet,Safari,"Madison, Wisconsin"
UAAtF,O3178286,1P Audience,30,Female,61553,Windows,Laptop,Microsoft Edge,"Green Bay, Wisconsin"
USV4Q,O6332593,1P Audience,17,Female,52707,macOS,Laptop,Microsoft Edge,"Madison, Wisconsin"
USDH7,P8923130,3P Audience,17,Female,49138,Android,Tablet,Microsoft Edge,"Milwaukee, Wisconsin"
UvwEx,O6023918,3P Audience,23,Female,56373,Android,Tablet,Microsoft Edge,"Madison, Wisconsin"
UiA1b,O8800308,Custom Audience,16,Male,46812,iOS,Smartphone,Safari,"Green Bay, Wisconsin"
UvSpP,O1461270,Custom Audience,17,Male,43198,Android,Smartphone,Microsoft Edge,"Madison, Wisconsin"
UZTzI,O8880542,Custom Audience,52,Female,120643,macOS,Desktop,Microsoft Edge,"Madison, Wisconsin"
U96If,P5725904,Custom Audience,26,Female,73691,Windows,Laptop,Microsoft Edge,"Milwaukee, Wisconsin"
Um4ek,P8589055,Custom Audience,45,Female,119099,Android,Smartphone,Microsoft Edge,"Milwaukee, Wisconsin"
U4j1n,P1562390,3P Audience,50,Male,172063,Windows,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
Uw88P,P7500835,3P Audience,54,Female,192012,macOS,Desktop,Microsoft Edge,"Madison, Wisconsin"
UkLps,P9321120,3P Audience,55,Female,174393,iOS,Tablet,Safari,"Green Bay, Wisconsin"
Uwxtp,P7703044,3P Audience,39,Male,92023,Android,Tablet,Microsoft Edge,"Madison, Wisconsin"
UXEp8,O6735934,3P Audience,31,Male,73763,iOS,Smartphone,Safari,"Madison, Wisconsin"
UgLfE,O8280301,Custom Audience,24,Male,53420,macOS,Laptop,Microsoft Edge,"Milwaukee, Wisconsin"
UZFfE,O9220323,Custom Audience,52,Female,175359,iOS,Smartphone,Safari,"Madison, Wisconsin"
UuliH,O9619983,Custom Audience,50,Male,152723,iOS,Smartphone,Safari,"Milwaukee, Wisconsin"
Uqc22,P2869165,1P Audience,26,Female,68461,Android,Tablet,Microsoft Edge,"Milwaukee, Wisconsin"
UFxow,P4046039,3P Audience,47,Male,150176,Windows,Laptop,Microsoft Edge,"Madison, Wisconsin"
UCBwt,P7775369,3P Audience,21,Male,56583,macOS,Laptop,Microsoft Edge,"Green Bay, Wisconsin"
URxTE,P2899407,3P Audience,40,Female,85489,Android,Smartphone,Microsoft Edge,"Green Bay, Wisconsin"
UQ4N2,O7000670,1P Audience,35,Female,67286,iOS,Smartphone,Safari,"Madison, Wisconsin"
UUARV,O4013376,1P Audience,55,Female,192035,Linux,Laptop,Mozilla Firefox,"Green Bay, Wisconsin"
UvclX,P7748032,Custom Audience,55,Male,123299,macOS,Laptop,Microsoft Edge,"Madison, Wisconsin"
UBqxO,P1613697,Custom Audience,55,Male,152031,Android,Smartphone,Microsoft Edge,"Milwaukee, Wisconsin"
U2lnX,P8673294,3P Audience,52,Male,144745,Linux,Laptop,Mozilla Firefox,"Milwaukee, Wisconsin"
UAkmC,O9910117,3P Audience,51,Male,145083,Windows,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
UERym,P9618890,Custom Audience,41,Female,113095,Android,Smartphone,Microsoft Edge,"Milwaukee, Wisconsin"
UXRqq,O3089328,Custom Audience,28,Male,71523,iOS,Tablet,Safari,"Milwaukee, Wisconsin"
Ugkt6,O5903550,3P Audience,18,Male,42886,Windows,Desktop,Microsoft Edge,"Green Bay, Wisconsin"
UkLps,O8596120,Custom Audience,55,Female,174393,macOS,Laptop,Microsoft Edge,"Madison, Wisconsin"
UK6Hm,P7957943,1P Audience,50,Female,141822,macOS,Desktop,Microsoft Edge,"Green Bay, Wisconsin"
UT3DO,P9604249,1P Audience,41,Female,98355,macOS,Desktop,Microsoft Edge,"Madison, Wisconsin"
UFrrT,P1115883,3P Audience,51,Female,176507,Windows,Laptop,Microsoft Edge,"Madison, Wisconsin"
Ujvye,P1858818,1P Audience,29,Male,74561,Android,Smartphone,Microsoft Edge,"Green Bay, Wisconsin"
Uvs4M,P6514025,1P Audience,52,Male,169511,iOS,Tablet,Safari,"Green Bay, Wisconsin"
U45lf,P4196468,Custom Audience,48,Male,121842,Android,Smartphone,Microsoft Edge,"Madison, Wisconsin"
Uq9TB,O7014108,3P Audience,34,Male,78195,macOS,Desktop,Microsoft Edge,"Madison, Wisconsin"
Uf7xg,P2430180,3P Audience,51,Female,175031,Linux,Laptop,Mozilla Firefox,"Madison, Wisconsin"
UafDX,P3332185,1P Audience,44,Male,110079,iOS,Tablet,Safari,"Green Bay, Wisconsin"
UXRqq,P1645508,3P Audience,28,Male,71523,Android,Tablet,Microsoft Edge,"Madison, Wisconsin"
UY99a,O2426749,3P Audience,41,Male,104547,iOS,Tablet,Safari,"Madison, Wisconsin"
U4Xh0,O9126192,1P Audience,18,Female,45069,iOS,Tablet,Safari,"Milwaukee, Wisconsin"
UUARV,O1418612,1P Audience,55,Female,192035,Android,Smartphone,Microsoft Edge,"Milwaukee, Wisconsin"
UsOEb,O4773888,Custom Audience,23,Male,53663,Windows,Laptop,Microsoft Edge,"Milwaukee, Wisconsin"
UeWUB,O7649591,3P Audience,22,Male,49258,iOS,Tablet,Safari,"Madison, Wisconsin"
UMHh8,P9936130,3P Audience,28,Male,73228,Android,Smartphone,Microsoft Edge,"Madison, Wisconsin"
UCW00,P6173620,1P Audience,40,Male,106621,Windows,Desktop,Microsoft Edge,"Green Bay, Wisconsin"
ULkzi,P8782081,1P Audience,30,Male,73792,Android,Smartphone,Microsoft Edge,"Madison, Wisconsin"
UGIIZ,O7834709,Custom Audience,42,Female,85163,iOS,Smartphone,Safari,"Madison, Wisconsin"
U1VxN,O5414350,3P Audience,18,Female,59921,macOS,Laptop,Microsoft Edge,"Madison, Wisconsin"
UMHh8,P3271657,3P Audience,28,Male,73228,iOS,Tablet,Safari,"Milwaukee, Wisconsin"
UYvRU,P5212201,Custom Audience,21,Male,53523,iOS,Smartphone,Safari,"Milwaukee, Wisconsin"
UOqsD,P6996227,Custom Audience,33,Male,68518,iOS,Smartphone,Safari,"Madison, Wisconsin"
UjIdt,O5577960,1P Audience,38,Male,97941,Android,Smartphone,Microsoft Edge,"Milwaukee, Wisconsin"
Ud6xb,P9618666,3P Audience,42,Male,105493,Windows,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
UYU7x,O4539937,1P Audience,32,Male,77111,iOS,Tablet,Safari,"Madison, Wisconsin"
UgWoq,O3598862,Custom Audience,25,Male,47712,iOS,Tablet,Safari,"Green Bay, Wisconsin"
UkBqY,P2747115,1P Audience,47,Female,140386,iOS,Smartphone,Safari,"Madison, Wisconsin"
Uvu8P,O2125661,Custom Audience,36,Female,115316,iOS,Tablet,Safari,"Milwaukee, Wisconsin"
Ur7OK,P1148417,1P Audience,37,Female,114719,iOS,Smartphone,Safari,"Milwaukee, Wisconsin"
Uo3d4,O4842394,Custom Audience,45,Male,83398,Windows,Laptop,Microsoft Edge,"Green Bay, Wisconsin"
UERym,P4366015,Custom Audience,41,Female,113095,macOS,Laptop,Microsoft Edge,"Green Bay, Wisconsin"
UZ7Se,P6624346,3P Audience,38,Male,94635,macOS,Laptop,Microsoft Edge,"Madison, Wisconsin"
UHd0n,O3330545,1P Audience,40,Female,108204,Windows,Laptop,Microsoft Edge,"Milwaukee, Wisconsin"
UsV7D,P4305417,3P Audience,24,Male,41308,iOS,Tablet,Safari,"Green Bay, Wisconsin"
UB09w,P4787823,3P Audience,20,Female,59383,iOS,Tablet,Safari,"Milwaukee, Wisconsin"
U27aQ,O6637310,1P Audience,34,Male,74225,Android,Smartphone,Microsoft Edge,"Madison, Wisconsin"
U56i9,P8475492,Custom Audience,21,Male,57508,macOS,Desktop,Microsoft Edge,"Madison, Wisconsin"
Uvu8P,O6668560,Custom Audience,36,Female,115316,macOS,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
UnxfK,P7290008,Custom Audience,36,Female,86096,iOS,Tablet,Safari,"Green Bay, Wisconsin"
UEEXG,P8122251,1P Audience,36,Female,91509,Android,Tablet,Microsoft Edge,"Milwaukee, Wisconsin"
U7PPa,O6591042,1P Audience,46,Male,194568,Android,Smartphone,Microsoft Edge,"Madison, Wisconsin"
ULP23,P9256593,1P Audience,51,Male,125584,Windows,Laptop,Microsoft Edge,"Green Bay, Wisconsin"
U0Pdt,P9731711,1P Audience,28,Male,68607,Android,Tablet,Microsoft Edge,"Madison, Wisconsin"
UZOOe,P4502269,3P Audience,25,Female,56138,Android,Smartphone,Microsoft Edge,"Green Bay, Wisconsin"
UAqZQ,O4930358,3P Audience,42,Female,92069,iOS,Smartphone,Safari,"Milwaukee, Wisconsin"
UiQwH,O6924125,Custom Audience,34,Male,71343,macOS,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
U18bK,P5589447,1P Audience,29,Female,61976,Android,Tablet,Microsoft Edge,"Green Bay, Wisconsin"
UotdV,O2172367,1P Audience,29,Female,67949,iOS,Smartphone,Safari,"Madison, Wisconsin"
UEFo9,O5837644,1P Audience,30,Female,76365,macOS,Laptop,Microsoft Edge,"Madison, Wisconsin"
U5wOt,O7869196,1P Audience,41,Female,117374,iOS,Smartphone,Safari,"Madison, Wisconsin"
Uv3yo,O9975782,1P Audience,25,Female,55637,iOS,Smartphone,Safari,"Milwaukee, Wisconsin"
U2Exm,O5921632,1P Audience,44,Female,99832,Windows,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
UGlCg,O4126706,Custom Audience,33,Male,77412,macOS,Laptop,Microsoft Edge,"Milwaukee, Wisconsin"
UAN49,O2056359,3P Audience,21,Female,40632,iOS,Smartphone,Safari,"Milwaukee, Wisconsin"
UEFo9,P4264806,1P Audience,30,Female,76365,Windows,Laptop,Microsoft Edge,"Milwaukee, Wisconsin"
UwpK8,O3554072,Custom Audience,50,Female,125799,iOS,Smartphone,Safari,"Green Bay, Wisconsin"
USyfq,P4661810,Custom Audience,42,Male,104086,Android,Smartphone,Microsoft Edge,"Huntington, West Virginia"
UHfc6,P8858138,3P Audience,28,Male,63012,iOS,Tablet,Safari,"Huntington, West Virginia"
UjfuT,O7488664,1P Audience,53,Male,143173,Windows,Laptop,Microsoft Edge,"Huntington, West Virginia"
UZR8M,O3775189,Custom Audience,27,Male,77600,Windows,Laptop,Microsoft Edge,"Morgantown, West Virginia"
UXRqq,O9427544,1P Audience,28,Male,71523,iOS,Tablet,Safari,"Morgantown, West Virginia"
UHhIE,P4455734,1P Audience,17,Female,46181,Windows,Desktop,Microsoft Edge,"Huntington, West Virginia"
UYvRU,O6654083,3P Audience,21,Male,53523,macOS,Desktop,Microsoft Edge,"Charleston, West Virginia"
UcO6C,O8847457,3P Audience,20,Male,45051,Android,Tablet,Microsoft Edge,"Charleston, West Virginia"
UTcZv,O6652678,1P Audience,22,Female,57956,iOS,Smartphone,Safari,"Morgantown, West Virginia"
U58G3,P3294676,Custom Audience,50,Male,183126,Windows,Laptop,Microsoft Edge,"Morgantown, West Virginia"
UwpK8,O1551668,1P Audience,50,Female,125799,iOS,Smartphone,Safari,"Huntington, West Virginia"
UOGlb,P1097206,Custom Audience,19,Female,49279,Linux,Laptop,Mozilla Firefox,"Morgantown, West Virginia"
Uqamq,P2711394,1P Audience,34,Male,64491,iOS,Smartphone,Safari,"Morgantown, West Virginia"
UtEhE,O2091258,1P Audience,34,Female,69841,iOS,Smartphone,Safari,"Huntington, West Virginia"
UWiqP,O9095360,1P Audience,53,Female,166038,Linux,Laptop,Mozilla Firefox,"Morgantown, West Virginia"
UWupA,P3952885,3P Audience,45,Female,114163,Windows,Desktop,Microsoft Edge,"Huntington, West Virginia"
UgrQS,O8612196,3P Audience,30,Male,73262,Windows,Laptop,Microsoft Edge,"Morgantown, West Virginia"
U0Pdt,P2107941,3P Audience,28,Male,68607,macOS,Desktop,Microsoft Edge,"Huntington, West Virginia"
UCWIv,O3194478,Custom Audience,47,Male,191981,iOS,Smartphone,Safari,"Charleston, West Virginia"
UsWIv,O8954822,Custom Audience,38,Female,83997,iOS,Smartphone,Safari,"Charleston, West Virginia"
UEwP3,O1722731,3P Audience,18,Male,45072,Android,Tablet,Microsoft Edge,"Huntington, West Virginia"
UHhIE,P9582746,Custom Audience,17,Female,46181,Windows,Laptop,Microsoft Edge,"Charleston, West Virginia"
UkVJ6,O2539637,3P Audience,41,Female,92477,macOS,Laptop,Microsoft Edge,"Huntington, West Virginia"
UqgkD,P4927046,Custom Audience,46,Male,167185,Windows,Desktop,Microsoft Edge,"Charleston, West Virginia"
UVYqu,P3220200,1P Audience,50,Male,168874,Android,Tablet,Microsoft Edge,"Huntington, West Virginia"
UdVTj,P9993085,3P Audience,45,Male,108379,Android,Smartphone,Microsoft Edge,"Huntington, West Virginia"
UYKhC,P4466757,1P Audience,43,Male,81292,iOS,Smartphone,Safari,"Charleston, West Virginia"
UkBqY,P8406929,Custom Audience,47,Female,140386,Android,Smartphone,Microsoft Edge,"Huntington, West Virginia"
U7OHm,O2362549,3P Audience,45,Female,98366,Linux,Laptop,Mozilla Firefox,"Huntington, West Virginia"
UkuxW,P5947178,Custom Audience,28,Female,75384,Android,Smartphone,Microsoft Edge,"Huntington, West Virginia"
UHqeS,P8051016,1P Audience,40,Male,100687,iOS,Tablet,Safari,"Huntington, West Virginia"
U92R5,O4830643,Custom Audience,17,Male,43986,iOS,Smartphone,Safari,"Huntington, West Virginia"
ULxin,P1037214,Custom Audience,31,Male,60933,Android,Tablet,Microsoft Edge,"Charleston, West Virginia"
U3Q87,O1741597,1P Audience,20,Female,40351,Windows,Laptop,Microsoft Edge,"Morgantown, West Virginia"
U56i9,P8824636,3P Audience,21,Male,57508,Android,Tablet,Microsoft Edge,"Huntington, West Virginia"
U6Cbq,P9090862,1P Audience,32,Male,75282,macOS,Laptop,Microsoft Edge,"Morgantown, West Virginia"
Ukg8i,P1278665,3P Audience,55,Female,159753,iOS,Smartphone,Safari,"Huntington, West Virginia"
U2TJd,P6806418,3P Audience,41,Female,112731,Windows,Desktop,Microsoft Edge,"Huntington, West Virginia"
U8q7d,O2448443,3P Audience,50,Female,130537,Android,Tablet,Microsoft Edge,"Huntington, West Virginia"
U1VxN,P8581282,1P Audience,18,Female,59921,Windows,Laptop,Microsoft Edge,"Morgantown, West Virginia"
UHfao,O8181707,Custom Audience,30,Female,60755,macOS,Desktop,Microsoft Edge,"Huntington, West Virginia"
ULQvj,O3600232,3P Audience,47,Female,184520,iOS,Smartphone,Safari,"Huntington, West Virginia"
UyxaW,P5759159,1P Audience,34,Female,67927,iOS,Tablet,Safari,"Huntington, West Virginia"
UwBpM,O3017488,1P Audience,30,Male,61034,Linux,Laptop,Mozilla Firefox,"Morgantown, West Virginia"
UH53N,P2303165,3P Audience,41,Female,105360,Android,Tablet,Microsoft Edge,"Charleston, West Virginia"
UHgqA,O9894779,1P Audience,38,Male,92125,Linux,Laptop,Mozilla Firefox,"Morgantown, West Virginia"
UGUSc,O9302535,Custom Audience,26,Male,77735,Android,Smartphone,Microsoft Edge,"Morgantown, West Virginia"
UOesh,O9285016,1P Audience,53,Female,187915,iOS,Smartphone,Safari,"Morgantown, West Virginia"
UH6gt,O3080431,3P Audience,37,Male,82864,iOS,Tablet,Safari,"Morgantown, West Virginia"
UAkmC,O1317103,Custom Audience,51,Male,145083,Linux,Laptop,Mozilla Firefox,"Huntington, West Virginia"
