Symbol,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
AMZN,1997-09-11 00:00:00-04:00,0.166666999,0.166666999,0.152082995,0.157812998,85248000,0,0
AMZN,1997-09-12 00:00:00-04:00,0.159374997,0.184896007,0.157812998,0.184375003,66672000,0,0
AMZN,1997-09-15 00:00:00-04:00,0.183332995,0.183853999,0.152603999,0.154688001,111672000,0,0
AMZN,1997-09-16 00:00:00-04:00,0.15625,0.177083001,0.155990005,0.167707995,128640000,0,0
AMZN,1997-09-17 00:00:00-04:00,0.172916993,0.174999997,0.166666999,0.170313001,52152000,0,0
AMZN,1997-09-18 00:00:00-04:00,0.171875,0.173437998,0.164063007,0.164582998,42576000,0,0
AMZN,1997-09-19 00:00:00-04:00,0.169009998,0.204166993,0.168750003,0.197395995,178584000,0,0
AMZN,1997-09-22 00:00:00-04:00,0.200000003,0.233853996,0.197395995,0.224999994,338760000,0,0
AMZN,1997-09-23 00:00:00-04:00,0.224479005,0.232291996,0.219791993,0.231250003,153648000,0,0
AMZN,1997-09-24 00:00:00-04:00,0.232291996,0.240624994,0.214582995,0.21875,164016000,0,0
AMZN,1997-09-25 00:00:00-04:00,0.217188001,0.217708007,0.202603996,0.203906,99360000,0,0
AMZN,1997-09-26 00:00:00-04:00,0.203646004,0.213020995,0.202603996,0.208333001,54624000,0,0
AMZN,1997-09-29 00:00:00-04:00,0.207292005,0.209374994,0.197916999,0.202083007,47424000,0,0
AMZN,1997-09-30 00:00:00-04:00,0.200000003,0.217447996,0.190103993,0.216927007,105096000,0,0
AMZN,1997-10-01 00:00:00-04:00,0.221874997,0.224999994,0.196875006,0.201041996,99984000,0,0
AMZN,1997-10-02 00:00:00-04:00,0.202083007,0.208854005,0.199478999,0.200521007,37536000,0,0
AMZN,1997-10-03 00:00:00-04:00,0.204166993,0.206249997,0.198957995,0.200781003,23280000,0,0
AMZN,1997-10-06 00:00:00-04:00,0.200000003,0.206249997,0.197135001,0.206249997,40560000,0,0
AMZN,1997-10-07 00:00:00-04:00,0.204166993,0.209374994,0.202083007,0.202865005,34848000,0,0
AMZN,1997-10-08 00:00:00-04:00,0.207292005,0.208333001,0.199219003,0.200259998,56136000,0,0
AMZN,1997-10-09 00:00:00-04:00,0.200000003,0.201041996,0.186978996,0.1875,79008000,0,0
AMZN,1997-10-10 00:00:00-04:00,0.186458007,0.203125,0.183332995,0.195051998,75744000,0,0
AMZN,1997-10-13 00:00:00-04:00,0.196354002,0.202083007,0.196354002,0.200000003,16296000,0,0
AMZN,1997-10-14 00:00:00-04:00,0.203125,0.205208004,0.191667005,0.198957995,30936000,0,0
AMZN,1997-10-15 00:00:00-04:00,0.198438004,0.198438004,0.188541993,0.196094006,47112000,0,0
AMZN,1997-10-16 00:00:00-04:00,0.198957995,0.198957995,0.180207998,0.181250006,69624000,0,0
AMZN,1997-10-17 00:00:00-04:00,0.180729002,0.182813004,0.176042005,0.181250006,50688000,0,0
AMZN,1997-10-20 00:00:00-04:00,0.183853999,0.193749994,0.183332995,0.191146001,98256000,0,0
AMZN,1997-10-21 00:00:00-04:00,0.197916999,0.221874997,0.192708001,0.221353993,241920000,0,0
AMZN,1997-10-22 00:00:00-04:00,0.220833004,0.230989993,0.21875,0.226042002,104160000,0,0
AMZN,1997-10-23 00:00:00-04:00,0.211457998,0.228125006,0.209374994,0.224999994,113136000,0,0
AMZN,1997-10-24 00:00:00-04:00,0.237499997,0.253125012,0.227082998,0.251302004,189840000,0,0
AMZN,1997-10-27 00:00:00-05:00,0.240104005,0.250521004,0.211457998,0.213541999,121824000,0,0
AMZN,1997-10-28 00:00:00-05:00,0.195832998,0.25,0.193749994,0.247396007,234384000,0,0
AMZN,1997-10-29 00:00:00-05:00,0.257292002,0.275000006,0.25,0.269531012,142536000,0,0
AMZN,1997-10-30 00:00:00-05:00,0.260417014,0.267708004,0.252083004,0.256249994,95400000,0,0
AMZN,1997-10-31 00:00:00-05:00,0.268229008,0.272917002,0.248438001,0.254166991,100536000,0,0
AMZN,1997-11-03 00:00:00-05:00,0.260937989,0.260937989,0.247396007,0.253645986,39984000,0,0
AMZN,1997-11-04 00:00:00-05:00,0.25,0.252604008,0.241145998,0.247916996,47304000,0,0
AMZN,1997-11-05 00:00:00-05:00,0.248958007,0.255989999,0.243750006,0.243750006,61872000,0,0
AMZN,1997-11-06 00:00:00-05:00,0.245832995,0.245832995,0.231771007,0.233072996,58272000,0,0
AMZN,1997-11-07 00:00:00-05:00,0.220833004,0.232031003,0.219271004,0.223958001,52536000,0,0
AMZN,1997-11-10 00:00:00-05:00,0.224999994,0.228125006,0.210417002,0.210417002,55296000,0,0
AMZN,1997-11-11 00:00:00-05:00,0.212239996,0.215625003,0.195832998,0.197395995,86256000,0,0
AMZN,1997-11-12 00:00:00-05:00,0.188802004,0.209374994,0.183332995,0.188541993,173664000,0,0
AMZN,1997-11-13 00:00:00-05:00,0.197395995,0.198438004,0.188541993,0.192968994,85800000,0,0
AMZN,1997-11-14 00:00:00-05:00,0.196875006,0.210417002,0.189062998,0.208333001,117384000,0,0
AMZN,1997-11-17 00:00:00-05:00,0.211457998,0.227082998,0.210938007,0.21875,147888000,0,0
AMZN,1997-11-18 00:00:00-05:00,0.21875,0.223958001,0.217188001,0.220833004,37320000,0,0
AMZN,1997-11-19 00:00:00-05:00,0.220312998,0.226042002,0.215625003,0.225520998,50688000,0,0
AMZN,1997-11-20 00:00:00-05:00,0.228645995,0.230207995,0.225520998,0.229166999,118464000,0,0
AMZN,1997-11-21 00:00:00-05:00,0.227604002,0.229166999,0.224479005,0.224479005,52056000,0,0
AMZN,1997-11-24 00:00:00-05:00,0.21875,0.220833004,0.211457998,0.211457998,40392000,0,0
AMZN,1997-11-25 00:00:00-05:00,0.211979002,0.216666996,0.202083007,0.210155994,66096000,0,0
AMZN,1997-11-26 00:00:00-05:00,0.211979002,0.220572993,0.211979002,0.213020995,32616000,0,0
AMZN,1997-11-28 00:00:00-05:00,0.213541999,0.216666996,0.205728993,0.206249997,32064000,0,0
AMZN,1997-12-01 00:00:00-05:00,0.211979002,0.21875,0.206771001,0.213541999,47664000,0,0
AMZN,1997-12-02 00:00:00-05:00,0.213020995,0.215103999,0.208854005,0.211719006,25248000,0,0
AMZN,1997-12-03 00:00:00-05:00,0.209895998,0.21875,0.209374994,0.218228996,25800000,0,0
AMZN,1997-12-04 00:00:00-05:00,0.220052004,0.227604002,0.219271004,0.224999994,60768000,0,0
AMZN,1997-12-05 00:00:00-05:00,0.221874997,0.229688004,0.217708007,0.229688004,53232000,0,0
AMZN,1997-12-08 00:00:00-05:00,0.227082998,0.238542005,0.226042002,0.235416993,95328000,0,0
AMZN,1997-12-09 00:00:00-05:00,0.233333007,0.238542005,0.230207995,0.234375,26640000,0,0
AMZN,1997-12-10 00:00:00-05:00,0.229166999,0.231250003,0.219791993,0.225520998,28896000,0,0
AMZN,1997-12-11 00:00:00-05:00,0.219791993,0.241667002,0.219791993,0.234375,100296000,0,0
AMZN,1997-12-12 00:00:00-05:00,0.232291996,0.240104005,0.220312998,0.227082998,53448000,0,0
AMZN,1997-12-15 00:00:00-05:00,0.229166999,0.233333007,0.220312998,0.229166999,33888000,0,0
AMZN,1997-12-16 00:00:00-05:00,0.232291996,0.232291996,0.222917005,0.222917005,33744000,0,0
AMZN,1997-12-17 00:00:00-05:00,0.21875,0.222917005,0.212760001,0.219531,122808000,0,0
AMZN,1997-12-18 00:00:00-05:00,0.217708007,0.221353993,0.211457998,0.214582995,64080000,0,0
AMZN,1997-12-19 00:00:00-05:00,0.211457998,0.226042002,0.208333001,0.224999994,95064000,0,0
AMZN,1997-12-22 00:00:00-05:00,0.224999994,0.239062995,0.221615002,0.234896004,87048000,0,0
AMZN,1997-12-23 00:00:00-05:00,0.234375,0.236978993,0.231250003,0.231250003,23544000,0,0
AMZN,1997-12-24 00:00:00-05:00,0.231250003,0.235416993,0.223437995,0.230207995,46728000,0,0
AMZN,1997-12-26 00:00:00-05:00,0.228125006,0.232291996,0.224479005,0.226042002,9744000,0,0
AMZN,1997-12-29 00:00:00-05:00,0.229166999,0.239062995,0.226563007,0.237499997,51048000,0,0
AMZN,1997-12-30 00:00:00-05:00,0.241667002,0.245313004,0.239062995,0.242448002,125712000,0,0
AMZN,1997-12-31 00:00:00-05:00,0.243750006,0.252083004,0.242188007,0.251042008,88920000,0,0
AMZN,1998-01-02 00:00:00-05:00,0.25,0.25,0.239843994,0.247916996,33216000,0,0
AMZN,1998-01-05 00:00:00-05:00,0.244270995,0.246875003,0.235416993,0.237499997,71808000,0,0
AMZN,1998-01-06 00:00:00-05:00,0.234896004,0.243750006,0.233333007,0.241926998,83496000,0,0
AMZN,1998-01-07 00:00:00-05:00,0.241667002,0.241667002,0.234634995,0.239062995,54504000,0,0
AMZN,1998-01-08 00:00:00-05:00,0.234896004,0.235156,0.226563007,0.230728999,120312000,0,0
AMZN,1998-01-09 00:00:00-05:00,0.233333007,0.233333007,0.211457998,0.213020995,132864000,0,0
AMZN,1998-01-12 00:00:00-05:00,0.208333001,0.219271004,0.207292005,0.215103999,148032000,0,0
AMZN,1998-01-13 00:00:00-05:00,0.217188001,0.233333007,0.216146007,0.232291996,146424000,0,0
AMZN,1998-01-14 00:00:00-05:00,0.232813001,0.243750006,0.231250003,0.243750006,170112000,0,0
AMZN,1998-01-15 00:00:00-05:00,0.239583001,0.250521004,0.239583001,0.247656003,120288000,0,0
AMZN,1998-01-16 00:00:00-05:00,0.247916996,0.248958007,0.238542005,0.239583001,51264000,0,0
AMZN,1998-01-20 00:00:00-05:00,0.241145998,0.250521004,0.240624994,0.247656003,109344000,0,0
AMZN,1998-01-21 00:00:00-05:00,0.246875003,0.258332998,0.243750006,0.253645986,174768000,0,0
AMZN,1998-01-22 00:00:00-05:00,0.253645986,0.263541996,0.251042008,0.256770998,189432000,0,0
AMZN,1998-01-23 00:00:00-05:00,0.267188013,0.267188013,0.246875003,0.246875003,182376000,0,0
AMZN,1998-01-26 00:00:00-05:00,0.248958007,0.249478996,0.236978993,0.240624994,94248000,0,0
AMZN,1998-01-27 00:00:00-05:00,0.240885004,0.243229002,0.233333007,0.237499997,82080000,0,0
AMZN,1998-01-28 00:00:00-05:00,0.237499997,0.241667002,0.231250003,0.238542005,105864000,0,0
AMZN,1998-01-29 00:00:00-05:00,0.239583001,0.249478996,0.239062995,0.247916996,96720000,0,0
AMZN,1998-01-30 00:00:00-05:00,0.25,0.253125012,0.244270995,0.245832995,74448000,0,0
AMZN,1998-02-02 00:00:00-05:00,0.247396007,0.260417014,0.246875003,0.25989601,138264000,0,0
AMZN,1998-02-03 00:00:00-05:00,0.259375006,0.262499988,0.254687995,0.257551998,88584000,0,0
AMZN,1998-02-04 00:00:00-05:00,0.253125012,0.259375006,0.252604008,0.253125012,24696000,0,0
AMZN,1998-02-05 00:00:00-05:00,0.25572899,0.25572899,0.243750006,0.246875003,116640000,0,0
AMZN,1998-02-06 00:00:00-05:00,0.246353999,0.251042008,0.243750006,0.245313004,42456000,0,0
AMZN,1998-02-09 00:00:00-05:00,0.245832995,0.247916996,0.238542005,0.242707998,52536000,0,0
AMZN,1998-02-10 00:00:00-05:00,0.243750006,0.265884995,0.241667002,0.265103996,245928000,0,0
AMZN,1998-02-11 00:00:00-05:00,0.264582992,0.273176998,0.264063001,0.264582992,129480000,0,0
AMZN,1998-02-12 00:00:00-05:00,0.263541996,0.265103996,0.259375006,0.263020992,60720000,0,0
AMZN,1998-02-13 00:00:00-05:00,0.262499988,0.263541996,0.257292002,0.259375006,168408000,0,0
AMZN,1998-02-17 00:00:00-05:00,0.260937989,0.260937989,0.253645986,0.257292002,47520000,0,0
AMZN,1998-02-18 00:00:00-05:00,0.257292002,0.257292002,0.252604008,0.253645986,59424000,0,0
AMZN,1998-02-19 00:00:00-05:00,0.255468994,0.264582992,0.254166991,0.261458009,88728000,0,0
AMZN,1998-02-20 00:00:00-05:00,0.261458009,0.264582992,0.25572899,0.263541996,54072000,0,0
AMZN,1998-02-23 00:00:00-05:00,0.264582992,0.270832986,0.260417014,0.270312995,79560000,0,0
AMZN,1998-02-24 00:00:00-05:00,0.270832986,0.283854008,0.267708004,0.270312995,278904000,0,0
AMZN,1998-02-25 00:00:00-05:00,0.273438007,0.277083009,0.263020992,0.274479002,134904000,0,0
AMZN,1998-02-26 00:00:00-05:00,0.273176998,0.304167002,0.271874994,0.303124994,307464000,0,0
AMZN,1998-02-27 00:00:00-05:00,0.301041991,0.331770986,0.299219012,0.320832998,494136000,0,0
AMZN,1998-03-02 00:00:00-05:00,0.316145986,0.321875006,0.3125,0.317707986,219144000,0,0
AMZN,1998-03-03 00:00:00-05:00,0.314583004,0.315625012,0.297917008,0.298958004,160320000,0,0
AMZN,1998-03-04 00:00:00-05:00,0.300000012,0.309374988,0.291667014,0.30599001,146280000,0,0
AMZN,1998-03-05 00:00:00-05:00,0.298958004,0.325780988,0.296875,0.3125,240024000,0,0
AMZN,1998-03-06 00:00:00-05:00,0.315104008,0.320832998,0.307292014,0.319792002,117744000,0,0
AMZN,1998-03-09 00:00:00-05:00,0.320313007,0.357291996,0.319792002,0.347916991,461112000,0,0
AMZN,1998-03-10 00:00:00-05:00,0.356249988,0.367707998,0.345313013,0.346289009,495000000,0,0
AMZN,1998-03-11 00:00:00-05:00,0.341666996,0.34375,0.326041996,0.331770986,246984000,0,0
AMZN,1998-03-12 00:00:00-05:00,0.328125,0.33802101,0.321354002,0.327082992,195984000,0,0
AMZN,1998-03-13 00:00:00-05:00,0.331770986,0.336979002,0.323958009,0.327865005,130464000,0,0
AMZN,1998-03-16 00:00:00-05:00,0.331510007,0.336457998,0.329167008,0.329167008,66240000,0,0
AMZN,1998-03-17 00:00:00-05:00,0.332291991,0.334374994,0.324479014,0.332812995,62016000,0,0
AMZN,1998-03-18 00:00:00-05:00,0.330208004,0.357291996,0.330208004,0.355468988,273192000,0,0
AMZN,1998-03-19 00:00:00-05:00,0.355729014,0.364582986,0.348957986,0.349999994,242304000,0,0
AMZN,1998-03-20 00:00:00-05:00,0.349999994,0.35364601,0.346354008,0.349999994,128256000,0,0
AMZN,1998-03-23 00:00:00-05:00,0.348176986,0.353125006,0.344792008,0.349218994,60096000,0,0
AMZN,1998-03-24 00:00:00-05:00,0.34375,0.361458004,0.34375,0.351042002,113616000,0,0
AMZN,1998-03-25 00:00:00-05:00,0.354167014,0.357291996,0.337500006,0.340364993,225792000,0,0
AMZN,1998-03-26 00:00:00-05:00,0.340624988,0.348957986,0.331250012,0.344792008,157560000,0,0
AMZN,1998-03-27 00:00:00-05:00,0.351042002,0.363020986,0.344792008,0.354167014,152928000,0,0
AMZN,1998-03-30 00:00:00-05:00,0.357813001,0.364582986,0.354687989,0.357813001,110016000,0,0
AMZN,1998-03-31 00:00:00-05:00,0.355729014,0.360417008,0.348957986,0.356379986,131304000,0,0
AMZN,1998-04-01 00:00:00-05:00,0.355208009,0.376563013,0.350129992,0.375521004,289032000,0,0
AMZN,1998-04-02 00:00:00-05:00,0.379687995,0.403124988,0.373957992,0.396093994,332856000,0,0
AMZN,1998-04-03 00:00:00-05:00,0.401042014,0.401562989,0.384375006,0.387499988,233880000,0,0
AMZN,1998-04-06 00:00:00-04:00,0.392708004,0.394791991,0.367707998,0.36927101,220488000,0,0
AMZN,1998-04-07 00:00:00-04:00,0.362500012,0.363541991,0.353125006,0.358332992,232680000,0,0
AMZN,1998-04-08 00:00:00-04:00,0.359896004,0.373957992,0.356249988,0.36927101,226296000,0,0
AMZN,1998-04-09 00:00:00-04:00,0.38489601,0.400000006,0.381770998,0.396874994,320688000,0,0
AMZN,1998-04-13 00:00:00-04:00,0.395312995,0.401042014,0.383332998,0.392969012,219600000,0,0
AMZN,1998-04-14 00:00:00-04:00,0.391146004,0.41614601,0.388541996,0.404947996,326472000,0,0
AMZN,1998-04-15 00:00:00-04:00,0.408333004,0.416667014,0.393750012,0.40052101,223848000,0,0
AMZN,1998-04-16 00:00:00-04:00,0.40052101,0.413801998,0.388280988,0.410416991,324888000,0,0
AMZN,1998-04-17 00:00:00-04:00,0.399219006,0.405207992,0.393750012,0.395312995,140712000,0,0
AMZN,1998-04-20 00:00:00-04:00,0.397395998,0.414582998,0.390625,0.392708004,179592000,0,0
AMZN,1998-04-21 00:00:00-04:00,0.396874994,0.397395998,0.379687995,0.387760013,167088000,0,0
AMZN,1998-04-22 00:00:00-04:00,0.388541996,0.390103996,0.362500012,0.363541991,226032000,0,0
AMZN,1998-04-23 00:00:00-04:00,0.362500012,0.362500012,0.335417002,0.337500006,245064000,0,0
AMZN,1998-04-24 00:00:00-04:00,0.341666996,0.365624994,0.339583009,0.35364601,335712000,0,0
AMZN,1998-04-27 00:00:00-04:00,0.347395986,0.352604002,0.321354002,0.344792008,377712000,0,0
AMZN,1998-04-28 00:00:00-04:00,0.386979014,0.414582998,0.371093988,0.398438007,1391880000,0,0
AMZN,1998-04-29 00:00:00-04:00,0.405207992,0.410937995,0.390103996,0.397917002,633144000,0,0
AMZN,1998-04-30 00:00:00-04:00,0.40625,0.408333004,0.377083004,0.382292002,449712000,0,0
AMZN,1998-05-01 00:00:00-04:00,0.386458009,0.39635399,0.377083004,0.393750012,186144000,0,0
AMZN,1998-05-04 00:00:00-04:00,0.395832986,0.399479002,0.389063001,0.396874994,154704000,0,0
AMZN,1998-05-05 00:00:00-04:00,0.391667008,0.397917002,0.388020992,0.390495002,119976000,0,0
AMZN,1998-05-06 00:00:00-04:00,0.391667008,0.391667008,0.375521004,0.376563013,148776000,0,0
AMZN,1998-05-07 00:00:00-04:00,0.379166991,0.387499988,0.367707998,0.379166991,277752000,0,0
AMZN,1998-05-08 00:00:00-04:00,0.380207986,0.386458009,0.372916996,0.38489601,95856000,0,0
AMZN,1998-05-11 00:00:00-04:00,0.387239993,0.387499988,0.360417008,0.361979008,227448000,0,0
AMZN,1998-05-12 00:00:00-04:00,0.365624994,0.383073002,0.360938013,0.38072899,232728000,0,0
AMZN,1998-05-13 00:00:00-04:00,0.377083004,0.391667008,0.373957992,0.386979014,278880000,0,0
AMZN,1998-05-14 00:00:00-04:00,0.383332998,0.394270986,0.379166991,0.38150999,172008000,0,0
AMZN,1998-05-15 00:00:00-04:00,0.382813007,0.385417014,0.372916996,0.373438001,92568000,0,0
AMZN,1998-05-18 00:00:00-04:00,0.375,0.377604008,0.361458004,0.366926998,132360000,0,0
AMZN,1998-05-19 00:00:00-04:00,0.373438001,0.377604008,0.371874988,0.376563013,68472000,0,0
AMZN,1998-05-20 00:00:00-04:00,0.376563013,0.381249994,0.367707998,0.36927101,80976000,0,0
AMZN,1998-05-21 00:00:00-04:00,0.372916996,0.375,0.363801986,0.369792014,68064000,0,0
AMZN,1998-05-22 00:00:00-04:00,0.368229002,0.36927101,0.356249988,0.358332992,117240000,0,0
AMZN,1998-05-26 00:00:00-04:00,0.358594,0.361979008,0.336979002,0.341145992,217680000,0,0
